Z;N;dz_BE/A;dz_ME;A;dz_BE;dz_S1n;dz_S1p;dz_S2p;dz_S2n;N-Z;ame_ME;ame_ME_unc;ame_BE/A;ame_BE/A_unc;ame_BDE;ame_BDE_unc;ame_AM;ame_AM_unc;ame_BE;ame_S2p;ame_S1p;ame_S2n;ame_S1n;Difference_BE_DZ_AME;Surf;Asym;Coul;Pair;Z_parity;N_parity;ldm_BE;Z_distance;N_distance
64;88;8.23542786;-75.0057373;152;1251.7850347199999;8.537406719999808;7.054876639999748;12.305492219999906;15.279240719999962;24;-74.70730400000001;1.007;8.2334042;0.0066;-3990.0;40.0;151.919798414;1.081;1251.4774384000002;12.233913400000194;7.343168599999975;15.085893400000176;8.589703800000251;-0.30759631999967496;28.48146943560797;3.789473684210526;755.5084523971801;0.08111071056538127;1;1;1248.9169955667983;14;6
64;89;8.22372723;-73.3795166;153;1258.23026619;6.445231470000181;7.160312429999976;12.919192990000056;14.982638189999989;25;-72.88294400000001;1.002;8.220420899999999;0.0066;-1569.334;3.8444;152.921756945;1.075;1257.7243976999998;12.88439919999987;7.283416899999836;14.836663100000004;6.246959299999755;-0.505868490000239;28.606251587889357;4.084967320261438;753.8588653749667;0.08084520834544433;1;-1;1256.5261919220272;14;7
64;90;8.22366238;-73.5218506;154;1266.4440065200001;8.213740330000064;7.670218539999951;13.55177948000005;14.658971800000245;26;-73.706358;0.994;8.2247996;0.0065;-3549.6514;45.2983;153.920872974;1.066;1266.6191384;13.52133440000005;7.627870099999942;15.141699999999954;8.894740700000199;0.1751318799999808;28.730762177301624;4.3896103896103895;752.2235915511701;0.08058229640253803;1;1;1263.9170464518495;14;8
64;91;8.21300983;-72.0230713;155;1273.0165236500002;6.572517130000051;7.795910070000218;14.271187550000377;14.786257460000115;27;-72.070298;0.983;8.2132541;0.0063;-819.8588;9.7884;154.922629356;1.055;1273.0543855;14.088178599999985;7.620893100000219;15.329987800000236;6.435247100000037;0.03786184999989928;28.855003552528782;4.703225806451613;750.6024149922328;0.08032193289024989;1;-1;1271.0937926371168;14;9
64;92;8.21422577;-72.354248;156;1281.41922012;8.40269646999991;8.343715870000324;14.960528160000194;14.975213599999961;28;-72.535333;0.983;8.2153253;0.0063;-2444.323;3.6774;155.92213012;1.054;1281.5907468;14.65771020000009;8.005966800000053;14.971608400000026;8.536361299999989;0.17152667999994264;28.978978026935593;5.0256410256410255;748.9951243884894;0.08006407690254357;1;1;1278.0605556150715;14;10
64;93;8.20205498;-70.5864258;157;1287.7226318599999;6.303411739999774;8.44663801999991;15.62007500999971;14.706108209999684;29;-70.82389599999999;0.977;8.2035072;0.0062;-60.0473;0.2972;156.923967424;1.048;1287.9506304;15.210631399999839;8.030035200000041;14.896244899999816;6.359883599999827;0.22799854000004416;29.102687879321483;5.356687898089172;747.4015129262691;0.07980868844676221;1;-1;1284.821355622675;14;11
64;94;8.20045567;-70.4643555;158;1295.67199586;7.94936400000006;8.997003019999966;16.291861099999778;14.252775739999834;30;-70.68996899999999;0.976;8.2018229;0.0062;-1219.0862;0.9799;157.9241112;1.048;1295.8880181999998;15.907175799999852;8.519810699999798;14.297271399999737;7.937387799999909;0.2160223399998813;29.226135354653636;5.69620253164557;745.8213781643259;0.07955572841757301;1;1;1291.3801113094157;14;12
64;95;8.18589211;-68.277832;159;1301.55684549;5.884849629999962;9.080483369999683;16.934009070000002;13.834213630000022;31;-68.561857;0.98;8.1876177;0.0062;970.7242;0.7495;158.926395822;1.051;1301.8312142999998;16.462134899999946;8.580358299999963;13.88058389999997;5.943196100000059;0.27436880999994173;29.34932266478004;6.044025157232705;744.2545219144224;0.07930515857181442;1;-1;1297.740642925324;14;13
64;96;8.18166637;-67.7163086;160;1309.0666192;7.509773710000218;9.634473220000245;17.588817080000126;13.39462334000018;32;-67.94206;1.123;8.1830171;0.007;-105.5863;1.0207;159.927061202;1.206;1309.282736;17.26815100000007;9.187642699999968;13.394717800000217;7.451521700000158;0.21611680000000888;29.472251989123087;6.4;742.700750125902;0.07905694150420949;1;1;1303.9066753896554;14;14
64;97;8.16487885;-65.1237793;161;1314.5454948499998;5.478875649999736;9.699760449999985;18.214419679999764;12.988649359999954;33;-65.506142;1.504;8.1671934;0.0093;1955.6357;1.4402;160.929676267;1.614;1314.9181374000002;17.876225700000067;9.301657400000142;13.086923100000247;5.63540140000009;0.3726425500003643;29.59492547535442;6.763975155279503;741.1598727740935;0.07881104062391006;1;-1;1309.8818412454168;14;15
64;98;8.15820217;-64.1356201;162;1321.62875154;7.083256690000098;10.256655239999873;18.851956340000015;12.562132339999835;34;-64.28072;3.963;8.1590373;0.0245;1598.8278;4.4611;161.930991812;4.254;1321.7640426;18.62549860000005;9.77810160000017;12.48130660000001;6.845905199999921;0.1352910600000996;29.717345240051635;7.135802469135802;739.6317037523964;0.07856742013183861;1;1;1315.6696835046628;14;16
64;99;8.13934326;-61.1485596;163;1326.71295138;5.08419984000011;10.30382201999987;19.46129588000008;12.167456530000209;35;-61.388591;0.797;8.140756;0.0049;3207.1628;4.1374;162.93409664;0.855;1326.943228;19.29449820000003;9.954621400000061;12.025090599999995;5.179185400000075;0.23027662000004057;29.839513369337435;7.515337423312883;738.1160607679054;0.07832604499879574;1;-1;1321.2736583892452;14;17
64;100;8.13037968;-59.74646;164;1333.3822675200001;6.669316140000092;10.864259690000154;20.08328058000029;11.753515980000202;36;-59.693688;1.0;8.1299978;0.0061;2411.2959;2.1143;163.935916193;1.073;1333.3196392;19.89257020000019;10.408835600000108;11.555596600000047;6.376411199999973;-0.06262832000015806;29.96143191950181;7.902439024390244;736.6127652404349;0.07808688094430304;1;1;1326.6971379714741;14;18
64;101;8.10959721;-56.3762207;165;1338.0835396500001;4.701272130000007;10.893095410000114;20.67544979000013;11.370588270000098;37;-56.525782;1.304;8.1104428;0.0079;4063.0674;2.0189;164.93931708;1.4;1338.223062;20.50411810000008;10.582611599999945;11.279833999999799;4.903422799999825;0.13952234999987922;30.08310291760778;8.296969696969697;735.1216422048158;0.0778498944161523;1;-1;1331.9434127189218;14;19
64;102;8.09849453;-54.5715332;166;1344.35009198;6.26655232999974;11.456320429999778;21.281012019999935;10.967824459999747;38;-54.370926;1.584;8.097226;0.0095;3437.8515;2.1558;165.941630413;1.7;1344.1395159999997;21.02354679999966;10.93078749999986;10.819876799999737;5.91645399999991;-0.21057598000015787;30.20452836208127;8.698795180722891;733.6425202163357;0.07761505257063328;1;1;1337.0156939474211;14;20
64;103;8.07592297;-50.8289795;167;1348.67913599;4.329044010000189;11.468347110000195;21.85789904000012;10.59559633999993;39;-50.775732000000005;5.213;8.075542800000001;0.0312;5107.3505;5.5584;166.945490012;5.596;1348.6156476;21.850647600000027;11.319647600000026;10.392585600000107;4.476131600000197;-0.06348838999997497;30.32571022328558;9.107784431137725;732.1752312592066;0.07738232325341368;1;-1;1341.9171161860802;14;21
64;104;8.06282711;-48.6335449;168;1354.55495448;5.875818490000029;12.034701670000231;22.447603200000003;10.204862500000218;40;-48.15;300.0;8.06;2.0;4631.0;300.0;167.948309;322.0;1354.08;22.262;11.734;9.940484000000172;5.464352399999974;-0.4749544800001786;30.446650444080973;9.523809523809524;730.7196106579436;0.07715167498104596;1;1;1346.6507394579935;14;22
64;105;8.03858471;-44.5280762;169;1358.52081599;3.965861509999968;12.028475510000135;23.00760596000009;9.841679999999997;41;-43.89;400.0;8.035;2.0;6590.0;500.0;168.952882;429.0;1357.915;23.251;11.899;9.299352399999973;3.835;-0.6058159900001101;30.567350940369842;9.946745562130177;729.2754969915459;0.07692307692307693;1;-1;1351.219551480119;14;21
64;106;8.02361965;-41.9511719;170;1364.0153405;5.494524510000019;12.596604170000091;23.581296740000198;9.460386019999987;42;-40.85;500.0;8.017;3.0;5860.0;583.0;169.956146;537.0;1362.89;23.762;12.411;8.81;4.975;-1.125340499999993;30.687813601627905;10.376470588235295;727.8427320103749;0.07669649888473705;1;1;1355.6264697856614;14;20
64;107;7.99783278;-37.4938965;171;1367.62940538;3.614064879999887;12.574450379999917;24.126580039999908;9.108589389999906;43;-36.21;500.0;7.99;3.0;7560.0;640.0;170.961127;537.0;1366.29;-104.96835030000005;12.58;8.375;3.4;-1.3394053800000165;30.808040291421882;10.812865497076023;726.421160555632;0.07647191129018725;1;-1;1359.8743437721103;14;19
64;108;7.98112535;-34.5466309;172;1372.7535602;5.124154820000058;13.145407429999977;24.684717800000044;8.738219699999945;44;-32.97;300.0;7.972;2.0;6720.0;583.0;171.964605;322.0;1371.184;-109.08383360000002;-110.25562899999996;8.294;4.894;-1.569560200000069;30.92803284791408;11.255813953488373;725.0106304813349;0.07624928516630233;1;1;1363.9659566779733;14;18
65;70;7.93494368;-32.4338379;135;1071.2173968;13.993260559999953;-1.3512791000000561;0.22845826999991914;26.07076258999996;5;-33.053;400.0;7.939;3.0;0.0;0.0;134.964516;429.0;1071.765;0.317;-1.307;-294.525;-299.419;0.5476032000001396;26.31615964391579;0.18518518518518517;810.9275860643683;0.08606629658238704;-1;1;1068.1940048114295;15;12
65;71;7.94869566;-34.1677246;136;1081.02260976;9.805212960000063;-1.0768521899999541;0.5773240799999257;23.798473520000016;6;-35.9;500.0;7.961;4.0;0.0;0.0;135.96146;537.0;1082.696;0.646;-1.084;-288.488;10.931;1.6733902399998897;26.445956073831777;0.2647058823529412;808.9351269642663;0.08574929257125442;-1;-1;1080.9847168831966;15;11
65;72;7.98785162;-39.4094238;137;1094.3356719399999;13.31306217999986;-0.7835445400000935;1.2817254399999456;23.118275139999923;7;-40.967;401.0;7.999;3.0;0.0;0.0;136.95602;430.0;1095.863;1.418;-0.841;24.098;13.167;1.5273280600001726;26.575434761451795;0.35766423357664234;806.9621066251059;0.0854357657716761;-1;1;1093.454459063655;15;10
65;73;8.00976753;-42.3502197;138;1105.34791914;11.012247200000047;-0.3864103600001272;1.9162480199997844;24.325309379999908;8;-43.6;300.0;8.019;2.0;-8669.0;586.0;137.953193;322.0;1106.622;2.03;-0.338;23.926;10.759;1.27408086000014;26.70459879545431;0.463768115942029;805.0081955731157;0.08512565307587486;-1;-1;1105.6102098601505;15;9
65;74;8.04498291;-47.1835938;139;1118.25262449;12.904705350000086;-0.11728653000000122;2.6043160200001694;23.916952550000133;9;-48.13;298.0;8.052;2.0;-10430.0;582.0;138.94833;320.0;1119.228;2.5993893999999855;-0.228;23.365;12.606;0.975375510000049;26.833451212355452;0.5827338129496403;803.073072254667;0.08481889296799709;-1;1;1117.4587474150806;15;8
65;75;8.06377697;-49.7884521;140;1128.9287757999998;10.676151309999796;0.28829488999986097;3.22335057999976;23.58085665999988;10;-50.482278;800.488;8.068673200000001;5.7178;-7652.0;895.0;139.945805048;859.359;1129.614248;3.310536200000206;0.10024800000013784;22.99224800000014;10.386248000000139;0.6854722000002766;26.9619949977585;0.7142857142857143;801.1564227905385;0.08451542547285165;-1;-1;1129.006656646473;15;7
65;76;8.09521866;-54.2139893;141;1141.42583106;12.497055260000252;0.5342988600000353;3.8951645199999803;23.173206570000048;11;-54.540843;105.259;8.0974761;0.7465;-9158.0;316.0;140.941448;113.0;1141.7441301;3.7207307999997865;0.04753209999995306;22.516130099999952;12.129882099999813;0.3182990399998289;27.09023308756464;0.8581560283687943;799.2579407394961;0.08421519210665189;-1;1;1140.2603360852654;15;6
65;77;8.11100674;-56.4797363;142;1151.76295708;10.337126019999914;0.9460099599998557;4.497846479999907;22.834181280000166;12;-56.559521999999994;700.558;8.111508;4.9335;-6440.0;200.0;141.939280858;752.079;1151.834136;4.151515999999829;0.6242669999999926;22.219887999999802;10.090005899999989;0.07117891999996573;27.218168369146653;1.0140845070422535;797.3773268707754;0.08391813582966891;-1;-1;1151.226004424194;15;5
65;78;8.13881683;-60.4962158;143;1163.85080669;12.087849609999921;1.1691998099997818;5.153895499999862;22.424975629999835;13;-60.419192;51.232;8.1382176;0.3583;-8250.2433;52.8659;142.935137332;55.0;1163.7651168;5.071489500000141;0.7486369999998714;22.02098670000001;11.93098080000002;-0.08568988999991234;27.34580368248674;1.1818181818181819;795.514288945069;0.08362420100070908;-1;1;1161.9097067924042;15;4
65;79;8.1516943;-62.4180908;144;1173.8439792000001;9.99317251000025;1.5883546600002774;5.740627720000248;22.08102212000017;14;-62.368188;27.945;8.1512877;0.1941;-5798.0965;28.8506;143.933045;30.0;1173.7854287999999;5.637196799999802;1.4258404000001028;21.951292799999937;10.020311999999919;-0.05855040000028566;27.47314182127996;1.3611111111111112;793.6685415036435;0.08333333333333333;-1;-1;1172.3173207690845;15;3
65;80;8.17599392;-66.0218506;145;1185.5191184;11.675139199999876;1.7890928000001622;6.379671200000075;21.668311710000125;15;-66.399693;110.896;8.1785397;0.7648;-8157.0853;111.0872;144.928717001;119.051;1185.8882565000001;6.736325400000205;1.929155700000003;22.123139700000173;12.102827700000256;0.36913810000010017;27.600185534004485;1.5517241379310345;791.8398056652323;0.08304547985373997;-1;1;1182.4545621487116;15;2
65;81;8.18603611;-67.5925293;146;1195.1612720599999;9.642153659999849;2.214156009999897;6.950471899999911;21.317292859999725;16;-67.763644;44.86;8.1871474;0.3073;-5208.7165;45.158;145.927252739;48.159;1195.3235204;6.722406799999997;2.1259879000000654;21.53809160000016;9.435263899999903;0.16224834000013288;27.7269375249599;1.7534246575342465;790.0278089303645;0.0827605888602368;-1;-1;1192.326990469792;15;1
65;82;8.20692635;-70.7780762;147;1206.41817345;11.256901390000166;2.391994550000163;7.57191365000017;20.899055050000015;17;-70.742674;8.096;8.206625;0.0551;-6546.6266;11.9939;146.92405462;8.691;1206.373875;7.329087000000058;1.9458237999998964;20.485618499999866;11.050354599999963;-0.04429845000004207;27.853400455274738;1.965986394557823;788.232284992809;0.08247860988423225;-1;1;1201.9400143183495;15;0
65;83;8.2042141;-70.5123291;148;1214.2236868;7.805513349999956;2.8402605399999175;8.170921319999934;19.062414740000122;18;-70.536947;12.463;8.2043207;0.0842;-2677.5501;9.5961;147.924275476;13.379;1214.2394636000001;7.997289400000125;2.4689834000000266;18.915943200000097;7.865588600000134;0.0157768000001397;27.97957694388431;2.189189189189189;786.4529735578295;0.08219949365267865;-1;-1;1211.2988964167957;15;1
65;84;8.21214676;-71.8270264;149;1223.6098672399999;9.386180439999862;3.017067040000029;8.827110079999784;17.191693789999817;19;-71.48863899999999;3.629;8.2098153;0.0244;-3794.6493;9.1335;148.923253792;3.895;1223.2624797;8.521967399999966;2.508189299999969;16.888604700000027;9.023016099999891;-0.34738753999977234;28.105469568479982;2.422818791946309;784.6896201669582;0.08192319205190404;-1;1;1220.4087585082505;15;2
65;85;8.2074213;-71.2589111;150;1231.113195;7.503327760000047;3.476000799999838;9.420602359999748;16.88950819999991;20;-71.105789;7.371;8.2063396;0.0491;-1796.1707;8.3886;149.923664799;7.912;1230.95094;9.38624599999981;3.2675855999998746;16.71147639999981;7.688460299999919;-0.16225499999995918;28.23108086643085;2.6666666666666665;782.9419760290158;0.08164965809277261;-1;-1;1229.2745860458392;15;3
65;86;8.21287155;-72.2178955;151;1240.1436040499998;9.03040904999989;3.637810049999871;10.072138739999673;16.533736809999937;21;-71.623541;4.094;8.2088743;0.0271;-2871.1525;4.9455;150.92310897;4.395;1239.5400192999998;9.76017529999977;3.148474299999885;16.277539599999784;8.589079299999867;-0.6035847499999818;28.356413335678806;2.9205298013245033;781.2097978571117;0.08137884587711594;-1;1;1237.9012326960067;15;4
65;87;8.20627785;-71.3572998;152;1247.3542332;7.210629150000159;4.106605199999876;10.661756699999842;16.241038200000048;22;-70.717304;40.013;8.2020072;0.2632;-599.3405;40.2575;151.924081855;42.955;1246.7050944;10.502879400000209;3.8173598000002094;15.754154400000116;7.165075100000249;-0.6491387999999461;28.48146943560797;3.1842105263157894;779.4928477113763;0.08111071056538127;-1;-1;1246.2934246643824;15;5
65;88;8.20940495;-71.9705811;153;1256.03895735;8.684724149999965;4.253922630000034;11.308799269999781;15.895353300000124;23;-71.31361;3.947;8.2050504;0.0258;-2170.4134;1.9335;152.923441694;4.237;1255.3727112;11.238441399999894;3.8952727999999186;15.832691900000208;8.66761679999996;-0.6662461500000063;28.606251587889357;3.457516339869281;777.7908928471879;0.08084520834544433;-1;1;1254.4557648523205;15;6
65;89;8.20106125;-70.8237305;154;1262.9634325;6.924475150000035;4.733166309999888;11.893478739999864;15.6091993;24;-70.156707;45.309;8.196669700000001;0.2942;237.308;45.9008;153.924683681;48.641;1262.2871338;11.846152999999934;4.562736100000096;15.582039399999893;6.9144225999999325;-0.6762986999999612;28.730762177301624;3.74025974025974;776.1037055686675;0.08058229640253803;-1;-1;1262.3927368517839;15;7
65;90;8.2019968;-71.0982666;155;1271.309504;8.346071500000107;4.865497479999931;12.535716019999882;15.270546650000142;25;-71.250439;9.83;8.2029173;0.0634;-2094.5;1.8974;154.923509511;10.552;1271.4521815;12.460913199999835;4.833043099999894;16.07947029999993;9.165047699999995;0.1426774999999907;28.855003552528782;4.032258064516129;774.4310630872243;0.08032193289024989;-1;1;1270.1087087858755;15;8
65;91;8.19467258;-70.0864258;156;1278.36892248;7.059418479999977;5.352398829999856;13.148308900000075;15.405489980000084;26;-70.09101;3.768;8.1946415;0.0242;438.3762;3.6789;155.924754209;4.044;1278.364074;12.930581600000151;5.309688499999931;16.07694020000007;6.911892500000074;-0.004848479999964184;28.978978026935593;4.333333333333333;772.7727473849494;0.08006407690254357;-1;-1;1277.6079370019233;15;9
65;92;8.19689465;-70.5585938;157;1286.9124600500002;8.543537570000126;5.4932399300000725;13.836955800000396;15.602956050000103;27;-70.763848;1.018;8.198141600000001;0.0065;-1339.1791;5.1297;156.924031888;1.092;1287.1082312;13.52345120000001;5.517484399999957;15.656049700000091;8.744157200000016;0.19577114999992773;29.102687879321483;4.643312101910828;771.1285450826585;0.07980868844676221;-1;1;1284.8945696236842;15;10
65;93;8.18819046;-69.3088379;158;1293.73409268;6.82163262999984;6.0114608200001385;14.458098840000048;15.365170199999966;28;-69.470883;1.268;8.1891556;0.008;936.2686;2.475;157.925419942;1.36;1293.8865848;13.965989600000205;5.9359544000001625;15.522510800000047;6.778353600000031;0.15249212000003354;29.226135354653636;4.962025316455696;769.4982473123997;0.07955572841757301;-1;-1;1291.9726499689043;15;11
65;94;8.18745422;-69.3084717;159;1301.8052209799998;8.071128299999828;6.133225119999906;15.130228139999872;14.892760929999667;29;-69.53258199999999;1.103;8.1888025;0.0069;-365.3613;1.1573;158.925353707;1.184;1302.0195975;14.651389999999898;6.1315793000001;14.911366299999878;8.133012699999847;0.2143765200000871;29.34932266478004;5.289308176100629;767.8816495942453;0.07930515857181442;-1;1;1298.8461198381476;15;12
65;95;8.17632866;-67.6446533;160;1308.2125855999998;6.407364619999953;6.655740109999897;15.73622347999958;14.47849291999978;30;-67.836474;1.11;8.1774676;0.0069;1835.9516;1.1011;159.927174553;1.191;1308.3948160000002;15.143960000000195;6.563601700000232;14.508231200000038;6.375218500000192;0.1822304000004351;29.472251989123087;5.625;766.2785517172005;0.07905694150420949;-1;-1;1305.5188226805203;15;13
65;96;8.1728344;-67.1868896;161;1315.8263384;7.613752800000157;6.759719199999836;16.39419242000008;14.02111742000011;31;-67.46177800000001;1.218;8.174480899999999;0.0076;593.7166;1.201;160.927576806;1.308;1316.0914249;15.996331599999918;6.80868889999995;14.071827400000068;7.696608899999876;0.2650865000000522;29.59492547535442;5.968944099378882;764.6887576240647;0.07881104062391006;-1;1;1311.9945066416328;15;14
65;97;8.15945721;-65.1212158;162;1321.83206802;6.005729620000011;7.286573170000111;16.986333620000096;13.619482420000168;32;-65.879548;2.049;8.1640773;0.0127;2301.6217;2.164;161.9292754;2.2;1322.5805226;16.964042600000045;7.662385199999902;14.185706599999918;6.489097700000042;0.7484545800000433;29.717345240051635;6.320987654320987;763.1120753000915;0.07856742013183861;-1;-1;1318.2768274988823;15;15
65;98;8.15338326;-64.2193604;163;1329.00147138;7.16940336000016;7.3727198400001726;17.629375080000045;13.175132980000171;33;-64.595754;4.06;8.1556322;0.0249;1785.1041;4.0006;162.930653609;4.358;1329.3680486;17.38210760000022;7.6040060000000524;13.276623700000114;6.787526000000071;0.36657721999995374;29.839513369337435;6.680981595092025;761.5483166652992;0.07832604499879574;-1;1;1324.3693514888841;15;16
65;99;8.13790703;-61.7633057;164;1334.61675292;5.615281539999842;7.903801539999904;18.207623559999774;12.784684900000002;34;-62.104983;1.863;8.1399304;0.0114;3862.6653;1.9884;163.933327561;2.0;1334.9485856000001;17.95997900000005;8.00535759999999;12.368063000000081;5.580537000000011;0.3318326800001614;29.96143191950181;7.048780487804878;759.99729747029;0.07808688094430304;-1;-1;1330.2755580316552;15;17
65;100;8.12942028;-60.4294434;165;1341.3543462;6.7375932800000555;7.972078679999868;18.83633837000002;12.352874819999897;35;-60.588849;1.541;8.130325899999999;0.0093;3023.4392;1.6915;164.934955198;1.654;1341.5037734999999;18.592969899999908;8.184134299999801;12.135724899999797;6.555187899999786;0.14942729999984294;30.08310291760778;7.424242424242424;758.4588371954449;0.0778498944161523;-1;1;1335.9988423559078;15;18
65;101;8.11199474;-57.5948486;166;1346.59112684;5.236780640000006;8.507587189999867;19.400682599999982;11.974373920000062;36;-57.808778;1.463;8.113223;0.0088;4775.693;1.669;165.937939727;1.57;1346.795018;19.15456759999995;8.571956000000005;11.846432399999816;5.29124450000003;0.20389116000001195;30.20452836208127;7.807228915662651;756.9327589533622;0.07761505257063328;-1;-1;1341.5425180296415;15;19
65;102;8.10125542;-55.842041;167;1352.9096551399998;6.318528299999798;8.559563159999925;20.015883589999703;11.555308939999804;37;-55.883082;1.929;8.101441;0.0116;4028.3686;4.4459;166.940007046;2.071;1352.940647;19.731918499999914;8.801131000000051;11.436873499999987;6.145628999999957;0.03099186000008558;30.32571022328558;8.197604790419161;755.4188893944195;0.07738232325341368;-1;1;1346.9098193999687;15;20
65;103;8.08200836;-52.6384277;168;1357.7774044799999;4.867749340000046;9.098268489999782;20.566615599999977;11.186277639999844;38;-52.781181;4.192;8.082798;0.025;5777.2167;140.0696;167.943337074;4.5;1357.910064;20.614064000000013;9.294416399999987;11.11504600000009;4.969417000000132;0.1326595200000611;30.446650444080973;8.595238095238095;753.9170586153386;0.07715167498104596;-1;-1;1352.103903945975;15;21
65;104;8.06916428;-50.4782715;169;1363.6887633200001;5.9113588400002754;9.133808840000029;21.16851051000026;10.779108180000321;39;-50.48;300.0;8.069;2.0;5116.0;425.0;168.945807;322.0;1363.661;21.315;9.581;10.720353000000118;5.750935999999987;-0.02776332000007642;30.567350940369842;9.0;752.4271000706425;0.07692307692307693;-1;1;1357.1278545481898;15;22
65;105;8.04822159;-46.9157715;170;1368.1976703;4.508906979999892;9.676854309999953;21.705329820000088;10.420265820000168;40;-46.71;300.0;8.047;2.0;7000.0;361.0;169.949855;322.0;1367.99;21.974;10.075;10.079935999999988;4.329;-0.20767030000001796;30.687813601627905;9.411764705882353;750.9488504868947;0.07669649888473705;-1;-1;1361.9846816781153;15;21
65;106;8.03340626;-44.3592529;171;1373.7124704599998;5.514800159999822;9.697129959999756;22.293734129999848;10.023707139999715;41;-43.77;400.0;8.03;2.0;6240.0;447.0;170.953011;429.0;1373.13;22.651;10.24;9.469;5.14;-0.5824704599997403;30.808040291421882;9.830409356725147;749.4821497796204;0.07647191129018725;-1;1;1366.6773255110606;15;20
65;107;8.01088524;-40.4476318;172;1377.87226128;4.159790820000126;10.242855899999995;22.81730627999991;9.674590979999948;42;-39.69;500.0;8.006;3.0;8070.0;583.0;171.957391;537.0;1377.032;23.322;10.742;9.042;3.902;-0.8402612800000497;30.92803284791408;10.255813953488373;748.0268409728059;0.07624928516630233;-1;-1;1371.208657965418;15;19
65;108;7.99422407;-37.5047607;173;1383.0007641099999;5.1285028299998885;10.247203909999826;23.392611339999803;9.288293650000014;43;-36.51;500.0;7.988;3.0;7230.0;640.0;172.960805;537.0;1381.924;-99.51562899999996;10.74;8.794;4.892;-1.0767641099998855;31.047793084354215;10.6878612716763;746.5827701208877;0.07602859212697055;-1;1;1375.5814846713354;15;18
65;109;7.97023439;-33.253418;174;1386.82078386;3.8200197500000286;10.796602859999894;23.904302700000017;8.948522579999917;44;-31.97;500.0;7.963;3.0;9160.0;707.0;173.965679;537.0;1385.562;-105.77021070000018;-107.26724340000004;8.53;3.638;-1.258783859999994;31.167322789559027;11.126436781609195;745.1497862331356;0.07580980435789034;-1;-1;1379.7985468716324;15;17
66;72;7.93785095;-33.2081299;138;1095.4234311;13.705413950000093;1.0877591600001324;0.30421462000003885;23.743025819999957;6;-34.931;503.0;7.95;4.0;0.0;0.0;137.9625;540.0;1097.1;0.396;1.237;-284.824;-288.462;1.676568899999893;26.70459879545431;0.2608695652173913;830.1647016847755;0.08512565307587486;1;1;1092.8006178539467;16;10
66;73;7.96182203;-36.4066162;139;1106.69326217;11.26983107000001;1.3453430300000946;0.9589326699999674;24.975245020000102;7;-37.7;500.0;7.971;4.0;0.0;0.0;138.959527;537.0;1107.969;1.009;1.347;-277.593;10.869;1.2757378300000255;26.833451212355452;0.35251798561151076;828.1691057626253;0.08481889296799709;1;-1;1105.327387599602;16;9
66;74;7.99999475;-41.6411133;140;1119.999265;13.306002829999898;1.7466405099999065;1.6293539799999053;24.575833899999907;8;-42.83;401.0;8.008;3.0;-13513.0;641.0;139.95402;430.0;1121.12;1.664;1.892;24.02;13.151;1.1207349999999678;26.9619949977585;0.45714285714285713;826.1925610027428;0.08451542547285165;1;1;1117.5440397411376;16;8
66;75;8.02063751;-44.4804688;141;1130.90988891;10.91062391000014;1.9811131100002513;2.2694080000001122;24.216626740000038;9;-45.382;298.0;8.027;2.0;-11018.0;499.0;140.95128;320.0;1131.807;2.293;2.1927519999998624;23.838;10.687;0.897111089999953;27.09023308756464;0.574468085106383;824.2347513876053;0.08421519210665189;1;-1;1129.4571728223982;16;7
66;76;8.05504894;-49.3161621;142;1143.8169494800002;12.907060570000112;2.3911184200001117;2.925417280000147;23.817684480000253;10;-50.12;729.0;8.061;5.0;-12869.0;831.0;141.946194;782.0;1144.662;2.965402000000002;2.9178699000000488;23.542;12.855;0.8450505199998588;27.218168369146653;0.704225352112676;822.2953683354872;0.08391813582966891;1;1;1141.0731999458249;16;6
66;77;8.07250023;-51.7952881;143;1154.36753289;10.550583409999717;2.604575809999915;3.5505857699997705;23.45764397999983;11;-52.168949;13.041;8.0750527;0.0912;-10121.0;298.0;142.943994332;14.0;1154.7325361;3.522667100000195;2.898400100000203;22.925536100000144;10.070536100000144;0.3650032100001681;27.34580368248674;0.8461538461538461;820.3741104746024;0.08362420100070908;1;-1;1152.3983552422635;16;5
66;78;8.10328388;-56.2293701;144;1166.8728787199998;12.505345829999897;3.02207202999989;4.191271839999672;23.055929239999614;12;-56.570091;7.173;8.1055902;0.0498;-11960.5706;11.1039;143.939269512;7.7;1167.2049888;4.188508999999845;3.439871999999974;22.542988799999932;12.47245269999979;0.33211008000012043;27.47314182127996;1.0;818.4706834256324;0.08333333333333333;1;1;1163.4387000716804;16;4
66;79;8.11764336;-58.3432617;145;1177.0582872;10.185408480000206;3.2143079999998463;4.802662660000124;22.690754310000102;13;-58.24260700000001;6.52;8.1168884;0.045;-9122.4943;9.9019;144.937473992;7.0;1176.948818;4.589229600000195;3.1633892000000925;22.216281899999828;9.743829200000036;-0.10946919999992133;27.600185534004485;1.1655172413793105;816.5847995922709;0.08304547985373997;1;-1;1174.2001289677728;16;3
66;80;8.14491844;-62.3717041;146;1189.1580922399999;12.099805039999865;3.638973839999835;5.428066639999997;22.28521352000007;14;-62.554928;6.695;8.1461128;0.0459;-11316.7007;9.3917;145.932844526;7.187;1189.3324688;5.373367999999784;3.444212299999781;22.12747999999998;12.383650799999945;0.17437656000015522;27.7269375249599;1.3424657534246576;814.7161779594384;0.0827605888602368;1;1;1184.6883753387192;16;2
