;Unnamed: 0;Z;N;dz_BE/A;dz_ME;A;dz_BE;dz_S1n;dz_S1p;dz_S2p;dz_S2n;ame_ME;ame_BE/A;ame_AM;ame_BE;ame_S2p;ame_S2n;BE_diff_dz_ame;Surf;Asym;Coul;Pair;Z_parity;N_parity;Z_distance;N_distance;N-Z;ame_AM_unc;ame_BDE;ame_BDE_unc;ame_BE/A_unc;ame_ME_unc;ldm_BE;rescaled_Asym;rescaled_Coul;rescaled_N;rescaled_N_distance;rescaled_N_parity;rescaled_Pair;rescaled_Surf;rescaled_Z;rescaled_Z_distance;rescaled_Z_parity;rescaled_ame_BE;BE_Predictions;Difference_BE_AME_ANN;Difference_BE_DZ_AME
22;84;7.0;16.0;6.12449503;39.3018951;23.0;140.86338569;1.045024369999993;22.345575730000007;52.73512694;1.8235012099999888;36.720429;6.2366721;23.039421;143.4434583;10.475458299999998;4.654124400000001;2.580072610000002;8.087579399090064;3.5217391304347827;14.768623250512292;0.2085144140570747;-1.0;1.0;1.0;4.0;9.0;451.5;22099.0584;437.8271;18.2856;420.57;124.6235808958972;0.229656645391754;0.0071049552918025;0.0903954802259887;0.1379310344827586;1.0;0.159583472043743;0.1636298094796183;0.059322033898305;0.0454545454545454;0.0;0.0717424084182137;144.1061080789864;-0.6626497789864061;-2.580072610000002
23;85;7.0;17.0;5.83739233;48.1392517;24.0;140.09741592;-0.7659697699999981;24.37828205000001;54.298908620000006;0.2790545999999949;46.938;5.887;24.05039;141.288;-27.43373250000001;0.9602366000000038;1.1905840799999794;8.320335292207616;4.166666666666667;14.56058676136333;0.2041241452319315;-1.0;-1.0;1.0;3.0;10.0;430.0;28438.0;433.0;17.0;401.0;121.23106060925916;0.2717131092597913;0.0070048721676416;0.096045197740113;0.1034482758620689;0.0;0.1549217895717548;0.169003407474298;0.059322033898305;0.0454545454545454;0.0;0.0707131673304775;138.04044112874567;3.2475588712543413;-1.1905840800000078
24;86;7.0;18.0;5.57917118;56.8287659;25.0;139.47927950000002;-0.6181364199999848;24.675526700000034;57.122309410000014;-1.384106189999983;55.983;5.613;25.0601;140.325;-31.688589600000007;-3.1184582999999986;0.8457204999999988;8.549879733383484;4.84;14.363797952084257;0.2;-1.0;1.0;1.0;2.0;11.0;540.0;28654.0;529.0;20.0;503.0;117.22460502119984;0.3156219477161736;0.0069102001275917;0.1016949152542373;0.0689655172413793;1.0;0.1505426828916527;0.1743028631927814;0.059322033898305;0.0454545454545454;0.0;0.0702533304746729;142.77843499477208;-2.4534349947720955;-0.8457204999999703
25;92;8.0;8.0;7.99398994;-5.02056122;16.0;127.90383904;16.131404289999992;12.683878839999991;23.43544662;29.960028599999987;-4.737002169999999;7.9762072;15.99491461926;127.6193152;16.86644159999999;28.887419;-0.2845238399999914;6.349604207872797;0.0;22.2236147275548;0.25;1.0;1.0;0.0;0.0;0.0;0.00032;-15412.184;5.3642;0.0002;0.0003;122.946460033246;0.0;0.0106914359167531;0.0451977401129943;0.0;1.0;0.2036337652109244;0.1235054548296097;0.0677966101694915;0.0;1.0;0.0641863085128073;132.9876846686676;-5.368369468667609;0.2845238399999914
26;93;8.0;9.0;7.81274414;-1.86199951;17.0;132.81665038;4.912811340000005;14.10313422;26.95385877999999;21.04421563;-0.8087642100000001;7.750729099999999;16.99913175595;131.76239470000002;20.275949300000008;19.80702220000001;-1.0542556800000114;6.611489018457944;0.0588235294117647;21.779022649037937;0.2425356250363329;1.0;-1.0;0.0;1.0;1.0;0.00069;-2760.4655;0.2479;0.0002;0.00064;132.8643595432372;0.0038359497777852;0.0104775495722123;0.0508474576271186;0.0344827586206896;0.0;0.1957079302977652;0.129551547472629;0.0677966101694915;0.0;1.0;0.0661646477138754;130.00585793126373;1.7565367687362823;1.054255679999983
27;94;8.0;10.0;7.83562803;-2.01527405;18.0;141.04130454;8.22465416;16.227361149999993;30.670637979999995;13.137465500000005;-0.78281634;7.7670981;17.99915961214;139.8077658;24.13738799999999;12.188450599999996;-1.2335387400000002;6.868285455319991;0.2222222222222222;21.367999194328863;0.2357022603955158;1.0;1.0;0.0;2.0;2.0;0.00069;-1655.9288;0.4633;0.0002;0.00064;140.4115017219449;0.0144913658271888;0.0102798125712709;0.0564971751412429;0.0689655172413793;1.0;0.1884521158045007;0.1354801656471466;0.0677966101694915;0.0;1.0;0.070006348804639;146.9038799133301;-7.0961141133300885;1.2335387400000002
28;95;8.0;11.0;7.59940529;2.70870972;19.0;144.38870051;3.347395970000008;17.22277643000001;33.73818404000001;11.572050130000008;3.3328580000000003;7.5664952;19.003577969;143.7634088;27.5162028;12.0010141;-0.6252917099999991;7.1203673589019925;0.4736842105263157;20.986345899921663;0.2294157338705617;1.0;-1.0;0.0;3.0;3.0;2.83;4820.3029;2.637;0.1388;2.637;145.96885047176804;0.0308894903158499;0.0100962050983375;0.0621468926553672;0.1034482758620689;0.0;0.1817769458597282;0.1412999401475462;0.0677966101694915;0.0;1.0;0.0718951862291515;142.48014934016018;1.283259459839826;0.6252917099999991
29;96;8.0;12.0;7.56103277;3.94813538;20.0;151.2206554;6.831954889999992;19.33866594;36.93525699999999;10.17935086;3.796172;7.5685707;20.004075357;151.371414;32.14270199999999;11.563648199999996;0.1507586000000174;7.368062997280773;0.8;20.630576392386168;0.2236067977499789;1.0;1.0;0.0;4.0;4.0;0.95;3813.6349;0.8854;0.0442;0.885;149.84076281135913;0.0521689169778799;0.0099250499132975;0.0677966101694915;0.1379310344827586;1.0;0.1756088917444232;0.1470184496462978;0.0677966101694915;0.0;1.0;0.0755280431243884;159.15688727380336;-7.785473273803376;-0.15075859999998897
30;97;8.0;13.0;7.34689617;8.95535278;21.0;154.28481957;3.064164169999998;19.91025816999999;39.4415325;9.89611905999999;8.062033999999999;7.3893747;21.008654948;155.1768687;36.02286869999999;11.413459899999989;0.8920491300000037;7.611662611020244;1.1904761904761905;20.29776696272065;0.2182178902359924;1.0;-1.0;0.0;5.0;5.0;12.882;8109.639;12.1342;0.5714;12.0;152.27327154386683;0.0776323169313689;0.009764940465155;0.0734463276836158;0.1724137931034483;0.0;0.1698868330957032;0.152642394880776;0.0677966101694915;0.0;1.0;0.077345164956325;152.77082498790324;2.4060437120967606;-0.8920491300000037
31;98;8.0;14.0;7.31554604;10.3695374;22.0;160.94201288;6.657193309999997;21.90212839999998;41.96946348;9.721357479999996;9.283032;7.3648722;22.009965744;162.02718839999997;42.76347679999999;10.655774399999997;1.085175520000007;7.851424410539689;1.6363636363636365;19.98544395410103;0.2132007163556104;1.0;1.0;0.0;6.0;6.0;61.107;6489.6562;58.2558;2.5873;56.921;153.4673756976655;0.1067091483638453;0.0096146867160274;0.0790960451977401;0.2068965517241379;1.0;0.164559489265834;0.1581777371135408;0.0677966101694915;0.0;1.0;0.080616223598178;167.2878356019482;-5.260647201948217;-1.0851755199999786
32;99;8.0;15.0;7.04261446;17.4028015;23.0;161.98013258;1.03811970000001;22.161771259999995;44.10519176;7.695313010000007;14.621371;7.1634856;23.015696686;164.76016879999997;47.98916879999999;9.583300099999994;2.7800362199999995;8.087579399090064;2.130434782608696;19.69149766734972;0.2085144140570747;1.0;-1.0;0.0;5.0;7.0;130.663;11336.1072;126.1904;5.2918;121.712;153.58885916649194;0.1389280941258759;0.0094732737224034;0.0847457627118644;0.1724137931034483;0.0;0.159583472043743;0.1636298094796183;0.0677966101694915;0.0;1.0;0.08192123410089;158.93568124119193;5.824487558808045;-2.780036219999971
33;100;8.0;16.0;6.88079071;22.3153381;24.0;165.13897704;3.158844460000012;24.275591350000013;46.62116708000002;4.196964160000022;18.500404;7.039685499999999;24.019861;168.952452;18.21045199999999;6.925263600000005;3.8134749599999793;8.320335292207616;2.6666666666666665;19.414115681817773;0.2041241452319315;1.0;1.0;0.0;4.0;8.0;177.0;10955.8885;191.6327;6.8698;164.874;152.77565095170243;0.1738963899262664;0.0093398295568555;0.0903954802259887;0.1379310344827586;1.0;0.1549217895717548;0.169003407474298;0.0677966101694915;0.0;1.0;0.0839230682912643;169.2156687227264;-0.26321672272641194;-3.8134749600000077
34;101;8.0;17.0;6.5812254;30.9950562;25.0;164.530635;-0.608342040000025;24.433219079999983;48.81150113;2.5505024199999866;27.32903;6.7278058000000005;25.029338919;168.195145;20.23514499999999;3.434976200000005;3.664510000000036;8.549879733383484;3.24;19.151730602779008;0.2;1.0;-1.0;0.0;3.0;9.0;177.225;15994.8633;191.1909;6.6034;165.084;151.14341596366555;0.2112841137604137;0.0092136001701223;0.096045197740113;0.1034482758620689;0.0;0.1505426828916527;0.1743028631927814;0.0677966101694915;0.0;1.0;0.0835614507733424;161.52349692297727;6.6716480770227236;-3.664510000000007
35;102;8.0;18.0;6.38972759;37.4641571;26.0;166.13291734;1.6022823400000163;26.653637839999988;51.32916454000002;0.9939402999999912;34.661041;6.497479;26.037210155;168.934454;-18.0683185;-0.0179979999999923;2.8015366600000107;8.776382955329126;3.8461538461538463;18.902978673016584;0.196116135138184;1.0;1.0;0.0;2.0;10.0;177.081;15986.3855;196.6301;6.3442;164.95;148.78985323689432;0.250812100855192;0.0090939294797855;0.1016949152542373;0.0689655172413793;1.0;0.1464187111097407;0.1795321067703903;0.0677966101694915;0.0;1.0;0.0839144741648565;172.4205426658988;-3.4860886658988193;-2.8015366599999822
36;103;8.0;19.0;6.09426355;47.1233368;27.0;164.54511585;-1.587801490000004;26.69556947000001;53.49490335;0.0144808500000124;44.67;6.185;27.047955;166.995;-20.153;-1.2001449999999896;2.449884149999974;8.999999999999998;4.481481481481482;18.666666666666668;0.1924500897298752;1.0;-1.0;0.0;1.0;11.0;537.0;19536.0;514.0;19.0;500.0;145.7980370370371;0.2922425441816422;0.0089802434434129;0.1073446327683615;0.0344827586206896;0.0;0.1425260247385665;0.1846947176358979;0.0677966101694915;0.0;1.0;0.0829883761073926;162.19173355686664;4.803266443133367;-2.4498841500000026
37;104;8.0;20.0;5.90138865;54.5009613;28.0;165.2388822;0.6937663500000042;28.967334749999992;55.92671222000001;-0.8940351399999997;52.08;5.988;28.05591;167.664;-39.185413800000006;-1.270453999999998;2.425117800000009;9.220872584116892;5.142857142857143;18.441745168233787;0.1889822365046136;1.0;1.0;0.0;0.0;12.0;750.0;18676.0;709.0;25.0;699.0;142.23904042197847;0.3353716091435139;0.0088720372035065;0.1129943502824858;0.0;1.0;0.1388437831174961;0.1897939675805205;0.0677966101694915;0.0;1.0;0.0833078266333877;173.10321222496032;-5.439212224960329;-2.425117799999981
38;108;9.0;7.0;6.96310425;10.6912613;16.0;111.409668;15.984775049999996;-0.3627667500000058;6.124087320000001;39.39299306;10.675182;6.964049;16.011460278;111.424784;-6.5559695999999965;37.4318566;0.0151160000000061;6.349604207872797;0.25;28.57321893542759;0.25;-1.0;-1.0;1.0;1.0;-2.0;5.758;-13311.5932;21.1709;0.3353;5.364;112.69953590035868;0.0163027865555874;0.0137461318929683;0.03954802259887;0.0344827586206896;0.0;0.2036337652109244;0.1235054548296097;0.0762711864406779;0.0454545454545454;0.0;0.0564533466143258;109.39280881146713;2.0319751885328685;-0.015116000000006125
39;109;9.0;8.0;7.58744287;1.18577576;17.0;128.98652879;17.576860789999998;1.08268975;13.766568589999991;33.561635839999994;1.951701;7.542328400000001;17.002095237;128.2195828;4.353683000000005;30.757687300000004;-0.7669459899999822;6.611489018457944;0.0588235294117647;28.001600548763065;0.2425356250363329;-1.0;1.0;1.0;0.0;-1.0;0.266;-14548.7507;0.4323;0.0146;0.248;128.5272227471288;0.0038359497777852;0.013471135164273;0.0451977401129943;0.0;1.0;0.1957079302977652;0.129551547472629;0.0762711864406779;0.0454545454545454;0.0;0.0644729390069147;129.61325116025657;-1.3936683602565552;0.7669459899999822
40;110;9.0;9.0;7.75390863;-1.32667542;18.0;139.57035534;10.583826549999998;6.753704959999993;20.856839179999994;28.16068734;0.873112;7.6316383;18.000937324;137.3694894;10.67536079999998;25.9447054;-2.20086594;6.868285455319991;0.0;27.473141821279967;0.2357022603955158;-1.0;-1.0;1.0;1.0;0.0;0.497;-4444.5049;0.5888;0.0257;0.463;141.3306617554044;0.0;0.0132169018773483;0.0508474576271186;0.0344827586206896;0.0;0.1884521158045007;0.1354801656471466;0.0762711864406779;0.0454545454545454;0.0;0.0688420607949208;135.54889695864915;1.8205924413508399;2.20086594
