Z;N;dz_BE/A;dz_ME;A;dz_BE;dz_S1n;dz_S1p;dz_S2p;dz_S2n;N-Z;ame_ME;ame_ME_unc;ame_BE/A;ame_BE/A_unc;ame_BDE;ame_BDE_unc;ame_AM;ame_AM_unc;ame_BE;ame_S2p;ame_S2n;BE_diff_dz_ame;Surf;Asym;Coul;Pair;Z_parity;N_parity;ldm_BE;Z_distance;N_distance;rescaled_ame_BE;rescaled_N;rescaled_Z;rescaled_Surf;rescaled_Asym;rescaled_Coul;rescaled_Pair;rescaled_Z_parity;rescaled_N_parity;rescaled_Z_distance;rescaled_N_distance
48;56;8.51081848;-83.2543945;104;885.12512192;11.263081479999869;6.319145340000091;10.58982806000006;20.38131296000006;8;-83.968391;1.673;8.5176232;0.0161;-7785.7166;6.0127;103.909856228;1.795;885.8328127999999;-6.991431199999992;20.4513284;0.7076908799999728;22.115099254715485;0.6153846153846154;479.72753767921296;0.098058067569092;1;1;881.2175153096099;2;6;0.42623668313898105;0.3163841807909604;0.4067796610169492;0.48748091183795456;0.04012993613683072;0.23078946829651975;0.04229853236215328;1.0;1.0;0.09090909090909091;0.20689655172413793
48;57;8.51180267;-83.7971802;105;893.73928035;8.614158429999975;6.56178290999992;11.338731489999873;19.877239909999844;9;-84.333849;1.392;8.5168532;0.0133;-4693.2673;10.3405;104.909463893;1.494;894.269586;-5.648758499999996;19.82485190000001;0.5303056500000594;22.25663649191485;0.7714285714285715;478.19973262628497;0.0975900072948533;1;-1;891.7002253180723;2;7;0.4302652805028696;0.3220338983050847;0.4067796610169492;0.49074855934539224;0.05030574137152708;0.23005446501208923;0.04180153583115352;1.0;0.0;0.09090909090909091;0.24137931034482757
48;58;8.53264999;-86.4474487;106;904.46089894;10.721618590000048;7.072869640000022;12.125335340000106;19.335777020000023;10;-87.132153;1.104;8.5390492;0.0104;-6524.0031;12.1765;105.906459791;1.184;905.1392152;-4.340085199999972;19.30640240000002;0.6783162599998604;22.397725109111345;0.9433962264150944;476.6912060958039;0.0971285862357264;1;1;901.8064445891608;2;8;0.43545557761095893;0.327683615819209;0.4067796610169492;0.49400584963473554;0.06151994926636784;0.22932873632541603;0.041311588962474485;1.0;1.0;0.09090909090909091;0.27586206896551724
48;59;8.52905273;-86.5238037;107;912.60864211;8.147743170000012;7.297782170000005;12.879637810000077;18.86936176000006;11;-86.990325;1.66;8.5333524;0.0155;-3423.6586;9.58;106.906612049;1.782;913.0687068;-2.947015400000033;18.799120799999915;0.4600646899999674;22.538370740628164;1.1308411214953271;475.20153636315086;0.0966736489045663;1;-1;911.546765779842;2;9;0.4392419457163308;0.3333333333333333;0.4067796610169492;0.4972529127847007;0.07374344572807794;0.22861207935133523;0.04082852665649987;1.0;0.0;0.09090909090909091;0.3103448275862069
48;60;8.54467964;-88.6691284;108;922.82540112;10.216759010000033;7.8328268300000445;13.670311260000176;18.364502180000045;12;-89.252423;1.123;8.550019599999999;0.0104;-5132.5944;8.5845;107.904183588;1.205;923.4021168;-1.83648600000015;18.26290159999998;0.5767156799998929;22.678578898107716;1.3333333333333333;473.7303147604724;0.0962250448649376;1;1;920.9313895308884;2;10;0.4441761957310141;0.3389830508474576;0.4067796610169492;0.5004898760416927;0.08694819496313322;0.22790429748608912;0.040352189176566175;1.0;1.0;0.09090909090909091;0.3448275862068966
48;61;8.53703499;-88.3092041;109;930.53681391;7.711412790000054;8.039972550000016;14.429111300000043;17.928171800000086;13;-88.50433;1.536;8.5387646;0.0141;-2014.8047;4.0662;108.904986697;1.649;930.7253414;-0.6668510999999707;17.656634600000107;0.1885274899999558;22.818354974292443;1.5504587155963303;472.2771451559978;0.0957826285221151;1;-1;929.9701424265502;2;11;0.44767306860164235;0.3446327683615819;0.4067796610169492;0.5037168639070917;0.10110719001446913;0.22720520015683465;0.039882421927042555;1.0;0.0;0.09090909090909091;0.3793103448275862
48;62;8.54799271;-89.9802246;110;940.2791981;9.742384190000053;8.597993190000125;15.22340042000019;17.453796980000106;14;-90.347969;0.38;8.5512755;0.0035;-3878.0;11.547;109.90300747;0.407;940.640305;0.4523749999998835;17.238188199999975;0.3611068999997542;22.957704246655545;1.7818181818181815;470.8416434586811;0.0953462589245592;1;1;938.672493975788;2;12;0.45240750856762496;0.3502824858757062;0.4067796610169492;0.5069339982210755;0.1161944059961871;0.2265146025833345;0.039419075242533214;1.0;1.0;0.09090909090909091;0.41379310344827586
48;63;8.53674984;-89.2089233;111;947.57923224;7.300034139999866;8.787995339999952;15.985969620000104;17.04241832999992;15;-89.252247;0.357;8.537080099999999;0.0032;-860.1972;3.417;110.904183776;0.383;947.6158911;1.7016632999998984;16.89054969999986;0.0366588599998749;23.09663188088886;2.027027027027027;469.4234371467143;0.0949157995752499;1;-1;947.0475726767008;2;13;0.4557383824820781;0.3559322033898305;0.4067796610169492;0.5101413982431438;0.1321847558561147;0.225832325551132;0.03896200418754761;1.0;0.0;0.09090909090909091;0.4482758620689655
48;64;8.54349804;-90.4300537;112;956.87178048;9.29254823999986;9.367812899999876;16.783508279999864;16.592582379999726;16;-90.574857;0.25;8.544730600000001;0.0022;-2584.7306;4.2434;111.902763896;0.268;957.0098272;2.6891312000000616;16.369522200000123;0.1380467200002613;23.235142934254814;2.2857142857142856;468.02216481856135;0.0944911182523068;1;1;955.1041812213952;2;14;0.4602240294601191;0.3615819209039548;0.4067796610169492;0.5133391807295031;0.14905404850822837;0.22515819519556066;0.03851106836603102;1.0;1.0;0.09090909090909091;0.48275862068965514
48;65;8.5290308;-89.267395;113;963.7804804;6.908699920000004;9.541177039999866;17.54892468999992;16.201248159999864;17;-89.043286;0.245;8.5269874;0.0022;323.837;0.2653;112.904408105;0.262;963.5495762;3.888092700000037;15.93368510000012;-0.2309041999999408;23.373242358808824;2.557522123893805;466.6374757652453;0.0940720868383597;1;-1;962.8508108944808;2;15;0.46334678918796063;0.3672316384180791;0.4067796610169492;0.5165274600074635;0.16677894918813382;0.22449204279597815;0.0380661317401865;1.0;0.0;0.09090909090909091;0.5172413793103449
48;66;8.53196144;-90.059082;114;972.64360416;8.863123760000121;10.141326649999884;18.348971679999977;15.771823680000123;18;-90.014934;0.276;8.531513499999999;0.0024;-1445.1268;0.3817;113.903364998;0.296;972.592539;4.959900599999819;15.582711799999815;-0.051065160000121;23.510935004498357;2.8421052631578947;465.2690295627044;0.0936585811581694;1;1;970.295655214657;2;16;0.4676648448277426;0.3728813559322034;0.4067796610169492;0.5197063480469846;0.18533694189509975;0.22383370457965504;0.037627062458057095;1.0;1.0;0.09090909090909091;0.5517241379310345
48;67;8.51458263;-88.5211182;115;979.17700245;6.533398289999923;10.298658689999913;19.117115979999998;15.396522050000044;19;-88.08448;0.651;8.510725200000001;0.0057;1451.8768;0.6514;114.905437426;0.699;978.733398;6.093964999999967;15.183821800000034;-0.4436044499997251;23.64822562214429;3.139130434782609;463.91649568310913;0.0932504808240313;1;-1;977.446622865414;2;15;0.47059713277634024;0.3785310734463277;0.4067796610169492;0.5228759545295063;0.20470629379363756;0.22318302153478561;0.037193732689372136;1.0;0.0;0.09090909090909091;0.5172413793103449
48;68;8.51402569;-88.8996582;116;987.62698004;8.449977590000117;10.918047789999946;19.918342400000142;14.98337588000004;20;-88.712489;0.16;8.5123511;0.0014;-462.7305;0.272;115.90476323;0.172;987.4327276;7.3167696;14.840188600000111;-0.1942524400000138;23.78511886631017;3.4482758620689653;462.57955312410144;0.0928476690885259;1;1;984.3113499577012;2;14;0.4747511020088138;0.384180790960452;0.4067796610169492;0.5260363869141912;0.224866021456379;0.2225398392321205;0.03676601846919442;1.0;1.0;0.09090909090909091;0.48275862068965514
48;69;8.49399567;-86.9989624;117;993.79749339;6.170513349999965;11.05941802999996;20.68768509000006;14.620490940000082;21;-86.418397;1.013;8.488974;0.0087;2524.6381;4.9829;116.907226039;1.087;993.209958;8.429814899999881;14.47655999999994;-0.5875353899999709;23.92161929806432;3.769230769230769;461.25789005498393;0.0924500327042048;1;-1;990.8972116644896;2;13;0.4775097556561605;0.3898305084745763;0.4067796610169492;0.5291877505016925;0.24579585883808813;0.2219040076547539;0.03634379954893183;1.0;0.0;0.09090909090909091;0.4482758620689655
48;70;8.49023247;-86.977417;118;1001.84743146;8.049938070000053;11.696927520000033;21.489810660000103;14.220451420000018;22;-86.701649;20.001;8.487834999999999;0.1695;526.5277;21.4501;117.906921956;21.471;1001.56453;9.7486054;14.131802399999929;-0.2829014600001756;24.05773138763989;4.101694915254237;459.9512034789459;0.0920574617898323;1;1;997.2113332644444;2;12;0.4814991015752397;0.3954802259887006;0.4067796610169492;0.5323301484955665;0.2674762268781132;0.22127538103562563;0.035926959254309804;1.0;1.0;0.09090909090909091;0.41379310344827586
48;71;8.46662903;-84.5874634;119;1007.52885457;5.681423109999969;11.749796129999936;22.122169450000115;13.731361180000022;23;-83.976939;37.695;8.461438099999999;0.3168;3721.7197;38.088;118.909847052;40.467;1006.9111339;11.004965299999924;13.701175899999914;-0.6177206700001534;24.19345951699733;4.445378151260504;458.6591989104704;0.0916698497028211;1;-1;1003.2606006294376;2;11;0.4840521291210431;0.4011299435028249;0.4067796610169492;0.5354636820614316;0.2898882046354883;0.2206538177023268;0.03551538434992067;1.0;0.0;0.09090909090909091;0.3793103448275862
48;72;8.45808315;-83.9571533;120;1014.969978;7.441123430000061;12.405169160000014;22.925008320000074;13.12254654000003;24;-83.95736500000001;3.726;8.458024;0.0311;1770.3754;40.1837;119.909868065;4.0;1014.96288;12.113075999999769;13.398349999999978;-0.0070980000000417;24.3288079822936;4.8;457.38159006711976;0.0912870929175276;1;1;1009.0516701882988;2;10;0.4878968743031419;0.4067796610169492;0.4067796610169492;0.538588450383975;0.31301350186727955;0.22003917992882255;0.03510896490999513;1.0;1.0;0.09090909090909091;0.3448275862068966
48;73;8.43229294;-81.2233276;121;1020.30744574;5.3374677399999655;12.516003339999996;23.69617715000004;12.778591170000029;25;-81.073837;1.942;8.4309972;0.0161;4760.7564;27.4876;120.91296366;2.085;1020.1506612;13.326794800000032;13.239527300000072;-0.1567845399999896;24.463780996262468;5.1652892561983474;456.1180985749433;0.0909090909090909;1;-1;1014.5909783970836;2;9;0.4903740632913145;0.4124293785310734;0.4067796610169492;0.5417045507219057;0.3368344329666835;0.2194313337937283;0.034707594195059865;1.0;0.0;0.09090909090909091;0.3103448275862069
48;74;8.4224329;-80.3813477;122;1027.5368138;7.22936806000007;13.187537530000212;24.49718660000008;12.566835800000035;26;-80.612384;2.299;8.4242667;0.0188;2958.9765;50.1126;121.91345905;2.468;1027.7605374;14.431526399999973;12.797657400000142;0.2237235999998574;24.598382690509563;5.540983606557377;454.8684536867999;0.0905357460425185;1;1;1019.884750744132;2;8;0.49400781359751433;0.4180790960451977;0.4067796610169492;0.5448120784609408;0.36133389218285694;0.21883014904479917;0.03431116853416642;1.0;1.0;0.09090909090909091;0.27586206896551724
48;75;8.39595509;-77.4755859;123;1032.70247607;5.165662269999757;13.282350329999758;25.266373869999825;12.395030329999829;27;-77.41418300000001;2.696;8.395395500000001;0.0219;6014.8503;19.898;122.91689246;2.894;1032.6336465;15.419735099999931;12.482985300000058;-0.068829569999707;24.732617117726065;5.926829268292683;453.632392012927;0.0901669634667432;1;-1;1024.9390103163746;2;7;0.49633474523462423;0.423728813559322;0.4067796610169492;0.5479111271649119;0.3864953300495373;0.21823549896931072;0.03391958721239843;1.0;0.0;0.09090909090909091;0.24137931034482757
48;76;8.38486958;-76.4255371;124;1039.72382792;7.021351850000201;13.96844228000009;26.06491916000016;12.187014119999958;28;-76.699436;2.609;8.3870179;0.021;4168.342;30.5355;123.917659772;2.8;1039.9902196;16.74221960000007;12.22968220000004;0.2663916799999697;24.8664882538245;6.32258064516129;452.4096572631298;0.0898026510133874;1;1;1029.7595859516216;2;6;0.4998475421648432;0.4293785310734463;0.4067796610169492;0.551001788625074;0.4123027309542123;0.2176472602700304;0.03353275236337745;1.0;1.0;0.09090909090909091;0.20689655172413793
48;77;8.35776138;-73.3505859;125;1044.7201725;4.9963445799999135;14.047865940000063;26.831289990000077;12.017696430000116;29;-73.34809;2.888;8.3576815;0.0231;7064.2177;3.3869;124.92125759;3.1;1044.7101875;17.835187500000117;12.076541000000084;-0.009984999999915;25.0;6.728;451.2000000000001;0.0894427190999915;1;-1;1034.35212;2;5;0.5021013481862707;0.4350282485875706;0.4067796610169492;0.554084152907694;0.4387405917839702;0.2170653129464948;0.03315056886650876;1.0;0.0;0.09090909090909091;0.1724137931034483
48;78;8.34552765;-72.095459;126;1051.5364839;6.816311399999904;14.747543899999757;27.625915939999917;11.812655979999818;30;-72.255727;2.304;8.3467393;0.0183;5553.65;4.7831;125.92243029;2.473;1051.6891517999998;18.86715179999988;11.698932199999806;0.1526679000000967;25.133156184720164;7.142857142857143;450.0031774026088;0.0890870806374748;1;1;1038.7220757162247;2;4;0.5054338352065039;0.4406779661016949;0.4067796610169492;0.5571583083999895;0.4657939015882137;0.21648954018132596;0.03277294424872129;1.0;1.0;0.09090909090909091;0.13793103448275862
48;79;8.31782436;-68.8511963;127;1056.36369372;4.827209820000007;14.811550619999934;28.388729969999986;11.643521219999911;31;-68.741199;6.2;8.3168971;0.0488;8138.6978;11.7675;126.926203291;6.656;1056.2459317;19.925931700000078;11.535744199999955;-0.1177620199998727;25.26596056564665;7.566929133858268;448.8189530401485;0.0887356509416113;1;-1;1042.874744303035;2;3;0.5076097182198058;0.4463276836158192;0.4067796610169492;0.560224341854493;0.4934481222021911;0.21591982823133413;0.03239978859047078;1.0;0.0;0.09090909090909091;0.10344827586206896
48;80;8.30450058;-67.3922119;128;1062.97607424;6.612380519999988;15.523536179999835;29.178167699999904;11.439590339999995;32;-67.23824499999999;6.432;8.3032367;0.0503;6951.8716;6.5665;127.927816778;6.905;1062.8142976;21.27829759999993;11.125145800000055;-0.1617766399999709;25.398416831491183;8.0;447.6470966550323;0.0883883476483184;1;1;1046.8152516248497;2;2;0.5107461426468362;0.4519774011299435;0.4067796610169492;0.5632823384319006;0.5216891697787993;0.21535606632317017;0.03203101443579143;1.0;1.0;0.09090909090909091;0.06896551724137931
48;81;8.27621841;-63.9770508;129;1067.63217489;4.6561006500000985;15.571383850000077;29.935098649999876;11.268481170000086;33;-63.122142;5.31;8.2695311;0.0412;9712.7471;5.6637;128.932235597;5.7;1066.7695119;23.675511900000043;10.523580199999968;-0.8626629899999898;25.530528603808893;8.44186046511628;446.4873839549836;0.0880450906325623;1;-1;1050.5485646095167;2;1;0.5126347753651597;0.4576271186440678;0.4067796610169492;0.5663323817424754;0.5505033971793726;0.21479814655330293;0.03166653670618794;1.0;0.0;0.09090909090909091;0.034482758620689655
48;82;8.26185131;-62.3140869;130;1074.0406703;6.408495410000114;16.29519473000005;30.718770780000117;11.064596060000213;34;-61.117597;22.356;8.2525868;0.172;8788.9322;22.4274;129.934387563;24.0;1072.836284;26.856283999999985;10.021986400000053;-1.2043863000001238;25.66229943873142;8.892307692307693;445.33959641367767;0.0877058019307029;1;1;1054.0794973549398;2;0;0.5155316864839002;0.4632768361581921;0.4067796610169492;0.5693745538860582;0.5798775771772039;0.2142459637921113;0.031306272618179615;1.0;1.0;0.09090909090909091;0.0
48;83;8.21357632;-56.180542;131;1075.97849792;1.93782761999978;16.211500019999903;31.25203517;8.346323029999894;35;-55.211760000000005;19.238;8.2061204;0.1469;12812.6089;19.3644;130.94072774;20.653;1075.0017724;27.9187723999999;8.232260499999859;-0.9767255199999454;25.79373282864238;9.35114503816794;444.2035210795208;0.0873704056661038;1;-1;1057.4127169563255;2;1;0.5165657169897542;0.4689265536723164;0.4067796610169492;0.5724089354907499;0.6097988864303714;0.21369941559189065;0.030950141604311462;1.0;0.0;0.09090909090909091;0.034482758620689655
48;84;8.17869949;-51.7189941;132;1079.58833268;3.609834760000013;16.834941070000013;31.821628279999917;5.547662379999792;36;-50.46542899999999;60.068;8.1691421;0.4551;11946.1243;84.9236;131.945823136;64.485;1078.3267572000002;30.85075720000011;5.490473200000124;-1.2615754799999197;25.92483220379743;9.818181818181818;443.0789503921744;0.0870388279778489;1;1;1060.5527490688614;2;2;0.5181534122711978;0.4745762711864407;0.4067796610169492;0.5754356057503129;0.6402548901830719;0.21315840209858547;0.030598065237463973;1.0;1.0;0.09090909090909091;0.06896551724137931
48;85;8.12978363;-45.3205566;133;1081.26122279;1.6728901100002531;16.74585659000013;32.36946256000033;5.282724870000266;37;-44.14;200.0;8.121;2.0;13550.0;283.0;132.952614;215.0;1080.093;21.717;5.0912276000001;-1.1682227900000726;26.055600933891245;10.293233082706768;441.9656820064561;0.086710996952412;1;-1;1063.503983219727;2;3;0.5189968011971994;0.480225988700565;0.4067796610169492;0.5784546424603482;0.6712335276571206;0.21262282596707088;0.030249967158298335;1.0;0.0;0.09090909090909091;0.10344827586206896
48;86;8.09389019;-40.5692139;134;1084.58128546;3.320062669999743;17.389516879999746;32.95264234000001;4.992952779999996;38;-39.46;300.0;8.086;2.0;12510.0;361.0;133.957638;322.0;1083.524;12.076;5.1972427999998905;-1.0572854599997754;26.18604232957348;10.776119402985074;440.8635186232671;0.086386842558136;1;1;1066.270677882524;2;4;0.5206351192161668;0.4858757062146893;0.4067796610169492;0.5814661220532935;0.7027230980975617;0.21209259227981447;0.02990577300568513;1.0;1.0;0.09090909090909091;0.13793103448275862
48;87;8.04444122;-33.9160156;135;1085.9995646999998;1.418279239999947;17.29398819999983;33.51296638999975;4.73834190999969;39;-32.82;400.0;8.036;3.0;14290.0;500.0;134.964766;429.0;1084.86;2.81;4.767;-1.1395646999999371;26.31615964391579;11.266666666666667;439.7722678272151;0.086066296582387;1;-1;1068.856965326429;2;5;0.5212730652591107;0.4915254237288136;0.4067796610169492;0.5844701196322928;0.7347122474384757;0.21156760846875922;0.029565410349973092;1.0;0.0;0.09090909090909091;0.1724137931034483
49;47;8.05572796;-36.8325195;96;773.3498841600001;15.229950310000165;-1.5139792399997989;0.0439550800000461;33.33663726000009;-2;-38.09;500.0;8.069;5.0;0.0;0.0;95.959109;537.0;774.624;-27.963868800000053;-308.9;1.2741158399999222;20.965931153671168;0.0416666666666666;513.6653132649437;0.1020620726159657;-1;-1;766.8020745432467;1;3;0.3731339720115499;0.2655367231638418;0.4152542372881356;0.4609502520956344;0.0027171310925979087;0.24711640508336497;0.0465500715931603;0.0;0.0;0.045454545454545456;0.10344827586206896
49;48;8.15340805;-46.2919312;97;790.88058085;17.5306966899999;-1.0711705100000015;2.071529700000042;32.76064700000006;-1;-47.39;401.0;8.165;4.0;0.0;0.0;96.949125;430.0;792.005;-25.046573700000067;-292.855;1.1244191499998806;21.111276288848163;0.0103092783505154;511.894039498669;0.1015346165133619;-1;1;781.7525124661821;1;2;0.3814334781286216;0.2711864406779661;0.4152542372881356;0.4643058119332927;0.0006722798579623661;0.24626427278196794;0.045990007285897486;0.0;1.0;0.045454545454545456;0.06896551724137931
49;49;8.21954823;-52.8556519;98;805.51572654;14.635145689999945;0.4838855299999522;4.067026379999902;32.165842379999845;0;-53.906;304.0;8.23;3.0;0.0;0.0;97.942129;327.0;806.54;-20.74528680000012;31.916;1.0242734600001313;21.256122803129635;0.0;510.14694727511136;0.101015254455221;-1;-1;796.2045818513236;1;1;0.38837400637277536;0.2768361581920904;0.4152542372881356;0.4676498601902628;0.0;0.24542377384523717;0.045438537410252194;0.0;0.0;0.045454545454545456;0.034482758620689655
49;50;8.29744148;-60.715271;99;821.44670652;15.930979980000076;0.9781145000000606;5.073394650000068;30.56612567000002;1;-61.376;298.0;8.304;3.0;-13400.0;500.0;98.93411;320.0;822.096;-16.906665600000064;30.091;0.649293479999983;21.40047746918492;0.0101010101010101;508.423464722454;0.1005037815259212;-1;1;810.1734162741916;1;0;0.3958020667350772;0.2824858757062147;0.4152542372881356;0.4709825532260759;0.0006586984466904031;0.24459463315452265;0.044895444382381494;0.0;1.0;0.045454545454545456;0.0
49;51;8.32099628;-63.296814;100;832.0996279999999;10.652921479999918;1.359680600000047;5.758845599999859;26.583901459999996;2;-64.178146;2.236;8.3297495;0.0224;-7030.0;240.0;99.931101929;2.4;832.9749499999999;-15.52452000000002;26.434949999999954;0.8753220000000965;21.544346900318832;0.04;506.72303909549913;0.1;-1;-1;823.6735446579436;1;1;0.400996814567326;0.288135593220339;0.4152542372881356;0.4743040437210403;0.002608445848893997;0.24377658479269373;0.044360518253109285;0.0;0.0;0.045454545454545456;0.034482758620689655
49;52;8.36571026;-68.062561;101;844.93673626;12.837108260000036;1.7086822599999325;6.538511199999903;23.490029739999954;3;-68.544901;11.662;8.370426;0.1155;-8239.277;300.2313;100.926414025;12.519;845.413026;-14.354170500000125;23.31702599999996;0.4762897400000838;21.68773755577532;0.0891089108910891;505.0451359523125;0.0995037190209989;-1;1;836.7189211651305;1;2;0.40693605211675365;0.2937853107344633;0.4152542372881356;0.4776144807986857;0.00581089421783316;0.24296937164803567;0.04383355636691656;0.0;1.0;0.045454545454545456;0.06896551724137931
49;53;8.3824873;-70.0681152;102;855.0137046;10.076968340000008;2.1187258600000405;7.231092600000011;22.914076600000044;4;-70.694896;4.573;8.3885719;0.0448;-5760.0;100.0;101.924105911;4.909;855.6343338000001;-13.116496199999936;22.659383800000185;0.6206292000000531;21.830655745813875;0.1568627450980392;503.3892383740613;0.0990147542976674;-1;-1;849.3229533332984;1;3;0.4118167728238807;0.2994350282485876;0.4152542372881356;0.48091401014296115;0.010229199407427437;0.24217274503892566;0.04331436303936431;0.0;0.0;0.045454545454545456;0.10344827586206896
49;54;8.41932011;-74.1729736;103;867.1899713299999;12.176266729999952;2.446162370000025;8.017264869999849;22.25323506999996;5;-74.632397;8.98;8.4237199;0.0872;-7540.0;100.0;102.91987883;9.64;867.6431497;-11.735006300000007;22.2301237;0.453178370000046;21.973107636570678;0.2427184466019417;501.75484622538096;0.0985329278164293;-1;1;861.4985285736706;1;4;0.41755103673394545;0.3050847457627119;0.4152542372881356;0.4842027741104646;0.01582794811222085;0.2413864643580068;0.04280274925178397;0.0;1.0;0.045454545454545456;0.13793103448275862
49;55;8.43024254;-75.6567993;104;876.74522416;9.555252830000086;2.88318371999992;8.716542939999954;21.73151956000004;6;-76.182675;5.775;8.435238;0.0555;-4555.6174;8.1461;103.918214538;6.2;877.2647519999999;-10.498488000000012;21.63041819999984;0.5195278400000234;22.115099254715485;0.3461538461538461;500.1414754527965;0.098058067569092;-1;-1;873.2580391429607;1;5;0.4221453953522575;0.3107344632768362;0.4152542372881356;0.48748091183795456;0.022573089076967274;0.24061029673466955;0.04229853236215328;0.0;0.0;0.045454545454545456;0.1724137931034483
49;56;8.46014786;-79.1558228;105;888.3155252999999;11.570301139999856;3.190403379999907;9.509548719999998;21.12555396999994;7;-79.640582;10.246;8.4647045;0.0976;-6302.5807;10.9891;104.914502322;11.0;888.7939725;-8.994961499999976;21.15082280000008;0.4784472000001187;22.25663649191485;0.4666666666666667;498.5486574188928;0.0975900072948533;-1;1;884.6134056900055;1;6;0.42765065028953486;0.3163841807909604;0.4152542372881356;0.49074855934539224;0.030431868237096628;0.23984401671473132;0.04180153583115352;0.0;1.0;0.045454545454545456;0.20689655172413793
49;57;8.4659729;-80.1620483;106;897.3931274;9.07760210000015;3.653847050000081;10.21562996;20.647903240000005;8;-80.60815;12.226;8.4701213;0.1153;-3254.4521;13.2439;105.913463596;13.125;897.8328578000002;-7.898950399999856;20.568105800000136;0.4397304000000304;22.397725109111345;0.6037735849056604;496.9759382700934;0.0971285862357264;-1;-1;895.5760994712282;1;7;0.4319667589046238;0.3220338983050847;0.4152542372881356;0.49400584963473554;0.03937276753047542;0.23908740595628478;0.041311588962474485;0.0;0.0;0.045454545454545456;0.24137931034482757
49;58;8.48974514;-83.1002197;107;908.40272998;11.009602579999978;3.941831040000011;11.014700680000033;20.087204680000127;9;-83.566667;9.654;8.494043900000001;0.0902;-5054.4281;11.0175;106.910287497;10.363;908.8626973;-6.404731099999859;20.068724800000084;0.4599673200001462;22.538370740628164;0.7570093457943925;495.4228783360509;0.0966736489045663;-1;1;906.157163321927;1;8;0.4372335571556202;0.327683615819209;0.4152542372881356;0.4972529127847007;0.049365447140283576;0.23834025294075376;0.04082852665649987;0.0;1.0;0.045454545454545456;0.27586206896551724
49;59;8.4910965;-83.6645508;108;917.038422;8.635692019999965;4.429779889999963;11.727562059999968;19.645294599999943;10;-84.119828;8.641;8.4952516;0.08;-2049.8794;9.8365;107.909693654;9.276;917.4871728;-5.051656800000114;19.654314999999823;0.4487507999999707;22.678578898107716;0.925925925925926;493.8890515587903;0.0962250448649376;-1;-1;916.367231463942;1;9;0.44135178321676655;0.3333333333333333;0.4152542372881356;0.5004898760416927;0.0603806909466203;0.23760235269826308;0.040352189176566175;0.0;0.0;0.045454545454545456;0.3103448275862069
49;60;8.50939846;-86.0792236;109;927.52443214;10.486010140000076;4.699031020000007;12.531857850000051;19.12170216000004;11;-86.489526;3.969;8.5131027;0.0364;-3859.3453;8.8866;108.907149679;4.261;927.9281943;-3.7945951999999816;19.06549699999986;0.4037621599999283;22.818354974292443;1.110091743119266;492.3740449498701;0.0957826285221151;-1;1;926.2165482243496;1;10;0.446337418209444;0.3389830508474576;0.4152542372881356;0.5037168639070917;0.07239035498077376;0.2368735065464872;0.039882421927042555;0.0;1.0;0.045454545454545456;0.3448275862068966
49;61;8.50679779;-86.2311401;110;935.7477569;8.223324759999969;5.210942989999921;13.250915539999935;18.709334900000044;12;-86.46996899999999;11.553;8.5089087;0.105;-627.9769;17.9802;109.907170674;12.402;935.979957;-2.5520219999999973;18.4927842;0.2322000999998863;22.957704246655545;1.309090909090909;490.8774580739441;0.0953462589245592;-1;-1;935.7149857344042;1;11;0.45018217131811783;0.3446327683615819;0.4152542372881356;0.5069339982210755;0.08536731869107625;0.2361535218421998;0.039419075242533214;0.0;0.0;0.045454545454545456;0.3793103448275862
49;62;8.52019691;-88.1538696;111;945.74185701;9.994100109999865;5.462658909999732;14.060652099999857;18.21742486999983;13;-88.39205;3.424;8.5222824;0.0308;-2453.4692;6.3368;110.905107236;3.675;945.9733464;-1.3880993999999482;18.045152100000063;0.2314893900000925;23.09663188088886;1.5225225225225223;489.3989025572128;0.0949157995752499;-1;1;944.8720606729706;1;12;0.45495405995833293;0.3502824858757062;0.4152542372881356;0.5101413982431438;0.09928543884303724;0.23544221174479718;0.03896200418754761;0.0;1.0;0.045454545454545456;0.41379310344827586
49;63;8.51407337;-87.9168091;112;953.57621744;7.834360430000174;5.99698520000004;14.784980539999992;17.828460540000037;14;-87.99012699999999;4.251;8.5146674;0.038;664.9224;4.2434;111.905538718;4.563;953.6427488;-0.1582896000000182;17.66279180000012;0.066531359999999;23.235142934254814;1.75;487.9380016193512;0.0944911182523068;-1;-1;953.696950114102;1;13;0.4586162342942794;0.3559322033898305;0.4152542372881356;0.5133391807295031;0.11411950588911235;0.23473939499111643;0.03851106836603102;0.0;0.0;0.045454545454545456;0.4482758620689655
49;64;8.52303982;-89.3727417;113;963.10349966;9.527282219999847;6.231719180000027;15.599532079999904;17.36164265000002;15;-89.367123;0.188;8.5229297;0.0017;-1038.9941;1.5733;112.904060451;0.202;963.0910561;0.7755980999999447;17.117709700000006;-0.0124435599998378;23.373242358808824;1.991150442477876;486.49438962759615;0.0940720868383597;-1;1;962.1985065341923;1;14;0.46312784376625005;0.3615819209039548;0.4152542372881356;0.5165274600074635;0.1298452026551215;0.23404489568091336;0.0380661317401865;0.0;1.0;0.045454545454545456;0.48275862068965514
