;Z;N;dz_BE/A;dz_ME;A;dz_BE;dz_S1n;dz_S1p;dz_S2p;dz_S2n;ame_ME;ame_BE/A;ame_AM;ame_BE;ame_S2p;ame_S2n;BE_diff_dz_ame;Surf;Asym;Coul;Pair;Z_parity;N_parity;Z_distance;N_distance;N-Z;ame_AM_unc;ame_BDE;ame_BDE_unc;ame_BE/A_unc;ame_ME_unc;rescaled_Asym;rescaled_Coul;rescaled_N;rescaled_N_distance;rescaled_N_parity;rescaled_Pair;rescaled_Surf;rescaled_Z;rescaled_Z_distance;rescaled_Z_parity;rescaled_ame_BE
2116;70.0;99.0;8.11015034;-61.3167725;169.0;1370.61540746;6.768972739999981;6.781308980000176;12.2973203800002;15.60777307000012;-60.375527000000005;8.104520599999999;168.935184208;1369.6639814;-2.1103368000001645;15.928247399999991;-0.951426060000358;30.56735094036984;4.976331360946745;873.6112724377892;0.0769230769230769;1.0;-1.0;12.0;17.0;29.0;0.191;-2293.0;3.0;0.0011;0.178;0.3245122720295638;0.4202808161464854;0.559322033898305;0.5862068965517241;0.0;0.019856941798060773;0.6826166916466387;0.5932203389830508;0.5454545454545454;1.0;0.6572682545920416
2117;70.0;100.0;8.11187363;-61.6484375;170.0;1379.0185171;8.403109639999911;7.255249810000123;12.854377899999918;15.172082379999893;-60.763929;8.1066101;169.934767242;1378.123717;-0.9082760000000708;15.326700999999884;-0.8948001000001113;30.687813601627905;5.294117647058823;871.8949393874283;0.076696498884737;1.0;1.0;12.0;18.0;30.0;0.011;-3457.695;16.843;0.0003;0.01;0.345235480000676;0.4194551149702952;0.5649717514124294;0.6206896551724138;1.0;0.019616356332355922;0.6853977937974797;0.5932203389830508;0.5454545454545454;1.0;0.6613078166057927
2118;70.0;101.0;8.10166168;-59.942749;171.0;1385.38414728;6.3656301799999255;7.310493580000184;13.390566789999866;14.768739819999835;-59.306818;8.0978826;170.936331515;1384.7379246;0.0243162000000011;15.073943200000096;-0.6462226799999371;30.80804029142188;5.619883040935672;870.1920152489342;0.0764719112901872;1.0;-1.0;12.0;19.0;31.0;0.013;-1478.3526;1.8621;0.0003;0.013;0.36647901473496064;0.41863586461336627;0.5706214689265536;0.6551724137931034;0.0;0.019377884362953304;0.6881734481129543;0.5932203389830508;0.5454545454545454;1.0;0.6644661306519226
2119;70.0;102.0;8.1009531;-59.8510742;172.0;1393.3639332;7.97978592000004;7.79452794000008;13.944969199999832;14.345416099999966;-59.255456;8.0974295;171.936386654;1392.757874;1.2081796000001486;14.634157000000124;-0.6060591999998906;30.92803284791408;5.953488372093023;868.5023177640991;0.0762492851663023;1.0;1.0;12.0;20.0;32.0;0.014;-2519.3805;2.336;0.0003;0.014;0.3882338007656181;0.41782297739410507;0.576271186440678;0.6896551724137931;1.0;0.019141495125561445;0.6909436970304214;0.5932203389830508;0.5454545454545454;1.0;0.6682956927659497
2120;70.0;103.0;8.0886488;-57.7519531;173.0;1399.3362424;5.972309199999927;7.838500600000088;14.47948990000009;13.952095119999967;-57.551234;8.0874276;172.938216211;1399.1249748;2.322974799999967;14.38705019999994;-0.2112675999999282;31.04779308435421;6.294797687861272;866.8256681932422;0.0760285921269705;1.0;-1.0;12.0;21.0;33.0;0.012;-670.2201;1.5674;0.0003;0.011;0.4104909724632316;0.4170163673236271;0.5819209039548022;0.7241379310344828;0.0;0.018907158479192332;0.6937085824120862;0.5932203389830508;0.5454545454545454;1.0;0.6713360121973756
2121;70.0;104.0;8.08565712;-57.2489014;174.0;1406.90433888;7.568096480000122;8.332145789999913;15.031619880000108;13.540405680000047;-56.944521;8.0838481;173.938867545;1406.5895693999998;3.45356939999992;13.831695399999852;-0.3147694799999954;31.167322789559027;6.64367816091954;865.1618912274147;0.0758098043578903;1.0;1.0;12.0;22.0;34.0;0.011;-1374.2287;1.5675;0.0003;0.011;0.43324186800595693;0.4162159500635196;0.5875706214689266;0.7586206896551724;1.0;0.018674844890018596;0.6964681455560744;0.5932203389830508;0.5454545454545454;1.0;0.6749003898824432
2122;70.0;105.0;8.07140446;-54.7686768;175.0;1412.4957805;5.591441619999841;8.366611119999789;15.563710449999917;13.159538099999963;-54.695556;8.0709253;174.941281907;1412.4119275;4.536927499999991;13.286952700000024;-0.0838529999998627;31.286623728379865;7.0;863.5108149032843;0.0755928946018454;1.0;-1.0;12.0;21.0;35.0;0.076;470.1219;1.2068;0.0005;0.071;0.4564780235564494;0.41542164288489386;0.5932203389830508;0.7241379310344828;0.0;0.018444525415737947;0.6992224272072259;0.5932203389830508;0.5454545454545454;1.0;0.6776805922106598
2123;70.0;106.0;8.06627083;-53.8653564;176.0;1419.66366608;7.167885580000075;8.869527829999925;16.113791420000098;12.759327199999916;-53.491322;8.0640853;175.942574706;1419.2790128;5.29501279999991;12.68944339999999;-0.3846532799998385;31.405697642158756;7.363636363636363;861.872270520607;0.0753778361444409;1.0;1.0;12.0;20.0;36.0;0.015;-108.9895;1.2124;0.0003;0.014;0.4801911676373039;0.4146333646286825;0.5988700564971752;0.6896551724137931;1.0;0.01821617169042758;0.7019714675676251;0.5932203389830508;0.5454545454545454;1.0;0.6809596565023462
2124;70.0;107.0;8.05018997;-51.013916;177.0;1424.88362469;5.219958610000049;8.894291249999924;16.644951940000283;12.387844190000123;-50.986404;8.0499741;176.945263846;1424.8454157;6.5444157000000125;12.433488200000022;-0.03820898999993;31.52454624917325;7.734463276836158;860.2460925621857;0.0751646028002828;1.0;-1.0;12.0;19.0;37.0;0.236;1397.4983;1.2406;0.0013;0.22;0.5043732156971584;0.4138510356671324;0.6045197740112994;0.6551724137931034;0.0;0.017989755909869357;0.7047153063068704;0.5932203389830508;0.5454545454545454;1.0;0.6836176390648361
2125;70.0;108.0;8.04304123;-49.7200928;178.0;1431.66133894;6.777714249999917;9.405429700000012;17.19303093999997;11.997672859999966;-49.677139;8.0427386;177.9466694;1431.6074708;7.78547080000001;12.3284580000001;-0.0538681400000768;31.6431712450704;8.112359550561798;858.6321186162364;0.0749531688995861;1.0;1.0;12.0;18.0;38.0;7.072;660.7415;6.9617;0.037;6.588;0.5290162648599622;0.4130745778664565;0.6101694915254238;0.6206896551724138;1.0;0.017765250817329895;0.7074539825720932;0.5932203389830508;0.5454545454545454;1.0;0.686846550960954
2126;70.0;109.0;8.02524567;-46.5065918;179.0;1436.51897493;4.857635990000063;9.42028507000009;17.721447449999914;11.63535023999998;-46.64;8.026;178.94993;1436.654;8.95;11.808584299999987;0.1350250699999833;31.7615743032901;8.497206703910615;857.0301893010684;0.0747435092751935;1.0;-1.0;12.0;17.0;39.0;215.0;2419.0;200.0;1.0;200.0;0.5541125888502471;0.4123039145505985;0.615819209039548;0.5862068965517241;0.0;0.01754262968977681;0.7101875349977326;0.5932203389830508;0.5454545454545454;1.0;0.689256291480221
2127;70.0;110.0;8.01621056;-44.8339844;180.0;1442.9179008;6.398925869999857;9.941452219999974;18.26842151999972;11.25656185999992;-44.72;8.016;179.951991;1442.88;10.08;11.27252919999999;-0.0379007999997611;31.879757075478327;8.88888888888889;855.440148192002;0.0745355992499929;1.0;1.0;12.0;16.0;40.0;322.0;1956.0;308.0;2.0;300.0;0.5796546330875548;0.4115389704660744;0.6214689265536724;0.5517241379310345;1.0;0.01732186632451825;0.7129160017150741;0.5932203389830508;0.5454545454545454;1.0;0.6922292346414253
2128;70.0;111.0;7.99681854;-41.2689209;181.0;1447.4241557399998;4.5062549399999625;9.947492939999847;18.79597515999967;10.90518080999982;-41.088;7.996;180.95589;1447.276;56.65012599999993;10.622;-0.1481557399997655;31.997721191890317;9.28729281767956;853.8618417504434;0.0743294146247166;1.0;-1.0;12.0;15.0;41.0;320.0;3709.0;324.0;2.0;298.0;0.605635009943482;0.410779671747851;0.6271186440677966;0.5172413793103449;0.0;0.017102935026248003;0.7156394203615591;0.5932203389830508;0.5454545454545454;1.0;0.6943283445252436
2129;70.0;112.0;7.9860034;-39.2260742;182.0;1453.4526188;6.028463060000149;10.47718422999992;19.340775200000053;10.534718000000112;-38.9;7.984;181.958239;1453.088;53.22125760000013;10.208;-0.3646188000000165;32.11546826178415;9.692307692307692;852.2951192550412;0.0741249316661101;1.0;1.0;12.0;14.0;42.0;429.0;2870.0;447.0;2.0;400.0;0.6320464941550837;0.41002594588622693;0.6327683615819208;0.48275862068965514;1.0;0.0168858105944827;0.7183578280898711;0.5932203389830508;0.5454545454545454;1.0;0.6971036008138587
2130;70.0;113.0;7.96859312;-35.9544678;183.0;1458.25254096;4.799922160000051;10.695271620000083;20.272154340000043;10.8283852200002;-35.0;7.963;182.962426;1457.229;38.29200780000002;9.953;-1.0235409599999912;32.232999873805014;10.103825136612022;850.7398327348538;0.0739221270954572;1.0;-1.0;12.0;13.0;43.0;429.0;4716.0;408.0;2.0;400.0;0.6588820183886611;0.4092777216946801;0.6384180790960452;0.4482758620689655;0.0;0.016670468311377543;0.7210712615768068;0.5932203389830508;0.5454545454545454;1.0;0.6990809470442709
2131;70.0;114.0;7.95746231;-33.8037109;184.0;1464.17306504;5.92052407999995;11.236214750000045;20.821886680000038;10.72044624;-32.6;7.951;183.965002;1462.984;32.71563969999994;9.896;-1.1890650400000595;32.35031759636025;10.521739130434783;849.1958369044569;0.0737209780774485;1.0;1.0;12.0;12.0;44.0;540.0;3700.0;541.0;3.0;503.0;0.6861346689482035;0.40853492927864904;0.6440677966101694;0.41379310344827586;1.0;0.016456883929906727;0.7237797570319351;0.5932203389830508;0.5454545454545454;1.0;0.7018289855750659
2132;70.0;115.0;7.93699074;-29.9024658;185.0;1468.3432868999998;4.170221859999856;11.225238179999906;21.351716819999865;10.090745939999806;-28.48;7.929;184.969425;1466.865;34.84334239999996;9.636;-1.47828689999983;32.46742297798574;10.945945945945946;847.6629891009253;0.0735214622093807;1.0;-1.0;12.0;11.0;45.0;537.0;5480.0;583.0;3.0;500.0;0.7137976816230193;0.40779750000521614;0.6497175141242938;0.3793103448275862;0.0;0.016245033662394964;0.7264833502060556;0.5932203389830508;0.5454545454545454;1.0;0.7036821806294561
2133;71.0;79.0;7.86483002;-24.5643311;150.0;1179.724503;11.741321300000209;-1.3148081699998784;0.0538774400001784;25.769430960000136;-24.771;7.866;149.973407;1179.9;-23.25;-283.084;0.1754969999997229;28.23108086643085;0.4266666666666667;935.3898127077424;0.0816496580927726;-1.0;-1.0;11.0;3.0;8.0;322.0;0.0;0.0;2.0;300.0;0.02782342238820263;0.4500015124609247;0.4463276836158192;0.10344827586206896;0.0;0.02487572799744145;0.6286795989432188;0.6016949152542372;0.5;0.0;0.5666550951403888
2134;71.0;80.0;7.90260983;-30.0626221;151.0;1193.29408433;13.569581329999892;-1.1280651699998998;0.6405777800000578;25.3109026300001;-30.3;7.904;150.967471;1193.504;-22.054697600000072;-273.361;0.209915669999873;28.35641333567881;0.5364238410596026;933.3203594590974;0.0813788458771159;-1.0;1.0;11.0;2.0;9.0;322.0;0.0;0.0;2.0;300.0;0.034980813536492336;0.4490059306412322;0.4519774011299435;0.06896551724137931;1.0;0.02458817372475157;0.631573129570514;0.6016949152542372;0.5;0.0;0.573151066673479
2135;71.0;81.0;7.92525673;-33.3361816;152.0;1204.63902296;11.344938629999888;-0.8237557500001458;1.1628794599998855;24.91451995999978;-33.422;7.926;151.96412;1204.752;-19.82668240000005;24.852;0.1129770400000325;28.48146943560797;0.6578947368421053;931.269099309024;0.0811107105653812;-1.0;-1.0;11.0;1.0;10.0;210.0;0.0;0.0;1.0;196.0;0.04290206988312495;0.44801910123872696;0.4576271186440678;0.034482758620689655;0.0;0.024303461846591365;0.6344602797036468;0.6016949152542372;0.5;0.0;0.5785220375500006
2136;71.0;82.0;7.9591136;-38.3701172;153.0;1217.7443808;13.105357840000124;-0.6665687199999866;1.7293596900001376;24.45029647000001;-38.375462;7.9590882;152.958802248;1217.7404946;-17.16184169999999;24.236494600000093;-0.0038862000001245;28.60625158788936;0.7908496732026143;929.2357541948376;0.0808452083454443;-1.0;1.0;11.0;0.0;11.0;161.05;-11075.0;335.0;0.9805;150.017;0.05157221367911333;0.4470408904817697;0.4632768361581921;0.0;1.0;0.024021545842298972;0.6373411052513482;0.6016949152542372;0.5;0.0;0.5847241024705606
2137;71.0;83.0;7.96950054;-39.8575439;154.0;1227.30308316;9.558702360000098;-0.2128170599999066;2.3533459600000697;22.664060200000225;-39.667;7.968;153.957416;1227.072;-16.356185999999987;22.32;-0.2310831600002529;28.730762177301624;0.935064935064935;927.2200520856436;0.080582296402538;-1.0;-1.0;11.0;1.0;12.0;216.0;-6937.0;361.0;1.0;201.0;0.06097665620791161;0.4460711675005217;0.4689265536723164;0.034482758620689655;0.0;0.023742380250227818;0.6402156612706205;0.6016949152542372;0.5;0.0;0.5891799385069675
2138;71.0;84.0;7.99098825;-43.0860596;155.0;1238.60317875;11.300095589999955;0.0704386900001736;3.026361839999936;20.858797950000053;-42.545056;7.9874369;154.954326005;1238.0527195;-15.645560500000135;20.3122248999998;-0.5504592500001309;28.855003552528785;1.0903225806451613;925.2217268133425;0.0803219328902498;-1.0;1.0;11.0;2.0;13.0;20.66;-8235.0;301.0;0.1242;19.245;0.07110118523598152;0.4451098042456438;0.4745762711864407;0.06896551724137931;1.0;0.02346592063695127;0.6430840019851549;0.6016949152542372;0.5;0.0;0.5944232817357863
2139;71.0;85.0;7.99901724;-44.2583008;156.0;1247.84668944;9.243510689999766;0.5282931399997324;3.6418444799996905;20.54360627999972;-43.69955;7.995375200000001;155.953086606;1247.2785312;-14.699567999999738;20.20653120000009;-0.5681582399997751;28.978978026935597;1.2564102564102564;923.2405179094228;0.0800640769025435;-1.0;-1.0;11.0;3.0;14.0;58.102;-5880.0352;139.6908;0.3469;54.122;0.08193195294602938;0.44415667540978004;0.480225988700565;0.10344827586206896;0.0;0.02319212356755461;0.6459461808032331;0.6016949152542372;0.5;0.0;0.5988286485523735
2140;71.0;86.0;8.01768589;-47.1168213;157.0;1258.77668473;10.92999529000008;0.7889454099999966;4.305153130000008;20.173505979999845;-46.439818;8.0133128;156.950144807;1258.0901095999998;-13.834164900000207;20.03739009999996;-0.6865751299999374;29.102687879321483;1.4331210191082802;921.2761704473108;0.0798086884467622;-1.0;1.0;11.0;4.0;15.0;12.961;-7585.0;201.0;0.0769;12.074;0.09345546433139318;0.44321165835171494;0.4858757062146893;0.13793103448275862;1.0;0.02292094657696908;0.6488022503351317;0.6016949152542372;0.5;0.0;0.6039912261408895
2141;71.0;87.0;8.0235033;-47.9822998;158.0;1267.7135214;8.936836670000048;1.250907949999828;4.911035520000041;19.866831960000127;-47.2122;8.0185685;157.94931562;1266.933823;-13.055682199999923;19.655291800000008;-0.7796983999999156;29.22613535465364;1.620253164556962;919.3284348900544;0.079555728417573;-1.0;-1.0;11.0;5.0;16.0;16.236;-5109.801;14.9373;0.0957;15.125;0.10565856603114923;0.44227463302309594;0.4915254237288136;0.1724137931034483;0.0;0.022652348142305698;0.6516522624100489;0.6016949152542372;0.5;0.0;0.6082141392909345
2142;71.0;88.0;8.03951931;-50.4810791;159.0;1278.28357029;10.570048889999953;1.4897367499997929;5.565966939999953;19.50688556;-49.708609;8.034600900000001;158.946635615;1277.5015431000002;-12.4264859999998;19.411433500000275;-0.7820271899997806;29.34932266478004;1.8176100628930816;917.3970669431249;0.0793051585718144;-1.0;1.0;11.0;6.0;17.0;40.433;-6856.003;41.2456;0.2369;37.663;0.11852843558653536;0.44134548189761924;0.4971751412429378;0.20689655172413793;1.0;0.022386287656147766;0.6544962680925641;0.6016949152542372;0.5;0.0;0.6132602734381902
2143;71.0;89.0;8.04325104;-51.0462646;160.0;1286.9201664;8.636596110000028;1.9545304800001304;6.1620796800000335;19.20664499999998;-50.269942;8.0383387;159.946033;1286.134192;-11.5957919999999;19.20036899999995;-0.7859743999999864;29.472251989123087;2.025;915.481827412136;0.0790569415042094;-1.0;-1.0;11.0;7.0;18.0;61.0;-4331.1951;57.6165;0.3551;56.821;0.13205257110025856;0.44042408990258025;0.5028248587570622;0.24137931034482757;0.0;0.02212272540076246;0.6573343176986529;0.6016949152542372;0.5;0.0;0.6173824023348061
2144;71.0;90.0;8.05675316;-53.1920166;161.0;1297.13725876;10.217092359999924;2.171743559999868;6.807562269999835;18.853688469999952;-52.562349000000005;8.0527821;160.943572;1296.4979181;-10.90106849999982;18.996375;-0.6393406600000162;29.59492547535442;2.2422360248447206;913.5824820652888;0.07881104062391;-1.0;1.0;11.0;8.0;19.0;30.0;-6246.5319;36.4805;0.1736;27.945;0.1462187812811697;0.43951034435269803;0.5084745762711864;0.27586206896551724;1.0;0.021861622523195318;0.6601664608112663;0.6016949152542372;0.5;0.0;0.6223311284243641
2145;71.0;91.0;8.05851078;-53.4621582;162.0;1305.47874636;8.341487600000164;2.58874668999988;7.242203960000097;18.55857996000009;-52.831759;8.0545596;161.943282776;1304.8386552;-10.21040639999998;18.70446319999988;-0.6400911600001109;29.717345240051635;2.469135802469136;911.6988015003498;0.0785674201318386;-1.0;-1.0;11.0;9.0;20.0;80.554;-3663.3333;75.5679;0.4632;75.036;0.16101517585765412;0.4386041348861206;0.5141242937853108;0.3103448275862069;0.0;0.021602941011210824;0.662992746295492;0.6016949152542372;0.5;0.0;0.6263138681161158
2146;71.0;92.0;8.06962204;-55.2602539;163.0;1315.34839252;9.869646160000002;2.230784020000101;7.317207220000228;18.21113376000017;-54.791415;8.0666848;162.941179;1314.8696224;-9.501693800000009;18.371704299999863;-0.4787701199998082;29.839513369337435;2.705521472392638;909.8305610159944;0.0783260449987957;-1.0;1.0;11.0;10.0;21.0;30.0;-5522.0944;37.9611;0.1714;27.945;0.17643015634390374;0.4377053534025304;0.519774011299435;0.3448275862068966;1.0;0.02134664367004671;0.6658132223133103;0.6016949152542372;0.5;0.0;0.6311037003258013
2147;71.0;93.0;8.06948948;-55.2368164;164.0;1323.3962747199998;8.047882199999776;2.224454549999791;7.4121604599999955;17.91752835999978;-54.642376;8.0658043;163.941339;1322.7919052;-8.831252400000114;17.95325;-0.6043695199998638;29.96143191950181;2.951219512195122;907.9775404873416;0.078086880944303;-1.0;-1.0;11.0;11.0;22.0;30.0;-2824.0194;32.1083;0.1704;27.945;0.19245240714400827;0.43681389400326553;0.5254237288135594;0.3793103448275862;0.0;0.021092694099949058;0.6686279363379587;0.6016949152542372;0.5;0.0;0.6348866261965667
2148;71.0;94.0;8.07830715;-56.6898193;165.0;1332.92067975;9.524405030000253;1.9981563900000765;7.629463270000087;17.57228723000003;-56.442248;8.076746;164.939406758;1332.66309;-8.052478499999967;17.793467600000092;-0.2575897500000792;30.08310291760778;3.206060606060606;906.1395242455196;0.0778498944161523;-1.0;1.0;11.0;12.0;23.0;28.49;-4806.735;38.5387;0.1608;26.539;0.20907088697953397;0.4359296529333812;0.5310734463276836;0.41379310344827586;1.0;0.020841056674456918;0.6714369351679162;0.6016949152542372;0.5;0.0;0.6396001615875306
2149;71.0;95.0;8.07635689;-56.3729248;166.0;1340.67524374;7.754563989999951;2.140092490000143;7.8602489400000195;17.278969020000204;-56.020987;8.0741756;165.939859;1340.3131496;-7.430176600000123;17.52124439999997;-0.3620941399999537;30.20452836208127;3.469879518072289;904.3163009611084;0.0776150525706332;-1.0;-1.0;11.0;13.0;24.0;32.0;-2161.9978;40.8585;0.1796;29.808;0.22627482062694906;0.4350525285255752;0.536723163841808;0.4482758620689655;0.0;0.020591696519407635;0.6742402649405218;0.6016949152542372;0.5;0.0;0.6432530996489865
2150;71.0;96.0;8.08296776;-57.4820557;167.0;1349.8556159200002;9.180372180000177;2.0323623800002224;8.206383370000367;16.934936170000128;-57.526281;8.0831722;166.938243;1349.8897574;-6.581536799999885;17.22666739999992;0.0341414799997892;30.32571022328558;3.74251497005988;902.5076635313136;0.0773823232534136;-1.0;1.0;11.0;14.0;25.0;40.0;-4058.5198;46.5747;0.2231;37.26;0.24405369095190835;0.43418242114590955;0.5423728813559322;0.48275862068965514;1.0;0.020344579492635365;0.6770379711452371;0.6016949152542372;0.5;0.0;0.6478259731900311
2151;71.0;97.0;8.07926655;-56.8718262;168.0;1357.3167804;7.461164479999752;2.309146009999949;8.560289799999964;16.64153665999993;-57.072832000000005;8.080402600000001;167.938729798;1357.5076368;-5.804232000000076;17.19448720000009;0.190856400000257;30.446650444080973;4.023809523809524;900.7134089707291;0.0771516749810459;-1.0;-1.0;11.0;15.0;26.0;40.766;-1712.274;47.1476;0.226;37.973;0.26239723122802705;0.43331923314125764;0.5480225988700564;0.5172413793103449;0.0;0.020099672164333934;0.6798300986365656;0.6016949152542372;0.5;0.0;0.6514635450604306
2152;71.0;98.0;8.08374214;-57.6359863;169.0;1366.15242166;8.835641260000102;2.305986939999912;9.021006520000128;16.296805739999854;-58.082527;8.0863233;168.937645845;1366.5886377000002;-4.756826099999947;16.698880300000077;0.4362160399998629;30.56735094036984;4.313609467455621;898.9333383055513;0.0769230769230769;-1.0;1.0;11.0;16.0;27.0;3.226;-3365.6321;28.106;0.0178;3.005;0.2812954177283615;0.4324628687884125;0.5536723163841808;0.5517241379310345;1.0;0.019856941798060773;0.6826166916466387;0.6016949152542372;0.5;0.0;0.6557997640650152
2153;71.0;99.0;8.07832527;-56.7276611;170.0;1373.3152959;7.162874240000065;2.699888439999995;9.481197420000171;15.998515500000169;-57.306234;8.0816686;169.93847923;1373.883662;-4.0537860000000805;16.376025200000033;0.5683661000000484;30.687813601627905;4.6117647058823525;897.1672564711218;0.076696498884737;-1.0;-1.0;11.0;17.0;28.0;18.081;-1052.3734;32.6282;0.0991;16.843;0.3007384625783666;0.43161323424479653;0.559322033898305;0.5862068965517241;0.0;0.019616356332355922;0.6853977937974797;0.6016949152542372;0.5;0.0;0.6592831711648388
2154;71.0;100.0;8.08072853;-57.1455078;171.0;1381.80457863;8.489282729999786;2.78606152999987;10.041311339999991;15.65215696999985;-57.828465;8.0846621;170.937918591;1382.4772191;-2.946501000000164;15.888581399999792;0.672640470000033;30.80804029142188;4.918128654970761;895.4149722126715;0.0764719112901872;-1.0;1.0;11.0;18.0;29.0;1.999;-2397.1144;28.9363;0.0109;1.862;0.3207168068596274;0.4307702375007102;0.5649717514124294;0.6206896551724138;1.0;0.019377884362953304;0.6881734481129543;0.6016949152542372;0.5;0.0;0.6633866335501363
2155;71.0;101.0;8.07364082;-55.935791;172.0;1388.66622104;6.861642410000059;3.282073760000003;10.592567340000189;15.350925139999845;-56.736076;8.0782334;171.93909132;1389.4561448000002;-2.202167599999812;15.572482800000117;0.7899237599999651;30.92803284791408;5.232558139534884;893.6762979891455;0.0762492851663023;-1.0;-1.0;11.0;19.0;30.0;2.507;-333.8443;24.5396;0.0136;2.336;0.34122111395415655;0.42993378833306467;0.5706214689265536;0.6551724137931034;0.0;0.019141495125561445;0.6909436970304214;0.6016949152542372;0.5;0.0;0.6667191021386951
2156;71.0;102.0;8.0740242;-56.0043945;173.0;1396.8061866;8.139965560000064;3.442253400000027;11.236781340000109;15.001607970000125;-56.881014;8.079031200000001;172.938935722;1397.6723976;-0.939753299999982;15.195178500000155;0.8662110000002485;31.04779308435421;5.554913294797688;891.9510498800029;0.0760285921269705;-1.0;1.0;11.0;20.0;31.0;1.682;-1469.2244;27.9887;0.0091;1.567;0.36224226311952756;0.42910379826054385;0.576271186440678;0.6896551724137931;1.0;0.018907158479192332;0.6937085824120862;0.6016949152542372;0.5;0.0;0.6706424000141342
2157;71.0;103.0;8.06529522;-54.4881592;174.0;1403.36136828;6.555181679999805;4.025125879999905;11.863626479999994;14.69514723999987;-55.570292;8.071454;173.94034284;1404.432996;0.1410792000000365;14.976851199999915;1.071627719999924;31.167322789559027;5.885057471264368;890.239047494876;0.0758098043578903;-1.0;-1.0;11.0;21.0;32.0;1.682;274.2911;2.1686;0.009;1.567;0.3837713432855535;0.4282801805001433;0.5819209039548022;0.7241379310344828;0.0;0.018674844890018596;0.6964681455560744;0.6016949152542372;0.5;0.0;0.6738706163294133
2158;71.0;104.0;8.06369591;-54.2022705;175.0;1411.14678425;7.785415970000031;4.242445369999814;12.574591159999729;14.340597649999836;-55.165678;8.0691412;174.940777211;1412.09971;1.2904324999998789;14.427312399999938;0.952925750000304;31.286623728379865;6.222857142857142;888.5401138859883;0.0755928946018454;-1.0;1.0;11.0;22.0;33.0;1.295;-683.9154;1.9516;0.0069;1.207;0.40579964706365174;0.42746284992503575;0.5875706214689266;0.7586206896551724;1.0;0.018444525415737947;0.6992224272072259;0.6016949152542372;0.5;0.0;0.6775315069421995
2159;71.0;105.0;8.05334854;-52.3734131;176.0;1417.38934304;6.242558790000203;4.893562540000175;13.260173659999964;14.027974760000234;-53.382333;8.0590209;175.942691711;1418.3876784;2.446312000000151;13.95468240000005;0.998335359999828;31.405697642158756;6.568181818181818;886.8540754632332;0.0753778361444409;-1.0;-1.0;11.0;21.0;34.0;1.301;1194.0947;0.8744;0.0069;1.212;0.4283186649604347;0.4266517230237168;0.5932203389830508;0.7241379310344828;0.0;0.01821617169042758;0.7019714675676251;0.6016949152542372;0.5;0.0;0.6805340402946967
2160;71.0;106.0;8.04979992;-51.7271729;177.0;1424.81458584;7.425242799999978;5.150919760000079;14.020447590000003;13.66780159000018;-52.383903;8.0534495;176.94376357;1425.4605614999998;3.265561499999836;13.360851499999873;0.645975659999749;31.52454624917325;6.92090395480226;885.1807619118143;0.0751646028002828;-1.0;1.0;11.0;20.0;35.0;1.31;496.8425;0.7921;0.0069;1.221;0.45132007978745;0.42584671786038264;0.5988700564971752;0.6896551724137931;1.0;0.017989755909869357;0.7047153063068704;0.6016949152542372;0.5;0.0;0.6839113739667398
2161;71.0;107.0;8.03784752;-49.5782471;178.0;1430.73685856;5.92227271999991;5.85323386999994;14.747525119999864;13.347515519999888;-50.337881;8.0420554;177.945960065;1431.4858611999998;4.459861199999927;13.098182799999837;0.7490026400000716;31.6431712450704;7.280898876404494;883.5200061123592;0.0749531688995861;-1.0;-1.0;11.0;19.0;36.0;2.416;2097.4851;2.0569;0.0127;2.251;0.4747957612593567;0.4250477540364987;0.6045197740112994;0.6551724137931034;0.0;0.017765250817329895;0.7074539825720932;0.6016949152542372;0.5;0.0;0.686788481826894
2162;71.0;108.0;8.0323782;-48.5656738;179.0;1437.7956978;7.0588392399999975;6.13435886000002;15.539788560000034;12.981111959999907;-49.059013;8.035074400000001;178.947332985;1438.2783176000005;5.562317600000184;12.817756100000349;0.4826198000002932;31.7615743032901;7.648044692737431;881.8716440634182;0.0747435092751935;-1.0;1.0;11.0;18.0;37.0;5.528;1404.0231;5.0672;0.0288;5.15;0.4987377607731678;0.4242547526535144;0.6101694915254238;0.6206896551724138;1.0;0.01754262968977681;0.7101875349977326;0.6016949152542372;0.5;0.0;0.6900319104812723
2163;71.0;109.0;8.01883221;-46.0882568;180.0;1443.3897978;5.594100000000026;6.870822869999984;16.291107940000074;12.652939240000023;-46.676476;8.022039399999999;179.949890744;1443.967092;7.027091999999946;12.48123080000002;0.5772941999998693;31.879757075478327;8.022222222222222;880.2355148062629;0.0745355992499929;-1.0;-1.0;11.0;17.0;38.0;75.926;3103.0;70.7107;0.3929;70.725;0.5231383063615181;0.42346763627668527;0.615819209039548;0.5862068965517241;0.0;0.01732186632451825;0.7129160017150741;0.6016949152542372;0.5;0.0;0.692748325988518
2164;71.0;110.0;8.01146507;-44.7023926;181.0;1450.07517767;6.685379869999906;7.157276870000032;17.098729090000006;12.279479869999932;-44.797414;8.011930099999999;180.951908;1450.1593480999998;7.770348099999828;11.881030499999644;0.0841704299998582;31.997721191890317;8.403314917127071;878.6114603519055;0.0743294146247166;-1.0;1.0;11.0;16.0;39.0;135.0;2605.5435;125.7598;0.6948;125.752;0.5479897978132277;0.42268632889996266;0.6214689265536724;0.5517241379310345;1.0;0.017102935026248003;0.7156394203615591;0.6016949152542372;0.5;0.0;0.6957051562848429
