;Z;N;dz_BE/A;dz_ME;A;dz_BE;dz_S1n;dz_S1p;dz_S2p;dz_S2n;ame_ME;ame_BE/A;ame_AM;ame_BE;ame_S2p;ame_S2n;BE_diff_dz_ame;Surf;Asym;Coul;Pair;Z_parity;N_parity;Z_distance;N_distance;N-Z;ame_AM_unc;ame_BDE;ame_BDE_unc;ame_BE/A_unc;ame_ME_unc;rescaled_Asym;rescaled_Coul;rescaled_N;rescaled_N_distance;rescaled_N_parity;rescaled_Pair;rescaled_Surf;rescaled_Z;rescaled_Z_distance;rescaled_Z_parity;rescaled_ame_BE
797;34.0;40.0;8.69098759;-72.4508057;74.0;643.13308166;11.694109040000058;8.137731540000004;14.132150780000076;20.98226390000002;-72.21321;8.6877155;73.922475933;642.8909470000001;-2.7739344000000274;20.48765260000003;-0.2421346600000333;17.626028979376553;0.4864864864864865;267.24870966027703;0.1162476387438192;1.0;1.0;6.0;10.0;6.0;0.015;-6925.0492;5.8354;0.0003;0.015;0.03172434140546753;0.12856920389396045;0.22598870056497175;0.3448275862068966;1.0;0.061612612773947154;0.38384246596902616;0.288135593220339;0.2727272727272727;1.0;0.31023084335416373
798;34.0;41.0;8.68697071;-72.7692261;75.0;651.52280325;8.389721590000022;8.543921310000087;15.27710986000011;20.08383063000008;-72.169489;8.6789139;74.92252287;650.9185425;-1.2521774999999906;20.08472819999989;-0.604260750000094;17.784466522450312;0.6533333333333333;266.05561917585675;0.1154700538379251;1.0;-1.0;6.0;9.0;7.0;0.078;-3062.4694;4.2855;0.001;0.073;0.04260461553193528;0.12799522659038293;0.23163841807909605;0.3103448275862069;0.0;0.060786956288966215;0.38750028812914283;0.288135593220339;0.2727272727272727;1.0;0.3140640565155253
799;34.0;42.0;8.71074581;-75.1917114;76.0;662.01668156;10.493878310000014;9.25104956000007;16.389941980000117;18.88359990000004;-75.251959;8.7114781;75.919213702;662.0723356;0.4743691999999573;19.18138859999995;0.0556540400000358;17.942201436929967;0.8421052631578947;264.8835527925714;0.1147078669352808;1.0;1.0;6.0;8.0;8.0;0.017;-4962.881;9.3218;0.0003;0.016;0.05491464945039992;0.12743136365536098;0.23728813559322035;0.27586206896551724;1.0;0.05997764973714703;0.39114188881553563;0.288135593220339;0.2727272727272727;1.0;0.31939004317118397
800;34.0;43.0;8.69746208;-74.8082275;77.0;669.70458016;7.687898599999926;9.57301095999992;17.424106660000007;18.18177690999994;-74.599497;8.6946908;76.91991415;669.4911916;1.8219355000000212;18.57264910000004;-0.2133885599999985;18.099246023352887;1.051948051948052;263.7318706259993;0.1139605764596379;1.0;-1.0;6.0;7.0;9.0;0.067;-1364.6792;2.8099;0.0008;0.062;0.06859873823390056;0.12687730725043664;0.24293785310734464;0.24137931034482757;0.0;0.05918416053397174;0.3947675520087391;0.288135593220339;0.2727272727272727;1.0;0.3229325804678685
801;34.0;44.0;8.71426678;-76.7450562;78.0;679.7128088400001;10.008228680000116;10.2903574500001;18.488687960000107;17.69612728000004;-77.025952;8.7178072;77.917309244;679.9889615999999;3.599200799999875;17.91662599999993;0.2761527599998317;18.25561221028858;1.2820512820512822;262.5999602556896;0.1132277034144595;1.0;1.0;6.0;6.0;10.0;0.191;-3573.7836;3.575;0.0023;0.179;0.08360403361839733;0.12633276274964172;0.2485875706214689;0.20689655172413793;1.0;0.058405980070548896;0.3983775531017253;0.288135593220339;0.2727272727272727;1.0;0.3279453131259786
802;34.0;45.0;8.69652081;-75.9860229;79.0;687.0251439900001;7.312335149999967;10.558417469999997;19.474939130000053;17.320563830000083;-75.917466;8.6955923;78.918499252;686.9517917000001;4.825588600000017;17.46060010000004;-0.0733522900001162;18.41131157020244;1.5316455696202531;261.48723521224235;0.1125087900926024;1.0;-1.0;6.0;5.0;11.0;0.238;150.6016;1.0186;0.0028;0.223;0.09988036320132075;0.12579744801165574;0.2542372881355932;0.1724137931034483;0.0;0.05764262234352617;0.4019721592661479;0.288135593220339;0.2727272727272727;1.0;0.3312700959927343
803;34.0;46.0;8.70757866;-77.4957886;80.0;696.6062927999999;9.581148809999831;11.282709269999827;20.489332319999903;16.8934839599998;-77.759487;8.710814200000002;79.916521761;696.865136;6.659480000000098;16.876174400000135;0.2588432000002285;18.566355334451117;1.8;260.3931335656769;0.1118033988749894;1.0;1.0;6.0;4.0;12.0;1.016;-1870.4623;0.3095;0.0118;0.947;0.11738006320022985;0.12527109270069164;0.2598870056497175;0.13793103448275862;1.0;0.05689362267949451;0.40555162979853737;0.288135593220339;0.2727272727272727;1.0;0.33600376273564253
804;34.0;47.0;8.68631649;-76.409729;81.0;703.59163569;6.985342890000084;11.497671689999947;21.425035149999985;16.566491699999915;-76.389019;8.6859998;80.917993019;703.5659837999999;8.532629099999903;16.61419209999987;-0.0256518900000628;18.720754407467133;2.08641975308642;259.3171166071374;0.1111111111111111;1.0;-1.0;6.0;3.0;13.0;1.049;1588.0317;1.3787;0.0121;0.977;0.13605782359971774;0.12475343765228492;0.2655367231638418;0.10344827586206896;0.0;0.056158536546280766;0.40911621644777957;0.288135593220339;0.2727272727272727;1.0;0.3392034478691599
805;34.0;48.0;8.69262886;-77.5422974;82.0;712.79556652;9.20393082999999;12.22570306;22.386401719999867;16.189273720000074;-77.593895;8.6931973;81.916699531;712.8421786;10.614129199999969;15.977042599999928;0.0466120800000453;18.874519380186243;2.3902439024390243;258.2586676166948;0.1104315260748465;1.0;1.0;6.0;2.0;14.0;0.5;-95.2184;1.0767;0.0057;0.466;0.1558705446290315;0.1242442342805023;0.2711864406779661;0.06896551724137931;1.0;0.05543693844421539;0.4126661637251105;0.288135593220339;0.2727272727272727;1.0;0.34363287284388805
806;34.0;49.0;8.66862202;-76.1710815;83.0;719.4956276600001;6.700061140000116;12.387797620000129;23.26885703000005;15.903991970000106;-75.34054300000001;8.658556;82.919118604;718.660148;12.799413400000075;15.094164200000115;-0.8354796600000327;19.02766054276645;2.710843373493976;257.21729071065016;0.1097642599896903;1.0;-1.0;6.0;1.0;15.0;3.259;3673.178;4.8392;0.0366;3.036;0.17677720361480398;0.12374324402339716;0.2768361581920904;0.034482758620689655;0.0;0.054728420871097666;0.4162017091977586;0.288135593220339;0.2727272727272727;1.0;0.3464109795480038
807;34.0;50.0;8.67102623;-76.9702148;84.0;728.3662033200001;8.870575659999986;13.116606660000116;24.17457782000008;15.570636800000102;-75.947731;8.6587935;83.918466761;727.338654;16.234604399999952;14.496475399999996;-1.0275493200000485;19.180187896644355;3.0476190476190474;256.1925097623211;0.1091089451179962;1.0;1.0;6.0;0.0;16.0;2.105;1835.3638;25.7652;0.0233;1.961;0.19873873134430448;0.1232502378238168;0.2824858757062147;0.0;1.0;0.054032593355134564;0.4197230837672874;0.288135593220339;0.2727272727272727;1.0;0.35055500541728885
808;34.0;51.0;8.61910439;-73.1564941;85.0;732.62387315;4.257669829999941;13.303297189999968;25.16961574000004;13.128245489999928;-72.413645;8.6103045;84.922260758;731.8758825000001;17.725526000000187;13.21573450000002;-0.7479906500000197;19.3321111659706;3.4;255.18386739081197;0.108465228909328;1.0;-1.0;6.0;1.0;17.0;2.804;6161.8335;4.0313;0.0307;2.613;0.2217178971559897;0.12276499564291538;0.288135593220339;0.034482758620689655;0.0;0.05334908155064151;0.423230511933604;0.288135593220339;0.2727272727272727;1.0;0.35272155254865656
809;34.0;52.0;8.59092712;-71.2809448;86.0;738.81973232;6.195859169999949;14.120187320000014;26.210899160000054;10.45352899999989;-70.503175;8.581822399999998;85.924311732;738.0367263999999;19.53854639999999;10.698072399999946;-0.7830059200000505;19.483439808463515;3.767441860465116;254.190924012745;0.1078327732034384;1.0;1.0;6.0;2.0;18.0;2.705;5129.086;3.9717;0.0293;2.52;0.24567920204699267;0.12228730600395647;0.2937853107344633;0.06896551724137931;1.0;0.052677526391747956;0.4267242120455356;0.288135593220339;0.2727272727272727;1.0;0.355663383377399
810;34.0;53.0;8.53444958;-66.8870239;87.0;742.49711346;3.67738114000008;14.278111800000032;27.19714981000004;9.873240310000028;-66.42613300000001;8.529092;86.928688616;742.031004;21.236004000000072;10.155121500000009;-0.4661094599999842;19.63418302571681;4.149425287356322;253.21325695234788;0.1072112534837794;1.0;-1.0;6.0;3.0;19.0;2.405;7465.5526;3.8766;0.0258;2.241;0.2705887791525094;0.12181696556419012;0.2994350282485876;0.10344827586206896;0.0;0.05201758329975863;0.4302043965388011;0.288135593220339;0.2727272727272727;1.0;0.35757066899816214
811;34.0;54.0;8.50094223;-64.4014282;88.0;748.08291624;5.5858027799999945;15.11503545000005;28.22864351999999;9.263183920000074;-63.884203;8.495004499999999;87.93141749;747.560396;22.79239599999995;9.523669600000025;-0.5225202400001763;19.7843497729948;4.545454545454546;252.25045960568377;0.1066003581778052;1.0;1.0;6.0;4.0;20.0;3.604;6831.764;4.6125;0.0382;3.357;0.29641430101068145;0.12135377871277678;0.3050847457627119;0.13793103448275862;1.0;0.05136892144019996;0.43367127216215234;0.288135593220339;0.2727272727272727;1.0;0.3602109786884956
812;34.0;55.0;8.44086075;-59.4837036;89.0;751.2366067500001;3.1536905100000467;15.245532910000064;29.20562124000014;8.739493290000041;-58.992398;8.4352799;88.936669058;750.7399110999999;24.41091109999991;8.708907099999836;-0.496695650000106;19.93394876854618;4.955056179775281;251.30214065515528;0.105999788000636;1.0;-1.0;6.0;5.0;21.0;4.003;9281.873;4.951;0.0419;3.729;0.3231248930792844;0.12089755719289744;0.3107344632768362;0.1724137931034483;0.0;0.05073122302590817;0.43712504019239934;0.288135593220339;0.2727272727272727;1.0;0.36172921153020615
813;34.0;56.0;8.40296555;-56.442627;90.0;756.2668994999999;5.0302927499998304;16.100801609999962;30.225860699999885;8.183983259999877;-55.800223;8.3957672;89.940096;755.619048;25.809048000000068;8.058652000000118;-0.6478514999998879;20.08298850246508;5.377777777777778;250.36792333073143;0.1054092553389459;1.0;1.0;6.0;6.0;22.0;354.0;8200.0834;329.766;3.6639;329.749;0.35069105301797066;0.12044811974634137;0.3163841807909604;0.20689655172413793;1.0;0.050104182662828026;0.44056589663898443;0.288135593220339;0.2727272727272727;1.0;0.36405902146908087
814;34.0;57.0;8.34004116;-51.0480957;91.0;758.94374556;2.6768460600001163;16.203419460000077;31.191760160000054;7.707138809999947;-50.58013;8.3348382;90.9457;758.4702762;28.300276199999963;7.730365100000053;-0.4734693599999673;20.231477245126285;5.813186813186813;249.447444714634;0.1048284836721918;1.0;-1.0;6.0;7.0;23.0;465.0;10527.1716;433.1593;4.7598;433.145;0.37908457529256157;0.1200052917790015;0.3220338983050847;0.24137931034482757;0.0;0.049487506735461165;0.44399403243872454;0.288135593220339;0.2727272727272727;1.0;0.3654204958311468
815;34.0;58.0;8.29854584;-47.4992065;92.0;763.4662172799999;4.522471719999885;17.075221929999884;32.199566379999965;7.199317780000001;-46.724;8.29;91.94984;762.68;18.027;7.060951999999932;-0.7862172799999598;20.3794230552194;6.260869565217392;248.5403550864801;0.1042572070285373;1.0;1.0;6.0;8.0;24.0;429.0;9509.0;400.0;4.0;400.0;0.4082784806964517;0.11956890504583274;0.327683615819209;0.27586206896551724;1.0;0.048880912829154397;0.4474096336412948;0.288135593220339;0.2727272727272727;1.0;0.36743065798690777
816;34.0;59.0;8.23342705;-41.6702271;93.0;765.7087156499999;2.242498370000021;17.151384489999828;33.15357778999987;6.764970089999906;-40.86;8.225;92.956135;764.925;3.572606000000029;6.454723800000036;-0.7837156499999764;20.526833787405323;6.720430107526882;247.6463173061159;0.1036951694730425;1.0;-1.0;6.0;9.0;25.0;429.0;12030.0;588.0;4.0;400.0;0.43824695041901823;0.1191387973539428;0.3333333333333333;0.3103448275862069;0.0;0.04828412918664847;0.4508128815859923;0.288135593220339;0.2727272727272727;1.0;0.36850265564140555
817;34.0;60.0;8.18898582;-37.6549072;94.0;769.76466708;4.05595143000005;18.037578869999948;34.14759959999992;6.298449800000071;-36.803;8.18;93.96049;768.92;-4.706424100000062;6.24;-0.844667080000022;20.673717099616518;7.191489361702128;246.76500623159288;0.1031421246258793;1.0;1.0;6.0;10.0;26.0;537.0;10846.0;539.0;5.0;500.0;0.4689652643224313;0.11871481228258962;0.3389830508474576;0.3448275862068966;1.0;0.047696894196508646;0.4542039530702763;0.288135593220339;0.2727272727272727;1.0;0.3704102862114361
818;34.0;61.0;8.12219334;-31.4271851;95.0;771.6083673;1.8437002200000732;18.086816560000106;35.08729617000006;5.899651650000124;-30.46;8.112;94.9673;770.64;-3.732;5.715;-0.968367300000068;20.820080460021323;7.673684210526316;245.8961081699361;0.1025978352085154;1.0;-1.0;6.0;11.0;27.0;537.0;13390.0;583.0;5.0;500.0;0.5004097431167693;0.11829679891895457;0.3446327683615819;0.3793103448275862;0.0;0.047118955911253146;0.4575830205105521;0.288135593220339;0.2727272727272727;1.0;0.3712315939912741
819;35.0;30.0;7.90468836;-16.5473022;65.0;513.8047434;18.365289959999984;-2.9566703599999755;-2.4216577800000323;34.69758311999999;-16.49;7.904;64.982297;513.76;-31.99528150000004;-255.16;-0.0447434000000157;16.166235625781553;0.3846153846153846;295.9664676104624;0.1240347345892084;-1.0;1.0;7.0;2.0;-5.0;537.0;0.0;0.0;8.0;500.0;0.025081210085519196;0.14238487126226426;0.1694915254237288;0.06896551724137931;1.0;0.06988111970505947;0.3501404508129025;0.2966101694915254;0.3181818181818182;0.0;0.2485702320815234
820;35.0;31.0;8.01080799;-23.384491;66.0;528.71332734;14.908583939999971;-2.2230520100000604;-1.053701779999983;33.273873899999955;-23.57;8.014;65.974697;528.924;-29.990624399999973;-241.716;0.2106726600000001;16.331620904278438;0.2424242424242424;294.4640738801719;0.1230914909793327;-1.0;-1.0;7.0;3.0;-4.0;429.0;0.0;0.0;6.0;400.0;0.015808762720569674;0.14166209297052143;0.1751412429378531;0.10344827586206896;0.0;0.06887956322227873;0.3539586742270421;0.2966101694915254;0.3181818181818182;0.0;0.25581111067074586
821;35.0;32.0;8.14678288;-32.4342651;67.0;545.83445296;17.121125620000043;-1.6954103599999826;0.1772142099999882;32.029709560000015;-32.53;8.148;66.965078;545.916;-25.632089500000003;32.156;0.0815470399999185;16.496172972233907;0.1343283582089552;292.9917289098262;0.1221694443563052;-1.0;1.0;7.0;4.0;-3.0;322.0;-16978.0;520.0;4.0;300.0;0.008759706208972375;0.1409537706705363;0.1807909604519774;0.13793103448275862;1.0;0.06790051415897153;0.3577576614429719;0.2966101694915254;0.3181818181818182;0.0;0.2639248675283077
822;35.0;33.0;8.22849655;-38.0662231;68.0;559.5377653999999;13.703312439999875;-1.0299319500001047;1.5017277199998489;30.82443805999992;-38.791;8.239;67.958356;560.252;-21.67470759999997;31.328;0.714234600000168;16.659908371007916;0.0588235294117647;291.5483964926386;0.1212678125181664;-1.0;-1.0;7.0;5.0;-2.0;278.0;-13165.0;563.0;4.0;259.0;0.0038359497777852884;0.14025940585931587;0.1864406779661017;0.1724137931034483;0.0;0.06694314195616546;0.36153779434841776;0.2966101694915254;0.3181818181818182;0.0;0.2707703723723523
823;35.0;34.0;8.34211159;-46.0627441;69.0;575.60569971;16.067934310000055;-0.4752634500000567;4.15629115999991;29.77124674999993;-46.259478;8.3449026;68.95033841;575.7982794;-18.417397200000007;29.8822794;0.1925796900000023;16.82284307569508;0.0144927536231884;290.1330907257558;0.1203858530857692;-1.0;1.0;7.0;6.0;-1.0;45.091;-14119.0;303.0;0.6087;42.003;0.0009450890756862303;0.13957852423430836;0.192090395480226;0.20689655172413793;1.0;0.0660066583396123;0.36529944175782825;0.2966101694915254;0.3181818181818182;0.0;0.27819379110418624
824;35.0;35.0;8.40396976;-50.6635132;70.0;588.2778832;12.672183490000066;1.5587571400000115;6.7407129199999645;28.74011780000012;-51.425627;8.414796399999998;69.944792321;589.0357479999999;-14.473039000000108;28.783747999999903;0.7578647999998793;16.984992522418104;0.0;288.7448728811079;0.1195228609334393;-1.0;-1.0;7.0;7.0;0.0;16.0;-10325.0;201.0;0.2129;14.904;0.0;0.13891067418801759;0.1977401129943503;0.24137931034482757;0.0;0.06509031459160769;0.369042960042494;0.2966101694915254;0.3181818181818182;0.0;0.2845147422358958
825;35.0;36.0;8.47953129;-56.3610229;71.0;602.0467215900001;13.768838390000042;2.1795207900000837;8.018666340000095;26.441021880000108;-56.502426;8.4814629;70.939342153;602.1838659;-12.955519100000034;26.385586499999977;0.1371443099999396;17.146371633935342;0.0140845070422535;287.3828485124375;0.1186781658193853;-1.0;1.0;7.0;8.0;1.0;5.799;-10175.2155;128.8452;0.0761;5.402;0.0009184668482021102;0.13825542541623967;0.2033898305084746;0.27586206896551724;1.0;0.06419339903490912;0.37276869372174504;0.2966101694915254;0.3181818181818182;0.0;0.2907930280042078
826;35.0;37.0;8.5080862;-58.8251343;72.0;612.5822063999999;10.535484809999843;2.802361479999945;9.132346799999937;24.304323199999885;-59.06175;8.5113126;71.936594606;612.8145072;-10.732751999999978;23.77875920000009;0.2323008000000754;17.306994843688898;0.0555555555555555;286.046164777636;0.1178511301977579;-1.0;-1.0;7.0;9.0;2.0;1.1;-5121.1683;8.0761;0.0142;1.025;0.0036228414567972137;0.1376123676298807;0.20903954802259886;0.3103448275862069;0.0;0.06331523470953332;0.3764769760181456;0.2966101694915254;0.3181818181818182;0.0;0.29586920730906624
827;35.0;38.0;8.56867027;-63.6844482;73.0;625.51292971;12.930723310000076;3.362111949999985;10.370111859999952;23.46620811999992;-63.645787;8.5680803;72.931673441;625.4698619000001;-8.871660799999955;23.285996000000043;-0.043067810000025;17.466876118408518;0.1232876712328767;284.7340079576184;0.1170411471961305;-1.0;1.0;7.0;10.0;3.0;7.237;-7094.0287;9.4187;0.0923;6.741;0.008039730356180125;0.13698110936132574;0.21468926553672316;0.3448275862068966;1.0;0.062455177225201094;0.3801681293793466;0.2966101694915254;0.3181818181818182;0.0;0.30191219642053063
828;35.0;39.0;8.58705139;-65.5419312;74.0;635.4418028599999;9.92887314999996;4.00283023999998;11.444938219999926;22.859596460000034;-65.288161;8.5835615;73.929910279;635.183551;-7.136597000000067;22.369043799999982;-0.258251859999973;17.626028979376553;0.2162162162162162;283.44560115483927;0.1162476387438192;-1.0;-1.0;7.0;11.0;4.0;6.264;-2956.3173;6.173;0.0789;5.835;0.014099707291318899;0.13636127685723076;0.22033898305084745;0.3793103448275862;0.0;0.061612612773947154;0.38384246596902616;0.2966101694915254;0.3181818181818182;0.0;0.30655052690236606
829;35.0;40.0;8.63517094;-69.6665649;75.0;647.6378205;12.196017640000036;4.504738839999959;12.642470379999963;22.124890789999995;-69.10702;8.6276497;74.925810566;647.0737275;-5.4918824999999485;21.60386560000002;-0.5640930000000708;17.784466522450312;0.3333333333333333;282.1802021562117;0.1154700538379251;-1.0;1.0;7.0;10.0;5.0;4.6;-4783.388;9.1671;0.0571;4.285;0.021737048740783305;0.13575251305040614;0.22598870056497175;0.3448275862068966;1.0;0.060786956288966215;0.38750028812914283;0.2966101694915254;0.3181818181818182;0.0;0.3122281399623058
830;35.0;41.0;8.64085579;-70.6624146;76.0;656.70504004;9.067219539999996;5.1822367899999335;13.72615810000002;21.263237180000036;-70.28907799999999;8.635883;75.924541574;656.327108;-3.566999199999962;21.14355700000003;-0.3779320400000188;17.942201436929967;0.4736842105263157;280.93710144666665;0.1147078669352808;-1.0;-1.0;7.0;9.0;6.0;10.007;-1275.3724;10.149;0.1227;9.322;0.030889490315849952;0.13515447660417074;0.23163841807909605;0.3103448275862069;0.0;0.05997764973714703;0.39114188881553563;0.2966101694915254;0.3181818181818182;0.0;0.3166466710055911
831;35.0;42.0;8.67067242;-73.527771;77.0;667.6417763400001;10.93673630000012;5.62509478000004;14.87614434000011;20.00395584000012;-73.234818;8.6668073;76.921379193;667.3441621000001;-2.246213199999882;20.27043460000004;-0.2976142400000299;18.099246023352887;0.6363636363636364;279.7156203609084;0.1139605764596379;-1.0;1.0;7.0;8.0;7.0;3.017;-3065.3663;3.4244;0.0365;2.811;0.0414980021414954;0.1345668410231904;0.23728813559322035;0.27586206896551724;1.0;0.05918416053397174;0.3947675520087391;0.2966101694915254;0.3181818181818182;0.0;0.32190736417025717
832;35.0;43.0;8.66660213;-73.8095093;78.0;675.99496614;8.353189799999882;6.290385979999996;15.863396939999916;19.2899261;-73.452168;8.661959399999999;77.921145858;675.6328332;-0.929494799999986;19.305725199999987;-0.3621329400000377;18.25561221028858;0.8205128205128205;278.515109362095;0.1132277034144595;-1.0;-1.0;7.0;7.0;8.0;3.842;726.1153;3.5845;0.0459;3.58;0.05350658151577429;0.13398929382537758;0.24293785310734464;0.24137931034482757;0.0;0.058405980070548896;0.3983775531017253;0.2966101694915254;0.3181818181818182;0.0;0.32586524211150597
833;35.0;44.0;8.68848705;-76.133728;79.0;686.3904769500001;10.395510810000133;6.677668110000013;16.968025560000115;18.74870061000001;-76.068067;8.6875956;78.918337574;686.3200524;0.8672935999999755;18.97589029999997;-0.0704245500000979;18.41131157020244;1.0253164556962024;277.33494643722673;0.1125087900926024;-1.0;1.0;7.0;6.0;9.0;1.074;-1625.7778;3.3333;0.0127;1.001;0.06686206131658662;0.1334215357699379;0.2485875706214689;0.20689655172413793;1.0;0.05764262234352617;0.4019721592661479;0.2966101694915254;0.3181818181818182;0.0;0.3309684376195254
834;35.0;45.0;8.67970467;-76.0482788;80.0;694.3763736;7.985896649999859;7.351229609999905;17.9096470799999;18.38140745999999;-75.88902499999999;8.6776541;79.918529784;694.212328;2.1097360000000336;18.579494799999985;-0.1640456000000085;18.566355334451117;1.25;276.1745355999604;0.1118033988749894;-1.0;-1.0;7.0;5.0;10.0;1.065;2004.4299;1.1413;0.0124;0.993;0.08151393277793739;0.13286328013709722;0.2542372881355932;0.1724137931034483;0.0;0.05689362267949451;0.40555162979853737;0.2966101694915254;0.3181818181818182;0.0;0.33473703491656326
835;35.0;46.0;8.69494629;-77.8911133;81.0;704.2906494900001;9.914275890000113;7.684356690000186;18.967065960000014;17.90017253999997;-77.977051;8.6959465;80.916288197;704.3716665000001;3.879041400000104;18.051614100000005;0.0810170099998686;18.720754407467133;1.4938271604938271;275.0333054924185;0.1111111111111111;-1.0;1.0;7.0;4.0;11.0;1.049;-280.8517;0.4713;0.0121;0.978;0.09741418139388074;0.13231425205545372;0.2598870056497175;0.13793103448275862;1.0;0.056158536546280766;0.40911621644777957;0.2966101694915254;0.3181818181818182;0.0;0.33958816500264305
836;35.0;47.0;8.68238735;-77.4848022;82.0;711.9557627;7.665113209999959;8.364127010000061;19.86179870000001;17.57938910000007;-77.498677;8.682495300000001;81.916801752;711.9646146000001;5.828560000000056;17.752286600000108;0.0088519000000815;18.874519380186243;1.7560975609756098;273.9107080783126;0.1104315260748465;-1.0;-1.0;7.0;3.0;12.0;1.042;3093.1185;0.9714;0.0118;0.971;0.11451713482949254;0.13177418787325998;0.2655367231638418;0.10344827586206896;0.0;0.05543693844421539;0.4126661637251105;0.2966101694915254;0.3181818181818182;0.0;0.3432138320645243
837;35.0;48.0;8.69203758;-78.8968506;83.0;721.4391191399999;9.483356439999852;8.643552619999923;20.869255679999924;17.14846964999981;-79.013721;8.6933852;82.915175285;721.5509716;7.779689600000042;17.179305099999997;0.1118524600001364;19.02766054276645;2.036144578313253;272.80621742038653;0.1097642599896903;-1.0;1.0;7.0;2.0;13.0;4.073;976.9222;3.7947;0.0457;3.795;0.13277932182623053;0.13124283457026972;0.2711864406779661;0.06896551724137931;1.0;0.054728420871097666;0.4162017091977586;0.2966101694915254;0.3181818181818182;0.0;0.3477913608926661
838;35.0;49.0;8.67645073;-78.208252;84.0;728.8218613199999;7.382742180000037;9.326233659999843;21.71403127999997;16.86609861999989;-77.78309399999999;8.671329400000001;83.916496417;728.3916696;10.36483559999999;16.427054999999935;-0.4301917199998115;19.180187896644355;2.333333333333333;271.71932853579506;0.1091089451179962;-1.0;-1.0;7.0;1.0;14.0;27.622;4656.251;25.73;0.3063;25.73;0.1521593411854831;0.1307199492070784;0.2768361581920904;0.034482758620689655;0.0;0.054032593355134564;0.4197230837672874;0.2966101694915254;0.3181818181818182;0.0;0.35105782512924855
839;35.0;50.0;8.68139744;-79.2337036;85.0;737.9187823999999;9.096921080000016;9.552579079999871;22.66918573999999;16.479663260000052;-78.575478;8.6735926;84.915645758;737.2553710000001;13.82163750000007;15.704399399999994;-0.6634113999999727;19.3321111659706;2.647058823529412;270.64955632358846;0.108465228909328;-1.0;1.0;7.0;0.0;15.0;3.304;2904.8622;3.6705;0.0362;3.078;0.17261774000033803;0.13020529840915268;0.2824858757062147;0.0;1.0;0.05334908155064151;0.423230511933604;0.2966101694915254;0.3181818181818182;0.0;0.35529028263970236
840;35.0;51.0;8.63865185;-76.1676636;86.0;742.9240591;5.005276700000081;10.300185950000014;23.60348313999998;14.102197780000097;-75.632261;8.6323659;85.918805432;742.3834674000001;15.105418400000085;13.99179780000006;-0.54059170000005;19.483439808463515;2.976744186046512;269.596434558972;0.1078327732034384;-1.0;-1.0;7.0;1.0;16.0;3.304;7633.4147;3.0779;0.0358;3.078;0.19411690038280907;0.12969865788298418;0.288135593220339;0.034482758620689655;0.0;0.052677526391747956;0.4267242120455356;0.2966101694915254;0.3181818181818182;0.0;0.3577389718659111
841;35.0;52.0;8.61344051;-74.5415649;87.0;749.3693243700001;6.44526527000005;10.549592050000117;24.66977937000013;11.450541970000131;-73.891685;8.6059105;86.920674016;748.7142134999999;16.709080799999995;11.458842499999912;-0.6551108700000441;19.63418302571681;3.32183908045977;268.55951494945987;0.1072112534837794;-1.0;1.0;7.0;2.0;17.0;3.404;6817.8455;3.1805;0.0364;3.171;0.21662093400297847;0.12919981196201982;0.2937853107344633;0.06896551724137931;1.0;0.05201758329975863;0.4302043965388011;0.2966101694915254;0.3181818181818182;0.0;0.3607619317636486
842;35.0;53.0;8.56607533;-70.9154663;88.0;753.81462904;4.445304669999928;11.317515579999965;25.59562738;10.890569939999978;-70.715967;8.563747900000001;87.92408329;753.6098152000001;18.72181520000007;11.226347799999989;-0.2048138399999288;19.7843497729948;3.6818181818181817;267.5383662484525;0.1066003581778052;-1.0;-1.0;7.0;3.0;18.0;3.404;8975.3282;4.1059;0.036;3.171;0.24009558381865195;0.12870855318021782;0.2994350282485876;0.10344827586206896;0.0;0.05136892144019996;0.43367127216215234;0.2966101694915254;0.3181818181818182;0.0;0.3630996037189963
843;35.0;54.0;8.53505611;-68.6494141;89.0;759.61999379;5.805364749999967;11.537077549999935;26.652112999999986;10.250669419999896;-68.274271;8.530780199999999;88.926704558;759.2394377999999;20.18343779999996;10.5252243;-0.3805559900000617;19.93394876854618;4.056179775280899;266.5325734221344;0.105999788000636;-1.0;1.0;7.0;4.0;19.0;3.504;8261.5231;3.9045;0.0367;3.264;0.2645081324299811;0.12822468187125488;0.3050847457627119;0.13793103448275862;1.0;0.05073122302590817;0.43712504019239934;0.2966101694915254;0.3181818181818182;0.0;0.36578777397418893
844;35.0;55.0;8.48400402;-64.5184326;90.0;763.5603618;3.940368010000043;12.323755049999932;27.56928796;9.74573276000001;-64.000306;8.4781865;89.931292848;763.036785;21.436785000000032;9.426969799999965;-0.5235768000000007;20.08298850246508;4.444444444444445;265.5417368659273;0.1054092553389459;-1.0;-1.0;7.0;5.0;20.0;3.604;10958.9533;3.8396;0.0373;3.357;0.2898273165437774;0.1277480057915742;0.3107344632768362;0.1724137931034483;0.0;0.050104182662828026;0.44056589663898443;0.2966101694915254;0.3181818181818182;0.0;0.367601024438204
