Z;N;dz_BE/A;dz_ME
30;141;1.76097918;1055.60803
30;142;1.69521153;1073.23035
30;143;1.62427318;1091.87891
30;144;1.55916977;1109.65405
30;145;1.48903775;1128.43945
30;146;1.42461729;1146.35962
30;147;1.35530269;1165.27515
30;148;1.29157817;1183.33423
30;149;1.22308898;1202.37354
30;150;1.16006851;1220.56543
30;151;1.09240222;1239.72437
30;152;1.03010023;1258.04236
30;153;0.963266313;1277.31433
30;154;0.901682734;1295.75366
30;155;0.835678279;1315.13428
30;156;0.774815083;1333.69055
30;157;0.709636450;1353.17554
30;158;0.649497569;1371.84326
30;159;0.585138500;1391.42908
30;160;0.525718033;1410.20520
30;161;0.462176293;1429.88733
30;162;0.403470993;1448.76794
30;163;0.340735644;1468.54382
30;164;0.282733768;1487.52686
30;165;0.220795795;1507.39331
30;166;0.163495719;1526.47473
30;167;0.102350399;1546.42822
30;168;4.57334630E-02;1565.60754
31;10;0.838098288;272.311707
31;11;1.65939605;245.050476
31;12;2.45827961;217.110443
31;13;3.14410233;192.547379
31;14;3.82363558;166.895630
31;15;4.35873413;146.528870
31;16;4.88863087;125.336349
31;17;5.31867170;107.877151
31;18;5.75782013;89.1115723
31;19;6.10855818;73.8882446
31;20;6.47837877;56.9902039
31;21;6.75121975;44.3955078
31;22;7.04666662;30.0569458
31;23;7.26719952;19.1729126
31;24;7.51785421;6.19104004
31;25;7.69871569;-3.38366699
31;26;7.91356516;-15.2574158
31;27;8.06269455;-23.7491150
31;28;8.24864578;-34.7115479
31;29;8.33569145;-40.1115417
31;30;8.45788479;-47.8296509
31;31;8.51729012;-51.8992615
31;32;8.58997536;-56.9243774
31;33;8.60672760;-58.5151062
31;34;8.65992355;-62.5081787
31;35;8.66380310;-63.3527527
31;36;8.70142651;-66.4659424
31;37;8.69539547;-66.6859131
31;38;8.72052765;-69.0440674
31;39;8.70688343;-68.7380981
31;40;8.72197437;-70.4450684
31;41;8.69621372;-69.2409058
31;42;8.69516563;-69.7891846
31;43;8.66380882;-68.0925903
31;44;8.65729523;-68.1964722
31;45;8.62369537;-66.2288818
31;46;8.61292171;-65.9515991
31;47;8.57793617;-63.7642212
31;48;8.56390953;-63.1627808
31;49;8.52821922;-60.8000488
31;50;8.51175594;-59.9232788
31;51;8.44582081;-54.9570312
31;52;8.39553165;-51.1574707
31;53;8.32608795;-45.6483154
31;54;8.27109623;-41.2287598
31;55;8.19906330;-35.2336426
31;56;8.14033318;-30.2518311
31;57;8.06645298;-23.8193359
31;58;8.00479126;-18.3264771
31;59;7.92967176;-11.4991455
31;60;7.86575556;-5.54107666
31;61;7.78990507;1.64282227
31;62;7.72428894;8.02661133
31;63;7.64812994;15.5326538
31;64;7.58128738;22.3059082
31;65;7.50516462;30.1038208
31;66;7.43750381;37.2331543
31;67;7.36170387;45.2953491
31;68;7.29356480;52.7507935
31;69;7.21832752;61.0523682
31;70;7.14999485;68.8070679
31;71;7.07525110;77.3522339
31;72;7.00547934;85.5348511
31;73;6.93140745;94.3042603
31;74;6.86379623;102.543457
31;75;6.79262686;111.294922
31;76;6.72723341;119.570801
31;77;6.65897799;128.286560
31;78;6.59584665;136.580322
31;79;6.53048325;145.245728
31;80;6.46964645;153.539551
31;81;6.40715790;162.140015
31;82;6.34863186;170.417725
31;83;6.26506186;181.667358
31;84;6.18355942;192.846497
31;85;6.10013437;204.411621
31;86;6.01837635;215.948608
31;87;5.93526030;227.809204
31;88;5.85344410;239.681458
31;89;5.77078104;251.819031
31;90;5.68906212;264.007629
31;91;5.60697842;276.404053
31;92;5.52550697;288.889526
31;93;5.44410515;301.529236
31;94;5.36299992;314.294678
31;95;5.28237581;327.161621
31;96;5.20173788;340.191650
31;97;5.12196827;353.271851
31;98;5.04189825;366.550232
31;99;4.96304369;379.830811
31;100;4.88362122;393.343506
31;101;4.80573893;406.811768
31;102;4.72702265;420.546570
31;103;4.65015841;434.190796
31;104;4.57221270;448.134705
31;105;4.49639654;461.944885
31;106;4.41927242;476.085815
31;107;4.34453392;490.051880
31;108;4.26826954;504.379456
31;109;4.19462729;518.492554
31;110;4.11925507;532.996704
31;111;4.04673052;547.247314
31;112;3.97227550;561.919067
31;113;3.90330505;575.949951
31;114;3.83108878;590.589294
31;115;3.76303983;604.764771
31;116;3.69357777;619.284058
31;117;3.62842035;633.305176
31;118;3.56163931;647.698425
31;119;3.49929118;661.560425
31;120;3.43512440;675.821716
31;121;3.37550998;689.519409
31;122;3.31388497;703.643799
31;123;3.25692368;717.173340
31;124;3.19777894;731.155273
31;125;3.14338565;744.514282
31;126;3.08664680;758.350220
31;127;3.01621461;774.463257
31;128;2.94232202;791.267334
31;129;2.87244463;807.576782
31;130;2.79901218;824.598267
31;131;2.72973228;841.094055
31;132;2.65679979;858.323730
31;133;2.58814192;874.998230
31;134;2.51575184;892.425720
31;135;2.44775081;909.269531
31;136;2.37592912;926.887451
31;137;2.30860567;943.893250
31;138;2.23738098;961.692871
31;139;2.17075777;978.852905
31;140;2.10015678;996.826294
31;141;2.03424788;1014.13391
31;142;1.96429217;1032.27332
31;143;1.89910579;1049.72290
31;144;1.82980835;1068.02222
31;145;1.76536477;1085.60583
31;146;1.69673681;1104.05896
31;147;1.63303280;1121.77295
31;148;1.56509364;1140.37244
31;149;1.50214028;1158.21033
31;150;1.43488681;1176.95239
31;151;1.37268400;1194.90979
31;152;1.30612445;1213.78894
31;153;1.24467456;1231.86096
31;154;1.17881441;1250.87170
31;155;1.11811030;1269.05530
31;156;1.05294633;1288.19421
31;157;0.992984056;1306.48560
31;158;0.928516209;1325.74829
31;159;0.869295239;1344.14319
31;160;0.805514455;1363.52747
31;161;0.747017682;1382.02466
31;162;0.683925271;1401.52588
31;163;0.626143336;1420.12305
31;164;0.563731492;1439.73865
31;165;0.506655276;1458.43311
31;166;0.444907516;1478.16223
31;167;0.388530374;1496.95142
31;168;0.327437252;1516.79175
31;169;0.275063604;1535.01038
31;170;0.216841951;1554.50928
31;171;0.164769053;1572.88257
31;172;0.108630955;1592.18518
31;173;5.86305335E-02;1610.34802
31;174;4.51624440E-03;1629.45422
32;10;0.473246723;294.086395
32;11;1.28497791;266.780090
32;12;2.11712480;236.952026
32;13;2.79913759;212.215683
32;14;3.50771093;184.893585
32;15;4.04534245;164.188538
32;16;4.60320997;141.436981
32;17;5.03865004;123.568542
32;18;5.50246096;103.410767
32;19;5.86040163;87.7246704
32;20;6.25177097;69.5844727
32;21;6.53378868;56.4571228
32;22;6.84824467;41.0141296
32;23;7.07806683;29.5970154
32;24;7.34508038;15.6375732
32;25;7.53553152;5.50814819
32;26;7.76431179;-7.22525024
32;27;7.92310095;-16.2867432
32;28;8.12075329;-27.9976196
32;29;8.21943951;-34.0668335
32;30;8.35354900;-42.5296936
32;31;8.42471790;-47.2954712
32;32;8.53225708;-54.5313416
32;33;8.55853748;-56.7004395
32;34;8.62217712;-61.3878479
32;35;8.63424683;-62.7472534
32;36;8.68229961;-66.5777588
32;37;8.68321323;-67.2517090
32;38;8.71869278;-70.3470459
32;39;8.71083641;-70.4365845
32;40;8.73612404;-72.8967896
32;41;8.71569443;-72.0701294
32;42;8.72468567;-73.3797607
32;43;8.69707298;-71.9621582
32;44;8.70031738;-72.8344727
32;45;8.66948318;-71.0891113
32;46;8.66816616;-71.5844727
32;47;8.63502026;-69.5628052
32;48;8.63011456;-69.7340088
32;49;8.59539223;-67.4802246
32;50;8.58770275;-67.3737183
32;51;8.52354527;-62.5649414
32;52;8.48343849;-59.6481323
32;53;8.41529369;-54.2678833
32;54;8.37039852;-50.7508545
32;55;8.29920673;-44.8561401
32;56;8.25046635;-40.7947998
32;57;8.17698860;-34.4343262
32;58;8.12518501;-29.8776855
32;59;8.05005646;-23.0948486
32;60;7.99583769;-18.0853271
32;61;7.91958141;-10.9179077
32;62;7.86350393;-5.49487305
32;63;7.78655624;2.02301025
32;64;7.72907400;7.82617188
32;65;7.65179062;15.6649170
32;66;7.59329796;21.8168335
32;67;7.51598501;29.9488525
32;68;7.45680428;36.4223633
32;69;7.37971020;44.8234253
32;70;7.32011747;51.5935669
32;71;7.24365807;60.2200928
32;72;7.18233395;67.4255981
32;73;7.10564947;76.3664551
32;74;7.04620743;83.6330566
32;75;6.97206926;92.5910034
32;76;6.91456985;99.9002686
32;77;6.84299421;108.858826
32;78;6.78747606;116.194214
32;79;6.71846342;125.138489
32;80;6.66495609;132.484253
32;81;6.59848976;141.401367
32;82;6.54700947;148.743042
32;83;6.46040058;160.227417
32;84;6.38703489;170.348816
32;85;6.30049276;182.158569
32;86;6.22680807;192.624268
32;87;6.14049673;204.739868
32;88;6.06667757;215.529114
32;89;5.98073339;227.932983
32;90;5.90693426;239.027161
32;91;5.82148552;251.701782
32;92;5.74783802;263.083984
32;93;5.66298151;276.014587
32;94;5.58960199;287.668823
32;95;5.50543308;300.840027
32;96;5.43242168;312.751404
32;97;5.34901333;326.150085
32;98;5.27645111;338.305481
32;99;5.19386721;351.918945
32;100;5.12183142;364.305237
32;101;5.04012060;378.122192
32;102;4.96866941;390.727966
32;103;4.88788128;404.737122
32;104;4.81707382;417.550354
32;105;4.73723650;431.742493
32;106;4.66710567;444.754578
32;107;4.58825397;459.119263
32;108;4.51884842;472.319214
32;109;4.44099045;486.849670
32;110;4.37233353;500.229370
32;111;4.29549217;514.916748
32;112;4.22760630;528.468079
32;113;4.15463161;542.893372
32;114;4.08874559;556.429382
32;115;4.01605988;571.096863
32;116;3.95274568;584.522705
32;117;3.88281775;599.060486
32;118;3.82200313;612.371277
32;119;3.75475883;626.774597
32;120;3.69637108;639.966064
32;121;3.63173342;654.230774
32;122;3.57570934;667.298035
32;123;3.51359153;681.421997
32;124;3.45987177;694.360107
32;125;3.40020061;708.339905
32;126;3.34869766;721.148560
32;127;3.27382946;737.775330
32;128;3.20603561;753.419800
32;129;3.13175058;770.245178
32;130;3.06438947;786.097229
32;131;2.99072719;803.111084
32;132;2.92383003;819.163025
32;133;2.85081506;836.357910
32;134;2.78441954;852.600098
32;135;2.71207404;869.968872
32;136;2.64620399;886.394287
32;137;2.57454967;903.929199
32;138;2.50922966;920.530273
32;139;2.43827963;938.224854
32;140;2.37352753;954.995483
32;141;2.30329657;972.843140
32;142;2.23913002;989.776123
32;143;2.16962337;1007.77222
32;144;2.10605311;1024.86230
32;145;2.03728461;1042.99976
32;146;1.97431934;1060.24158
32;147;1.90629125;1078.51562
32;148;1.84393990;1095.90405
32;149;1.77664864;1114.31116
32;150;1.71491766;1131.84082
32;151;1.64836311;1150.37695
32;152;1.58725190;1168.04431
32;153;1.52143741;1186.70422
32;154;1.46094489;1204.50574
32;155;1.39585757;1223.28735
32;156;1.33598757;1241.21863
32;157;1.27162206;1260.11902
32;158;1.21236753;1278.17700
32;159;1.14872050;1297.19275
32;160;1.09006763;1315.37671
32;161;1.02712381;1334.50610
32;162;0.969074190;1352.81213
32;163;0.906825662;1372.05273
32;164;0.849371672;1390.47852
32;165;0.787803173;1409.82935
32;166;0.730919123;1428.37598
32;167;0.670022845;1447.83484
32;168;0.613712788;1466.49817
32;169;0.557170451;1485.32080
32;170;0.503562152;1503.66394
32;171;0.446809977;1522.75244
32;172;0.395176351;1540.91040
32;173;0.340453833;1559.80457
32;174;0.290722698;1577.78003
32;175;0.237966910;1596.48132
32;176;0.190086067;1614.27393
32;177;0.139226824;1632.78467
32;178;9.31374058E-02;1650.39575
32;179;4.41128500E-02;1668.71802
33;10;6.27694651E-02;318.552704
33;11;0.908201456;289.362305
33;12;1.72825837;259.622894
33;13;2.44057727;233.199387
33;14;3.14250612;205.839508
33;15;3.70930314;183.562149
33;16;4.26674747;160.609436
33;17;4.72849655;141.326645
33;18;5.19470167;120.893036
33;19;5.57611942;103.936005
33;20;5.97175550;85.4625244
33;21;6.27530861;71.1703186
33;22;6.59559822;55.3504333
33;23;6.84401083;42.9151306
33;24;7.11764145;28.5455322
33;25;7.32434225;17.5106201
33;26;7.56020117;4.34197998
33;27;7.73307276;-5.51913452
33;28;7.93802691;-17.6830139
33;29;8.05061436;-24.5300903
33;30;8.19406986;-33.5469971
33;31;8.27760983;-39.0162659
33;32;8.39472675;-46.8350830
33;33;8.45509148;-51.1424866
33;34;8.52909565;-56.4844971
33;35;8.55201721;-58.5009155
33;36;8.60910225;-62.9204102
33;37;8.62071228;-64.2708130
33;38;8.66398335;-67.8923950
33;39;8.66662312;-68.6751099
33;40;8.69856644;-71.6021729
33;41;8.68890381;-71.5142822
33;42;8.70354176;-73.2296753
33;43;8.68594170;-72.5242920
33;44;8.69379807;-73.7437134
33;45;8.67265034;-72.7166138
33;46;8.67498207;-73.5021362
33;47;8.65117455;-72.2011719
33;48;8.64901066;-72.6056519
33;49;8.62326622;-71.0722656
33;50;8.61746502;-71.1426392
33;51;8.56334019;-67.1422119
33;52;8.52587700;-64.4497681
33;53;8.46766281;-59.8978882
33;54;8.42491817;-56.5754395
33;55;8.36353493;-51.5272217
33;56;8.31647301;-47.6308594
33;57;8.25267029;-42.1337280
33;58;8.20209885;-37.7130127
33;59;8.13649273;-31.8079834
33;60;8.08308697;-26.9062500
33;61;8.01618671;-20.6293945
33;62;7.96051359;-15.2852783
33;63;7.89274168;-8.66827393
33;64;7.83527613;-2.91546631
33;65;7.76698256;4.01330566
33;66;7.70813179;10.1439819
33;67;7.63960934;17.3594971
33;68;7.57970810;23.8413086
33;69;7.51119947;31.3208008
33;70;7.45053864;38.1290894
33;71;7.38284731;45.7898560
33;72;7.32004642;53.0725098
33;73;7.25142241;61.0979004
33;74;7.19013929;68.4751587
33;75;7.12380171;76.5208740
33;76;7.06410170;83.9758301
33;77;7.00006056;92.0275269
33;78;6.94199753;99.5438843
33;79;6.88024855;107.589172
33;80;6.82386398;115.151794
33;81;6.76438999;123.179260
33;82;6.70970583;130.774963
33;83;6.63092327;141.275452
33;84;6.55524635;151.570129
33;85;6.47646904;162.381897
33;86;6.40038013;173.031372
33;87;6.32176781;184.135925
33;88;6.24544668;195.120422
33;89;6.16712856;206.501038
33;90;6.09072971;217.802429
33;91;6.01282215;229.443604
33;92;5.93647671;241.045410
33;93;5.85907364;252.932983
33;94;5.78289366;264.820190
33;95;5.70607901;276.940979
33;96;5.63016701;289.098816
33;97;5.55401182;301.440247
33;98;5.47844505;313.856873
33;99;5.40300369;326.408142
33;100;5.32786036;339.070496
33;101;5.25318289;351.820801
33;102;5.17852259;364.718201
33;103;5.10464001;377.659119
33;104;5.03051996;390.780212
33;105;4.95746756;403.902344
33;106;4.88392353;417.238892
33;107;4.81172085;430.534729
33;108;4.73879337;444.077087
33;109;4.66745949;457.539124
33;110;4.59518003;471.278992
33;111;4.52472305;484.901062
33;112;4.45310545;498.832214
33;113;4.38672352;512.142273
33;114;4.31690645;526.090027
33;115;4.25023127;539.712463
33;116;4.18285131;553.573181
33;117;4.11876440;567.074768
33;118;4.05374718;580.844971
33;119;3.99217296;594.221924
33;120;3.92945766;607.896484
33;121;3.87031507;621.146423
33;122;3.80983186;634.722412
33;123;3.75304556;647.842651
33;124;3.69473219;661.316101
33;125;3.64022326;674.305176
33;126;3.58400464;687.675110
33;127;3.51496363;703.208984
33;128;3.44324374;719.312317
33;129;3.37476897;735.033386
33;130;3.30349565;751.347473
33;131;3.23561049;767.248535
33;132;3.16482830;783.763428
33;133;3.09755325;799.837646
33;134;3.02727723;816.547485
33;135;2.96064329;832.786133
33;136;2.89089918;849.683594
33;137;2.82490706;866.082825
33;138;2.75571895;883.160400
33;139;2.69038510;899.713501
33;140;2.62176490;916.965820
33;141;2.55709934;933.667236
33;142;2.48905754;951.088745
33;143;2.42506623;967.933594
33;144;2.35761642;985.518555
33;145;2.29430246;1002.50220
33;146;2.22744656;1020.24640
33;147;2.16480708;1037.36548
33;148;2.09855556;1055.26367
33;149;2.03659225;1072.51379
33;150;1.97094381;1090.56213
33;151;1.90964890;1107.94092
33;152;1.84460521;1126.13574
33;153;1.78397906;1143.63904
33;154;1.71953547;1161.97729
33;155;1.65956783;1179.60303
33;156;1.59572148;1198.08179
33;157;1.53640461;1215.82776
33;158;1.47314978;1234.44434
33;159;1.41447008;1252.30908
33;160;1.35180140;1271.06104
33;161;1.29374504;1289.04346
33;162;1.23164856;1307.92993
33;163;1.17421198;1326.02734
33;164;1.11268032;1345.04626
33;165;1.05584073;1363.25903
33;166;0.994857550;1382.41028
33;167;0.938610852;1400.73621
33;168;0.878163278;1420.01892
33;169;0.826508045;1437.64648
33;170;0.768655539;1456.63538
33;171;0.716301322;1474.61841
33;172;0.660373211;1493.43884
33;173;0.609949231;1511.23706
33;174;0.555874884;1529.89185
33;175;0.507308841;1547.50916
33;176;0.455033064;1565.99890
33;177;0.408264339;1583.43665
33;178;0.357731581;1601.76221
33;179;0.312696129;1619.02332
33;180;0.263845921;1637.18713
34;11;0.532635272;312.643616
34;12;1.38554585;280.948486
34;13;2.09318209;254.375397
34;14;2.82392430;225.277985
34;15;3.39160061;202.709274
34;16;3.97634768;178.151733
34;17;4.44181299;158.508011
34;18;4.93222809;136.636017
34;19;5.31921148;119.265015
34;20;5.73615122;99.5024719
34;21;6.04712391;84.7341614
34;22;6.38635683;67.7614136
34;23;6.64261484;54.8396912
34;24;6.93272495;39.4420776
34;25;7.14770889;27.8966980
34;26;7.39778996;13.8154907
34;27;7.57915211;3.42599487
34;28;7.79626513;-9.54278564
34;29;7.91894960;-16.9967957
34;30;8.07439709;-26.7929993
34;31;8.16825199;-32.8966064
34;32;8.29590702;-41.4186707
34;33;8.36668205;-46.3851318
34;34;8.47177887;-53.8270264
34;35;8.50317574;-56.3937988
34;36;8.56953144;-61.4704590
34;37;8.58844852;-63.3117676
34;38;8.64098358;-67.6113892
34;39;8.64984894;-68.8281250
34;40;8.69098759;-72.4508057
34;41;8.68697071;-72.7692261
34;42;8.71074581;-75.1917114
34;43;8.69746208;-74.8082275
34;44;8.71426678;-76.7450562
34;45;8.69652081;-75.9860229
34;46;8.70757866;-77.4957886
34;47;8.68631649;-76.4097290
34;48;8.69262886;-77.5422974
34;49;8.66862202;-76.1710815
34;50;8.67102623;-76.9702148
34;51;8.61910439;-73.1564941
34;52;8.59092712;-71.2809448
34;53;8.53444958;-66.8870239
34;54;8.50094223;-64.4014282
34;55;8.44086075;-59.4837036
34;56;8.40296555;-56.4426270
34;57;8.34004116;-51.0480957
34;58;8.29854584;-47.4992065
34;59;8.23342705;-41.6702271
34;60;8.18898582;-37.6549072
34;61;8.12219334;-31.4271851
34;62;8.07535839;-26.9818726
34;63;8.00732803;-20.3868408
34;64;7.95856762;-15.5443115
34;65;7.88966942;-8.61059570
34;66;7.83936596;-3.39849854
34;67;7.76990175;3.84936523
34;68;7.71838617;9.40545654
34;69;7.64861155;16.9451904
34;70;7.59616566;22.8223877
34;71;7.52719879;30.5390625
34;72;7.47237682;36.8944092
34;73;7.40179157;45.0460205
34;74;7.34825516;51.4975586
34;75;7.27962017;59.7019043
34;76;7.22743702;66.2338257
34;77;7.16077757;74.4769287
34;78;7.10999537;81.0751953
34;79;7.04531717;89.3451538
34;80;6.99597454;95.9963379
34;81;6.93326807;104.282959
34;82;6.88538933;110.975037
34;83;6.80402279;121.680847
34;84;6.73595572;130.980164
34;85;6.65451622;142.006836
34;86;6.58598757;151.647217
34;87;6.50462914;162.976929
34;88;6.43580961;172.939697
34;89;6.35466099;184.556519
34;90;6.28570509;194.823792
34;91;6.20488024;206.712524
34;92;6.13590193;217.270325
34;93;6.05549669;229.417236
34;94;5.98660517;240.251282
34;95;5.90669918;252.643921
34;96;5.83798599;263.741272
34;97;5.75864887;276.367859
34;98;5.69018888;287.717346
34;99;5.61147213;300.567749
34;100;5.54334021;312.157349
34;101;5.46529675;325.221313
34;102;5.39754057;337.042175
34;103;5.32020760;350.310791
34;104;5.25287628;362.353577
34;105;5.17627764;375.819336
34;106;5.10940886;388.076050
34;107;5.03356886;401.731384
34;108;4.96719933;414.193726
34;109;4.89213133;428.032654
34;110;4.82629013;440.692932
34;111;4.75200939;454.708862
34;112;4.68670225;467.562988
34;113;4.61666346;481.243408
34;114;4.55295610;494.126831
34;115;4.48216772;508.192627
34;116;4.42073488;520.996826
34;117;4.35241318;534.964111
34;118;4.29318619;547.685486
34;119;4.22725248;561.551636
34;120;4.17017031;574.186340
34;121;4.10654974;587.948792
34;122;4.05154276;600.494751
34;123;3.99016285;614.151123
34;124;3.93716192;626.606506
34;125;3.87794662;640.156006
34;126;3.82688212;652.519653
34;127;3.75374055;668.539978
34;128;3.68780637;683.539001
34;129;3.61525416;699.748596
34;130;3.54974508;714.948120
34;131;3.47780991;731.339111
34;132;3.41276097;746.730835
34;133;3.34145069;763.298279
34;134;3.27688241;778.875610
34;135;3.20622706;795.610901
34;136;3.14214802;811.369507
34;137;3.07214522;828.269226
34;138;3.00858474;844.200806
34;139;2.93924904;861.258667
34;140;2.87620711;877.360168
34;141;2.80754089;894.571899
34;142;2.74503303;910.837097
34;143;2.67704058;928.198120
34;144;2.61507058;944.623169
34;145;2.54775071;962.129761
34;146;2.48631811;978.711182
34;147;2.41967106;996.359375
34;148;2.35878491;1013.09241
34;149;2.29280138;1030.88000
34;150;2.23245835;1047.76160
34;151;2.16713572;1065.68530
34;152;2.10733223;1082.71301
34;153;2.04266334;1100.77014
34;154;1.98339295;1117.94165
