;Z;N;dz_BE/A;dz_ME;A;dz_BE;dz_S1n;dz_S1p;dz_S2p;dz_S2n;ame_ME;ame_BE/A;ame_AM;ame_BE;ame_S2p;ame_S2n;BE_diff_dz_ame;Surf;Asym;Coul;Pair;Z_parity;N_parity;Z_distance;N_distance;N-Z;ame_AM_unc;ame_BDE;ame_BDE_unc;ame_BE/A_unc;ame_ME_unc;ldm_BE
97;8;13;7.34689617;8.95535278;21;154.28481957;3.064164169999998;19.91025816999999;39.441532499999994;9.89611905999999;8.062033999999999;7.3893747;21.008654948;155.1768687;36.02286869999999;11.413459899999987;0.8920491300000037;7.611662611020244;1.1904761904761905;20.297766962720655;0.2182178902359924;1;-1;0;5;5.0;12.882;8109.639;12.1342;0.5714;12.0;152.27327154386683
98;8;14;7.31554604;10.3695374;22;160.94201288;6.657193309999997;21.90212839999998;41.96946348;9.721357479999995;9.283031999999999;7.3648722;22.009965744;162.02718839999997;42.76347679999999;10.655774399999995;1.085175520000007;7.851424410539689;1.6363636363636365;19.98544395410103;0.21320071635561044;1;1;0;6;6.0;61.107;6489.6562;58.2558;2.5873;56.921;153.4673756976655
99;8;15;7.04261446;17.4028015;23;161.98013258;1.03811970000001;22.161771259999995;44.10519176;7.695313010000007;14.621371;7.1634856;23.015696686;164.76016879999997;47.98916879999999;9.583300099999994;2.7800362199999995;8.087579399090064;2.130434782608696;19.691497667349722;0.20851441405707477;1;-1;0;5;7.0;130.663;11336.1072;126.1904;5.2918;121.712;153.58885916649194
100;8;16;6.88079071;22.3153381;24;165.13897704000001;3.1588444600000116;24.275591350000013;46.62116708000002;4.196964160000022;18.500404;7.039685499999999;24.019861;168.952452;18.21045199999999;6.925263600000005;3.8134749599999793;8.320335292207616;2.6666666666666665;19.414115681817773;0.2041241452319315;1;1;0;4;8.0;177.0;10955.8885;191.6327;6.8698;164.874;152.77565095170243
101;8;17;6.5812254;30.9950562;25;164.530635;-0.608342040000025;24.433219079999986;48.811501129999996;2.5505024199999866;27.32903;6.7278058000000005;25.029338919;168.195145;20.23514499999999;3.434976200000005;3.6645100000000355;8.549879733383484;3.24;19.151730602779008;0.2;1;-1;0;3;9.0;177.225;15994.8633;191.1909;6.6034;165.084;151.14341596366557
102;8;18;6.38972759;37.4641571;26;166.13291734;1.6022823400000163;26.653637839999988;51.32916454000002;0.9939402999999913;34.661041;6.497479;26.037210155;168.934454;-18.068318499999993;-0.017997999999992315;2.8015366600000107;8.776382955329126;3.8461538461538463;18.902978673016584;0.19611613513818404;1;1;0;2;10.0;177.081;15986.3855;196.6301;6.3442;164.95;148.78985323689432
103;8;19;6.09426355;47.1233368;27;164.54511585;-1.587801490000004;26.69556947000001;53.49490335;0.014480850000012424;44.67;6.185;27.047955;166.995;-20.153;-1.2001449999999896;2.449884149999974;8.999999999999998;4.481481481481482;18.666666666666668;0.19245008972987526;1;-1;0;1;11.0;537.0;19536.0;514.0;19.0;500.0;145.7980370370371
104;8;20;5.90138865;54.5009613;28;165.2388822;0.6937663500000042;28.967334749999992;55.92671222000001;-0.8940351399999997;52.08;5.988;28.05591;167.664;-39.185413800000006;-1.270453999999998;2.4251178000000095;9.220872584116892;5.142857142857143;18.441745168233787;0.18898223650461363;1;1;0;0;12.0;750.0;18676.0;709.0;25.0;699.0;142.23904042197847
108;9;7;6.96310425;10.6912613;16;111.409668;15.984775049999996;-0.3627667500000058;6.124087320000001;39.392993059999995;10.675182000000001;6.964049;16.011460278;111.424784;-6.5559695999999965;37.431856599999996;0.015116000000006125;6.3496042078727974;0.25;28.57321893542759;0.25;-1;-1;1;1;-2.0;5.758;-13311.5932;21.1709;0.3353;5.364;112.69953590035867
109;9;8;7.58744287;1.18577576;17;128.98652879;17.576860789999998;1.0826897500000001;13.766568589999991;33.561635839999994;1.9517010000000001;7.542328400000001;17.002095237;128.2195828;4.353683000000005;30.757687300000004;-0.7669459899999822;6.611489018457944;0.058823529411764705;28.001600548763065;0.24253562503633297;-1;1;1;0;-1.0;0.266;-14548.7507;0.4323;0.0146;0.248;128.5272227471288
110;9;9;7.75390863;-1.32667542;18;139.57035534;10.583826549999998;6.753704959999993;20.856839179999994;28.160687339999996;0.873112;7.6316383;18.000937324;137.3694894;10.67536079999998;25.944705399999993;-2.20086594;6.868285455319991;0.0;27.473141821279967;0.23570226039551584;-1;-1;1;1;0.0;0.497;-4444.5049;0.5888;0.0257;0.463;141.3306617554044
111;9;10;7.87520552;-3.31384277;19;149.62890488;10.058549540000001;8.587600339999995;24.814961489999988;20.64237609;-1.48744512;7.7790192;18.99840316207;147.8013648;15.779005999999994;19.58178199999998;-1.8275400800000057;7.1203673589019925;0.05263157894736842;26.982444728470714;0.22941573387056177;-1;1;1;2;1.0;0.00088;-3239.4986;0.1601;0.0002;0.00082;151.59378011458514
112;9;11;7.73759747;-0.365509033;20;154.7519494;5.123044520000008;10.363248889999994;27.586025320000005;15.181594060000009;-0.017463;7.7201351;19.999981252;154.40270200000003;20.21926800000001;17.033212600000027;-0.3492473999999959;7.368062997280773;0.2;26.525026790210784;0.22360679774997896;-1;-1;1;3;2.0;0.031;7024.4689;0.0297;0.0015;0.03;159.70333088407537
113;9;12;7.75997353;-0.501617432;21;162.95944413;8.207494730000008;11.73878873000001;31.07745467000001;13.330539250000015;-0.047604999999999995;7.7382934;20.999948893;162.5041614;23.714827499999984;14.702796600000001;-0.45528273000002173;7.611662611020244;0.42857142857142855;26.097128952069415;0.2182178902359924;-1;1;1;4;3.0;1.932;5684.1712;1.8004;0.0857;1.8;165.97206861824313
114;9;13;7.62436199;2.79324341;22;167.73596378;4.776519649999983;13.451144209999995;33.36140237999999;12.98401437999999;2.7933760000000003;7.6242954;22.002998812;167.7344988;27.406735400000006;13.331796799999982;-0.0014649799999801871;7.851424410539689;0.7272727272727273;25.695570798129896;0.21320071635561044;-1;-1;1;5;4.0;13.31;10818.0916;12.399;0.5636;12.399;170.6555991055592
115;9;14;7.62257719;3.28131104;23;175.31927537;7.583311590000022;14.377262490000021;36.27939089;12.359831240000005;3.285263;7.622344699999999;23.003526875;175.3139281;31.87046979999999;12.809766700000008;-0.005347270000015669;8.087579399090064;1.0869565217391304;25.31763985802107;0.20851441405707477;-1;1;1;6;5.0;35.77;8439.3084;33.3206;1.4487;33.32;173.96482936394185
116;9;15;7.42015696;8.5881958;24;178.08376704;2.764491669999984;16.103634459999995;38.26540571999999;10.347803260000006;7.544516;7.4635831;24.00809937;179.1259944;37.8379944;11.391495599999995;1.0422273599999983;8.320335292207616;1.5;24.96100587662285;0.2041241452319315;-1;-1;1;5;6.0;104.853;13496.1583;97.6717;4.0696;97.67;176.0753018192566
117;9;16;7.28081226;12.7230377;25;182.0203065;3.936539460000006;16.88132945999999;41.15692081;6.70103112999999;11.334166999999999;7.3363065;25.012167727;183.40766250000001;43.082662500000005;8.093734400000015;1.3873560000000111;8.549879733383484;1.96;24.623653632144435;0.2;-1;1;1;4;7.0;103.535;13369.6698;100.7212;3.8577;96.442;177.13428561219789
118;9;17;7.04765368;19.5757294;26;183.23899568;1.2186891799999842;18.70836068;43.141579759999985;5.15522863999999;18.674654999999998;7.0822497;26.020048065;184.1384922;14.288492200000007;5.012497800000012;0.8994965200000138;8.776382955329126;2.4615384615384617;24.303829722449894;0.19611613513818404;-1;-1;1;3;8.0;114.898;18193.5414;108.6022;4.1164;107.027;177.26622928620853
119;9;18;6.86918116;25.4182129;27;185.46789132;2.228895640000019;19.33497398;45.98861181999999;3.447584820000003;25.133478;6.8796662;27.026981897;185.75098739999999;16.100987399999983;2.3433248999999776;0.28309607999997866;8.999999999999998;3.0;24.0;0.19245008972987526;-1;1;1;2;9.0;129.037;18082.568;150.6211;4.4518;120.198;176.57700000000006
120;9;19;6.63463974;33.1875763;28;185.76991272;0.302021400000001;21.224796870000006;47.920366340000015;2.53091704000002;33.403796;6.6268567;28.035860448;185.5519876;-2.3680124000000067;1.4134953999999853;-0.21792511999998965;9.220872584116892;3.5714285714285716;23.710815216300585;0.18898223650461363;-1;-1;1;1;10.0;129.198;22104.0579;174.2886;4.2981;120.347;175.1572128841902
121;9;20;6.44596386;40.0959167;29;186.93295194;1.1630392200000017;21.694069740000003;50.661404489999995;1.4650606200000027;40.15019;6.4440314;29.043103;186.8769106;-22.5292402;1.1259232000000192;-0.05604134000000727;9.43913067739236;4.172413793103448;23.43508306111207;0.18569533817705186;-1;1;1;0;11.0;564.0;21750.3873;546.2212;18.116;525.363;173.0848703625207
122;9;21;6.20236826;49.0292053;30;186.0710478;-0.8619041400000071;23.596101360000006;52.43152724000001;0.30113507999999456;48.96;6.205;30.052561;186.15;-20.591;0.5980124000000069;0.07895220000000336;9.654893846056297;4.8;23.171745230535116;0.18257418583505536;-1;-1;1;1;12.0;537.0;25680.0;561.0;17.0;500.0;170.427472606767
123;9;22;5.99193144;57.4217529;31;185.74987464;-0.32117316000000073;23.85035094;54.89827690000001;-1.1830773000000079;56.843;6.011;31.061023;186.341;-37.82409399999998;-0.5359106000000029;0.5911253600000066;9.868272403218972;5.451612903225806;22.919858484895684;0.1796053020267749;-1;1;1;2;13.0;574.0;25661.0;597.0;17.0;535.0;167.24371867695191
124;11;6;5.35787201;37.5237808;17;91.08382417;26.765739530000005;-4.500869750000007;-4.3410687800000005;50.94463057;34.71958;5.5227653;17.037273;93.8870101;-34.33257270000001;-118.50098990000001;2.803185929999998;6.611489018457944;1.4705882352941178;42.78022306061023;0.24253562503633297;-1;1;3;2;-5.0;64.0;0.0;0.0;3.5068;59.616;85.35358167990074
125;11;7;6.16177893;25.7669678;18;110.91202073999999;19.82819656999999;-2.3295634800000187;-0.4976472600000079;46.59393609999999;25.037992;6.2022176;18.026879388;111.63991680000001;-25.729572599999987;-102.11808319999999;0.7278960600000062;6.868285455319991;0.8888888888888888;41.972855560288835;0.23570226039551584;-1;-1;3;1;-4.0;100.785;0.0;0.0;5.2156;93.881;110.52658350153747
126;11;8;6.93294811;13.024353;19;131.72601409;20.81399335000002;-1.2655306099999848;2.7394853000000126;40.64218992000001;12.929384;6.9378864;19.013880264;131.81984160000002;-15.981523199999966;37.93283150000001;0.0938275099999828;7.1203673589019925;0.47368421052631576;41.2231794462747;0.22941573387056177;-1;1;3;0;-3.0;11.309;-18909.0095;60.9189;0.5545;10.535;131.86377748995997
127;11;9;7.29923105;6.83712769;20;145.984621;14.258606909999997;0.5527085800000009;6.414265660000012;35.072600260000016;6.850489;7.2985028000000005;20.007354301;145.970056;-8.432646000000007;34.330139200000005;-0.014565000000004602;7.368062997280773;0.2;40.524346485044255;0.22360679774997896;-1;-1;3;1;-2.0;1.19;-10627.2054;2.1681;0.0554;1.109;149.94580505677644
128;11;10;7.7463541;-1.78030396;21;162.6734361;16.6888151;1.8181808999999873;13.04453122000001;30.947422009999997;-2.184857;7.7655581;20.997654459;163.07672010000002;0.5725587000000233;31.256878499999992;0.4032839999999851;7.611662611020244;0.047619047619047616;39.87061367677272;0.2182178902359924;-1;1;3;2;-1.0;0.045;-13088.708;0.7557;0.002;0.042;165.2424259556011
129;11;11;7.90865135;-5.02581787;22;173.99032970000002;11.316893600000014;6.766452320000013;19.238380300000017;28.005708700000014;-5.181391;7.9156624;21.994437547;174.1445728;6.410073999999994;28.17451679999998;0.1542431000000022;7.851424410539689;0.0;39.257122052698456;0.21320071635561044;-1;-1;3;3;0.0;0.141;-4781.4051;0.1631;0.006;0.132;178.13774333567036
130;11;12;8.06556988;-8.47221375;23;185.50810724;11.517777539999969;8.318367919999986;22.54866310999998;22.834671139999983;-9.529853520000001;8.1114936;22.98976928195;186.5643528;11.250424700000003;23.48763269999999;1.0562455600000078;8.087579399090064;0.043478260869565216;38.67972756086552;0.20851441405707477;-1;1;3;4;1.0;0.00194;-4056.179;0.0317;0.0002;0.00181;188.9488455394071
131;11;13;8.02840996;-7.5745697;24;192.68183904;7.173731800000013;9.822795439999993;24.945875260000008;18.691509339999982;-8.417901;8.0634882;23.990963012;193.5237168;14.3977224;19.379144;0.8418777599999885;8.320335292207616;0.16666666666666666;38.13487008928491;0.2041241452319315;-1;-1;3;5;2.0;0.017;5515.6774;0.021;0.0007;0.017;197.93978512969784
132;11;14;8.12685871;-9.99282837;25;203.17146775;10.489628710000005;11.004864550000008;27.85219237999999;17.663360510000018;-9.357814000000001;8.1013979;24.989953974;202.53494750000002;19.127285000000004;15.970594700000015;-0.6365202499999896;8.549879733383484;0.36;37.61947082688734;0.2;-1;1;3;6;3.0;1.288;3834.9684;1.2009;0.048;1.2;205.33220102746208
133;11;15;8.0009594;-6.77490234;26;208.02494439999998;4.853476649999976;12.490488650000003;29.941177359999983;15.343105359999981;-6.86078;8.0042013;25.992634649;208.1092338;23.97074159999998;14.585516999999992;0.08428940000001717;8.776382955329126;0.6153846153846154;37.130850964854005;0.19611613513818404;-1;-1;3;5;4.0;3.759;9353.7631;3.5018;0.1347;3.502;211.31348778794515
134;11;16;7.95282555;-5.40487671;27;214.72628985;6.701345450000019;13.443585369999994;32.70598335;11.554822099999996;-5.517791;7.9569467000000005;26.994076408;214.8375609;29.08657350000003;12.302613400000002;0.11127104999999915;8.999999999999998;0.9259259259259259;36.666666666666664;0.19245008972987526;-1;1;3;4;5.0;4.0;9068.8037;3.7266;0.138;3.726;216.04314814814822
135;11;17;7.78549242;-0.600997925;28;217.99378776;3.267497910000003;15.021264000000002;34.754792080000016;9.968843360000022;-0.988315;7.7992644;27.998939;218.3794032;32.82741560000001;10.270169400000013;0.38561544000000936;9.220872584116892;1.2857142857142858;36.224856580459225;0.18898223650461363;-1;-1;3;3;6.0;11.0;14031.6303;10.2498;0.3659;10.246;219.65778319622873
136;11;18;7.68705606;2.53955078;29;222.92462573999998;4.930837979999978;15.81987221999998;37.456734419999975;8.198335889999981;2.679994;7.682152200000001;29.002877091;222.7824138;35.905503200000005;7.944852899999998;-0.14221193999995307;9.43913067739236;1.6896551724137931;35.80359912114344;0.18569533817705186;-1;1;3;2;7.0;7.876;13292.3538;7.3447;0.253;7.337;222.27504915143746
137;11;19;7.50709057;8.3228302;30;225.2127171;2.28809136000001;17.464210989999998;39.442804379999984;7.218929339999988;8.47467;7.5019685;30.009097931;225.059055;38.909054999999995;6.679651799999992;-0.15366209999999114;9.654893846056297;2.1333333333333333;35.40127743553976;0.18257418583505536;-1;-1;3;1;8.0;5.074;17356.0423;4.9011;0.1576;4.727;223.9968219932121
138;11;20;7.3865695;12.6232758;31;228.9836545;3.770937400000008;18.1141609;42.05070255999999;6.059028760000018;12.246031;7.398677800000001;31.013146654;229.35901180000002;43.01801180000001;6.576597999999998;0.37535730000001877;9.868272403218972;2.6129032258064515;35.01645046303507;0.1796053020267749;-1;1;3;0;9.0;15.0;15368.1833;14.3065;0.4507;13.972;224.91174890689845
139;11;21;7.18588686;19.7299347;32;229.94837952;0.964725020000003;19.764751590000003;43.87733172;4.735662420000011;18.640151999999997;7.2198815000000005;32.020011024;231.03620800000002;29.939208000000015;5.97715300000002;1.087828480000013;10.079368399158984;3.125;34.64782887210902;0.1767766952966369;-1;-1;3;1;10.0;40.0;19469.0523;37.4021;1.1644;37.26;225.09732075863076
140;11;22;7.03160954;25.7065735;33;232.04311482;2.0947352999999964;20.23809177999999;46.29324018;3.0594603199999995;23.780113;7.0899262;33.025529;233.96756459999997;12.527564599999984;4.608552799999976;1.9244497800000033;10.288276478101775;3.6666666666666665;34.29425492700592;0.17407765595569785;-1;1;3;2;11.0;483.0;18817.24;449.9195;13.6337;449.912;224.62156726484994
141;11;23;6.84124517;33.2187347;34;232.60233577999998;0.5592209599999762;21.900082039999972;47.97150697999999;2.6539562599999726;31.680114;6.8864377;34.03401;234.1388818;14.457881800000003;3.1026737999999896;1.5365460200000314;10.49508462297634;4.235294117647059;33.95468554492346;0.17149858514250885;-1;-1;3;3;12.0;643.5;23356.7903;599.4561;17.6299;599.416;223.54445259189424
