;Z;N;dz_BE/A;dz_ME;A;dz_BE;dz_S1n;dz_S1p;dz_S2p;dz_S2n;ame_ME;ame_BE/A;ame_AM;ame_BE;ame_S2p;ame_S2n;BE_diff_dz_ame;Surf;Asym;Coul;Pair;Z_parity;N_parity;Z_distance;N_distance;N-Z;ame_AM_unc;ame_BDE;ame_BDE_unc;ame_BE/A_unc;ame_ME_unc;ldm_BE
559;27;25;8.31424904;-33.752655;52;432.34095007999997;14.674560529999951;1.4108523200000036;6.557363580000015;32.95220757999999;-34.343979;8.325560600000001;51.963130224;432.92915120000004;-17.932101199999977;32.897216200000024;0.5882011200000647;13.93163953576523;0.07692307692307693;188.07713373283067;0.1386750490563073;-1;-1;1;3;-2.0;5.669;-11784.123;83.071;0.1016;5.282;432.5569347408283
560;27;26;8.48449612;-43.0186157;53;449.67829435999994;17.337344279999968;2.069297199999994;9.814140529999918;32.01190480999992;-42.659375999999995;8.477657800000001;52.954203278;449.3158634;-13.595665999999968;31.459863500000036;-0.36243095999986963;14.109682667364165;0.018867924528301886;186.8867402356537;0.13736056394868904;-1;1;1;2;-1.0;1.854;-13028.5485;25.2096;0.0326;1.727;447.16077007442334
561;27;27;8.5821476;-48.704895;54;463.43597040000003;13.757676040000092;4.569805390000056;12.967254560000015;31.09502032000006;-48.010068;8.5692199;53.948459075;462.7378746;-9.112872600000061;29.80872339999996;-0.6980958000000328;14.286609467713793;0.0;185.72592308027936;0.13608276348795434;-1;-1;1;1;0.0;0.38;-8731.7558;4.671;0.0066;0.355;460.8507504843366
562;27;28;8.69665051;-55.5133362;55;478.31577804999995;14.879807649999918;5.32463778999994;14.526049779999937;28.63748369000001;-54.029996;8.6696204;54.941996416;476.829122;-5.247236499999999;27.513258599999943;-1.486656049999965;14.462447418811122;0.01818181818181818;184.59341978191654;0.13483997249264842;-1;1;1;0;1.0;0.434;-8694.035;0.5775;0.0074;0.405;473.67705374952493
563;27;29;8.7036581;-56.5310364;56;487.4048536;9.089075550000075;5.998703650000039;15.700555480000048;23.968883199999993;-56.040518;8.694838599999999;55.939838032;486.91096159999995;-2.4358432000001193;24.173086999999942;-0.4938920000000735;14.637222840091884;0.07142857142857142;183.48804345972331;0.1336306209562122;-1;-1;1;1;2.0;0.51;-2132.8689;0.3735;0.0085;0.475;485.68626988807557
564;27;30;8.75163651;-59.8981018;57;498.84328107000005;11.438427470000022;6.597622270000045;17.07783427000004;20.527503020000097;-59.345658;8.7418845;56.936289819;498.2874165;0.29468430000002266;21.45829450000002;-0.5558645700000966;14.810960957438846;0.15789473684210525;182.4086770547732;0.13245323570650439;-1;1;1;2;3.0;0.553;-3261.697;0.6417;0.009;0.516;496.9217158487835
565;27;31;8.73990822;-59.8980713;58;506.91467676;8.071395689999974;7.321452959999988;18.24928668000007;19.509823159999996;-59.847292;8.738971900000001;57.935751292;506.8603702;2.4550298000000184;19.949408600000083;-0.05430655999998635;14.983685966957935;0.27586206896551724;181.35426808283572;0.13130643285972254;-1;-1;1;3;4.0;1.237;381.5789;1.1071;0.0199;1.153;507.42371765971615
566;27;32;8.76613235;-62.1138306;59;517.20180865;10.287131889999955;7.865579109999999;19.62140647000001;18.35852757999993;-62.229838;8.7680379;58.933193524;517.3142361;5.139814500000036;19.02681959999999;0.11242745000004106;15.155421094002051;0.423728813559322;180.32382386422782;0.13018891098082386;-1;1;1;4;5.0;0.426;-1073.005;0.1944;0.0067;0.397;517.229863893249
567;27;33;8.74071121;-61.2833252;60;524.4426726;7.240863950000062;8.634873470000002;20.789976160000037;17.527995840000017;-61.650437;8.746769200000001;59.933815536;524.806152;7.117800000000047;17.945781799999995;0.36347940000007384;15.32618864787106;0.6;179.31640718009143;0.12909944487358058;-1;-1;1;5;6.0;0.433;2822.8058;0.2124;0.0067;0.403;526.3752337926579
568;27;34;8.75026417;-62.5354004;61;533.76611437;9.323441769999931;9.128777769999942;22.15604251999997;16.564305719999993;-62.898179;8.756151;60.932476031;534.125211;9.591353300000076;16.81097490000003;0.3590966299999536;15.496010072571343;0.8032786885245902;178.33113231057516;0.12803687993289598;-1;1;1;6;7.0;0.901;1323.8504;0.7899;0.0138;0.839;534.8926029668297
569;27;35;8.71493912;-61.0241089;62;540.32622544;6.560111070000062;9.939446410000073;23.319808840000064;15.883552839999993;-61.424399;8.7213347;61.934058198;540.7227514;11.335738999999943;15.916599399999948;0.39652595999996265;15.664905993978548;1.032258064516129;177.36716141569264;0.1270001270001905;-1;-1;1;7;8.0;19.94;5322.0404;18.5695;0.2996;18.574;542.8126291847539
570;27;36;8.71173191;-61.4656372;63;548.8391103299999;8.512884889999896;10.385403309999901;24.67777840999986;15.072995959999957;-61.851553;8.717797200000001;62.93359963;549.2212236;13.399797599999932;15.096012600000016;0.3821132700002181;15.832896263712227;1.2857142857142858;176.423701224222;0.12598815766974242;-1;1;1;8;9.0;19.941;3661.3385;18.5704;0.2948;18.575;550.1640204800984
571;27;37;8.66939354;-59.3963013;64;554.84118656;6.002076230000057;11.232469789999982;25.83373815999994;14.514961119999953;-59.792442;8.6755223;63.935810176;555.2334272;15.238707200000063;14.510675800000085;0.3922406400000682;15.999999999999998;1.5625;175.50000000000003;0.125;-1;-1;1;9;10.0;21.476;7306.5921;20.0;0.3126;20.005;556.9736875000001
572;27;38;8.65647507;-59.1546631;65;562.6708795500001;7.829692990000126;11.632793790000164;27.180432240000073;13.831769220000183;-59.185205;8.6568848;64.936462071;562.697512;16.653168999999995;13.47628839999996;0.026632449999851815;16.166235625781553;1.8615384615384616;174.5953447584408;0.12403473458920845;-1;1;1;10;11.0;2.235;5940.5911;2.1379;0.032;2.083;563.2668817942274
573;27;39;8.60935879;-56.6300049;66;568.21768014;5.546800589999862;12.512113490000047;28.324796939999942;13.376493579999988;-56.408541;8.6059419;65.939442943;567.9921654;18.093457799999975;12.758738199999906;-0.22551473999999416;16.331620904278438;2.1818181818181817;173.70905870914342;0.12309149097933274;-1;-1;1;11;12.0;15.0;9597.7522;14.0421;0.2117;13.972;569.0673215353733
574;27;40;8.58913803;-55.8132324;67;575.47224801;7.2545678700000735;12.86746592999998;29.65588341;12.801368459999935;-55.321783;8.5817422;66.940609625;574.9767274000001;20.149727400000092;12.279215400000103;-0.4955206099999714;16.496172972233907;2.5223880597014925;172.84049890310754;0.12216944435630522;-1;1;1;10;13.0;6.917;8420.9047;7.0607;0.0962;6.443;574.3973059827945
575;27;41;8.53100872;-52.3781738;68;580.10859296;4.636344949999966;13.720464910000032;30.68422339999995;11.89091282000004;-51.642591;8.520130100000001;67.944559401;579.3688468;21.156846800000057;11.376681400000118;-0.7397461599999815;16.659908371007916;2.8823529411764706;171.98905406540527;0.12126781251816648;-1;-1;1;9;14.0;4.142;11821.2318;4.876;0.0567;3.859;579.277819848652
576;27;42;8.49715996;-50.5022583;69;586.30403724;6.195444279999947;14.029241479999996;31.99036979999994;10.831789229999913;-50.385447;8.4954062;68.945909;586.1830277999999;23.488027799999923;11.206300399999833;-0.12100943999996616;16.82284307569508;3.260869565217391;171.15414259620218;0.1203858530857692;-1;1;1;8;15.0;92.0;9593.2084;85.7784;1.242;85.697;583.7286285901339
577;27;43;8.43771648;-46.7669678;70;590.6401536000001;4.336116360000119;14.957332590000078;33.093019519999984;10.531560640000066;-46.52496300000001;8.434198;69.9500534;590.39386;24.513859999999987;11.025013199999929;-0.24629360000005818;16.984992522418104;3.657142857142857;170.33521072482162;0.11952286093343936;-1;-1;1;7;16.0;11.8;12688.9049;11.1987;0.157;10.992;587.768365534964
578;27;44;8.401227;-44.5426025;71;596.487117;5.846963399999936;15.222277599999984;34.37489169000003;10.183079760000055;-44.369930000000004;8.398734399999999;70.952366923;596.3101424;26.180142400000012;10.127114600000088;-0.17697460000010778;17.146371633935342;4.070422535211268;169.5317308031354;0.11867816581938534;-1;1;1;6;17.0;499.23;11036.3053;465.0353;6.5497;465.03;591.4146116451142
579;27;45;8.34235764;-40.6337891;72;600.64975008;4.162633079999978;16.169261320000032;35.451967280000076;10.009596479999914;-40.3;8.338;71.956736;600.336;27.576;9.942140000000014;-0.31375008000009075;17.306994843688898;4.5;168.74319972596678;0.11785113019775792;-1;-1;1;5;18.0;322.0;13926.0;300.0;4.0;300.0;594.6839686342414
580;27;46;8.30438232;-38.1326294;73;606.21990936;5.570159279999984;16.389358079999965;36.70345656999996;9.732792359999962;-37.97;8.302;72.959238;606.046;29.711;9.735857599999989;-0.17390936000003876;17.466876118408518;4.945205479452055;167.96913746743536;0.11704114719613057;-1;1;1;4;19.0;322.0;12139.0;300.0;4.0;300.0;597.5921260759777
581;27;47;8.24686813;-34.1095581;74;610.2682416199999;4.048332259999938;17.350425109999946;37.748641699999894;9.618491539999923;-33.54;8.239;73.963993;609.686;18.24;9.35;-0.582241619999877;17.626028979376553;5.405405405405405;167.2090857232749;0.11624763874381928;-1;-1;1;3;20.0;429.0;15160.0;447.0;5.0;400.0;600.1539230713544
582;27;48;8.20835114;-31.3963013;75;615.6263355;5.3580938800000695;17.524900820000084;38.96392247000006;9.406426140000008;-30.56;8.197;74.967192;614.775;6.421;8.729;-0.8513355000000047;17.784466522450312;5.88;166.46260665013497;0.11547005383792515;-1;1;1;2;21.0;429.0;13680.0;447.0;5.0;400.0;602.383404983037
583;27;49;8.15281582;-27.3126221;76;619.61400232;3.987666820000072;18.495986320000043;39.971530200000075;9.345760700000142;-25.66;8.131;75.972453;617.956;11.281;8.27;-1.6580023200000369;17.942201436929967;6.368421052631579;165.72928169374788;0.11470786693528089;-1;-1;1;1;22.0;537.0;16530.0;583.0;7.0;500.0;604.293875690628
584;27;50;8.11453247;-24.446167;77;624.81900019;5.204997869999943;18.623733430000016;41.144676939999954;9.192664690000015;-21.91;8.082;76.976479;622.314;-15.624634400000097;7.539;-2.505000189999919;18.099246023352887;6.87012987012987;165.00871049861988;0.11396057645963795;-1;1;1;0;23.0;644.0;15440.0;721.0;8.0;600.0;605.8979457741177
585;27;51;8.02599812;-17.5836792;78;626.02785336;1.2088531699999976;19.512596319999943;41.95321727999999;6.41385103999994;-15.32;7.997;77.983553;623.766;-13.64;5.81;-2.261853360000032;18.25561221028858;7.384615384615385;164.30050989259723;0.11322770341445958;-1;-1;1;1;24.0;751.0;19560.0;806.0;9.0;700.0;607.2075769908183
586;28;20;7.22483397;18.7284241;48;346.79203056;22.981310430000008;0.006565509999973074;-2.4273576200000093;43.37463952000002;18.178;7.236;48.019515;347.328;-37.762819200000024;-274.986;0.5359694399999739;13.207708995578505;1.3333333333333333;208.0214166803615;0.14433756729740643;1;1;0;0;-8.0;455.0;0.0;0.0;9.0;424.0;339.9135799133037
587;28;21;7.44212437;8.92770386;49;364.66409413;17.872063570000023;0.5706800500000213;-0.8998157799999831;40.85337400000003;8.53;7.45;49.009157;365.05;-34.8542929;-258.716;0.38590586999998777;13.390518279406722;1.0;206.59656773941802;0.14285714285714285;1;-1;0;1;-7.0;644.0;0.0;0.0;12.0;600.0;361.0085623314478
588;28;22;7.70275259;-3.47442627;50;385.1376295;20.47353536999998;1.5731495299999665;0.6554671000000099;38.34559894;-3.46;7.702;49.996286;385.1;-32.601339999999965;37.772;-0.03762949999998;13.572088082974531;0.72;205.20997181457494;0.1414213562373095;1;1;0;2;-6.0;537.0;0.0;0.0;10.0;500.0;380.8563719755901
589;28;23;7.87508488;-11.8947754;51;401.62932888;16.49169938;2.2405863800000247;2.2261687799999663;36.96523474999998;-11.65;7.87;50.987493;401.37;-30.115382700000016;36.32;-0.2593288799999982;13.752451353579682;0.49019607843137253;203.85986712365178;0.14002800840280097;1;-1;0;3;-5.0;537.0;0.0;0.0;10.0;500.0;399.5307201063623
590;28;24;8.09255791;-23.0070801;52;420.81301132;19.183682439999984;3.1466217699999675;3.743480820000002;35.675381819999984;-22.559856;8.0838977;51.975781;420.3626804;-27.33693040000001;35.262680400000015;-0.45033091999999897;13.93163953576523;0.3076923076923077;202.54460555843303;0.1386750490563073;1;1;0;4;-4.0;89.0;-20680.0;606.0;1.5943;82.903;417.0996453399219
591;28;25;8.23030949;-30.3291016;53;436.20640297;15.393391650000012;3.8654528900000287;5.276305210000032;34.577074089999996;-29.630827;8.2170749;52.96819;435.50496969999995;-22.881350800000074;34.13496969999996;-0.7014332699999954;14.109682667364165;0.16981132075471697;201.26264333070398;0.13736056394868904;1;-1;0;3;-3.0;27.0;-16491.0;501.0;0.4745;25.15;433.62604863604116
592;28;26;8.41406155;-40.410614;54;454.3593237;18.152920730000005;4.681029340000066;6.75032654000006;33.54631238000002;-39.278312;8.3930328;53.957833;453.2237712000001;-18.540997199999868;32.86109080000006;-1.135552500000017;14.286609467713793;0.07407407407407407;200.01253254799315;0.13608276348795434;1;1;0;2;-2.0;5.0;-18038.0;400.0;0.0862;4.657;449.16816887052534
593;28;27;8.52504349;-46.8573303;55;468.87739195;14.518068249999999;5.441421549999973;10.011226940000029;32.670988980000004;-45.335961000000005;8.497322500000001;54.951329846;467.3527375;-13.710157999999996;31.84776780000003;-1.5246544499999573;14.462447418811122;0.01818181818181818;198.79291361129475;0.13483997249264842;1;-1;0;1;-1.0;0.757;-13700.5585;155.5611;0.0128;0.705;463.7800065504483
594;28;28;8.68226433;-56.1153564;56;486.20680248;17.32941053000002;7.891024430000073;13.215662220000013;31.847478780000017;-53.907649;8.6427811;55.942127761;483.99574160000003;-8.264211199999961;30.771970399999933;-2.211060879999991;14.637222840091884;0.0;197.60250834124048;0.1336306209562122;1;1;0;0;0.0;0.428;-15277.9163;6.407;0.0071;0.399;477.51170215137233
595;28;29;8.69858456;-57.6564941;57;495.81931992;9.612517439999976;8.414466319999974;14.413169970000013;26.941927969999995;-56.083961;8.6709364;56.939791394;494.2433748;-5.662750499999966;26.890637300000062;-1.5759451199999717;14.810960957438846;0.017543859649122806;196.4401137512942;0.13245323570650439;1;-1;0;1;1.0;0.608;-8774.9466;0.4393;0.0099;0.566;490.4098746467469
596;28;30;8.75746727;-61.6988831;58;507.93310166;12.113781739999979;9.089820589999931;15.687442859999976;21.726299179999955;-60.228871;8.732062099999998;57.93534165;506.4596018;-3.491095400000049;22.46386019999994;-1.4734998600000608;14.983685966957935;0.06896551724137931;195.30459639690002;0.13130643285972254;1;1;0;2;2.0;0.374;-8561.0204;0.4425;0.006;0.349;502.5179250317099
597;28;31;8.75387955;-62.1732788;59;516.47889345;8.54579179000001;9.564216689999967;16.885669649999954;20.65957352999999;-61.156833;8.736591200000001;58.934345442;515.4588808000001;-1.0728205999999774;21.215505999999994;-1.0200126499998987;15.155421094002051;0.15254237288135594;194.1948872383992;0.13018891098082386;1;-1;0;3;3.0;0.376;-4798.3786;0.3973;0.006;0.351;513.876308992638
598;28;32;8.79156971;-65.117218;60;527.4941825999999;11.015289149999944;10.292373949999956;18.157953059999954;19.561080939999954;-64.473243;8.780776900000001;59.930785129;526.846614;1.4953800000000046;20.387012200000115;-0.6475685999998859;15.32618864787106;0.26666666666666666;193.1099769631754;0.12909944487358058;1;1;0;4;4.0;0.378;-6127.981;1.5735;0.0059;0.353;524.522782320515
599;28;33;8.77317524;-64.715332;61;535.16368964;7.669507040000099;10.721017039999992;19.355890509999995;18.684796190000043;-64.222029;8.7650281;60.931054819;534.6667141;3.7368294999999927;19.20783329999994;-0.496975539999994;15.496010072571343;0.4098360655737705;192.04891171908093;0.12803687993289598;1;-1;0;5;5.0;0.381;-2237.9663;0.9617;0.0058;0.355;534.4926221945111
600;28;34;8.79456425;-66.7432556;62;545.2629835;10.099293859999989;11.49686913000005;20.625646899999992;17.768800900000087;-66.74644;8.7945555;61.928344753;545.262441;6.303688800000003;18.415826999999933;-0.0005425000000514046;15.664905993978548;0.5806451612903226;191.01078921689975;0.1270001270001905;1;1;0;6;6.0;0.455;-3958.8965;0.4751;0.0069;0.425;543.8188270589253
601;28;35;8.76522064;-65.6177979;63;552.20890032;6.9459168199999795;11.882674879999968;21.82212129000004;17.04521067999997;-65.512891;8.763495500000001;62.929669021;552.1002165000001;8.312572800000082;17.433502400000116;-0.10868381999989651;15.832896263712227;0.7777777777777778;189.99475516454677;0.12598815766974242;1;-1;0;7;7.0;0.457;66.9768;0.0149;0.0068;0.426;552.5322974709936
602;28;36;8.7740736;-66.8782043;64;561.5407104;9.331810079999968;12.70160007000004;23.087003379999942;16.277726899999948;-67.099034;8.7774637;63.927966228;561.7576768;10.564793599999975;16.495235800000025;0.21696640000004663;15.999999999999998;1.0;189.00000000000003;0.125;1;1;0;8;8.0;0.497;-1674.6156;0.2055;0.0072;0.463;560.6620000000001
603;28;37;8.73672867;-65.1535034;65;567.88736355;6.346653150000066;13.046176990000049;24.27864678000003;15.678463230000034;-65.12579600000001;8.736242399999998;64.930084585;567.8557559999999;12.343201;15.75553949999984;-0.0316075500001034;16.166235625781553;1.2461538461538462;188.02575589370548;0.12403473458920845;1;-1;0;9;9.0;0.518;2137.8808;0.6997;0.0074;0.483;568.2351160021788
604;28;38;8.73596954;-65.7687073;66;576.5739896399999;8.68662608999989;13.903110089999814;25.535903879999978;15.033279239999956;-66.006293;8.739508599999999;65.929139333;576.8075676;14.373750599999912;15.049890799999936;0.23357796000004782;16.331620904278438;1.5151515151515151;187.07129399446214;0.12309149097933274;1;1;0;10;10.0;1.5;251.9958;1.5405;0.0212;1.397;575.2771768748394
605;28;39;8.69292068;-63.5490112;67;582.42568556;5.851695920000111;14.208005420000063;26.72011891000011;14.538322010000002;-63.742688;8.6957505;66.931569413;582.6152835;16.46957819999999;14.759527500000084;0.18959793999999874;16.496172972233907;1.8059701492537314;186.1359218956543;0.12216944435630522;1;-1;0;11;11.0;3.1;3576.8654;3.0223;0.0431;2.888;581.8121872017655
606;28;40;8.68485832;-63.6223755;68;590.57036576;8.144680199999925;15.098117749999915;27.965583679999895;13.996376120000036;-63.463822;8.6824667;67.931868787;590.4077356;17.983735600000013;13.600168000000064;-0.16263015999993513;16.659908371007916;2.1176470588235294;185.21898130120567;0.12126781251816648;1;1;0;10;12.0;3.2;2103.2205;3.3753;0.0438;2.981;587.8627370358874
607;28;41;8.62912941;-60.3905029;69;595.4099292899999;4.839563529999964;15.301336329999913;29.021801239999945;12.98424372999989;-59.978656;8.6230998;68.935610267;594.9938861999999;19.18888619999995;12.37860269999993;-0.4160430899999028;16.82284307569508;2.449275362318841;184.3198458728331;0.1203858530857692;1;-1;0;9;13.0;4.0;5757.565;3.9793;0.054;3.726;593.4501044208149
608;28;42;8.60747814;-59.4326782;70;602.5234697999999;7.113540510000007;16.219432559999973;30.24867403999997;11.953104039999971;-59.213868000000005;8.6042917;69.9364313;602.300419;20.740418999999996;11.89268339999998;-0.22305080000000999;16.984992522418104;2.8;183.43791924211558;0.11952286093343936;1;1;0;8;14.0;2.301;3762.5123;2.4011;0.0306;2.144;598.5943491269816
609;28;43;8.55048275;-55.9221191;71;607.08427525;4.560805450000089;16.444121649999943;31.40145424000002;11.674345960000096;-55.406236;8.543156399999999;70.940518962;606.5641043999999;21.879104399999953;11.570218200000003;-0.5201708500001132;17.146371633935342;3.1690140845070425;182.57263317260734;0.11867816581938534;1;-1;0;7;15.0;2.401;7304.8989;2.6879;0.0315;2.237;603.3143984682403
610;28;44;8.52603054;-54.640686;72;613.87419888;6.789923629999976;17.387081879999982;32.609359479999966;11.350729080000065;-54.226068;8.520211799999998;71.941785924;613.4552496;23.41524959999998;11.154830599999986;-0.41894928000010623;17.306994843688898;3.5555555555555554;181.72344585873347;0.11785113019775792;1;1;0;6;16.0;2.401;5556.9381;2.6374;0.0311;2.237;607.6281259685919
611;28;45;8.46879673;-50.9172363;73;618.2221612899999;4.347962409999923;17.572411209999927;33.74167252999996;11.137886039999898;-50.108159;8.4576529;72.946206681;617.4086616999999;24.575661699999937;10.844557299999986;-0.8134995899999922;17.466876118408518;3.958904109589041;180.88984034954578;0.11704114719613057;1;-1;0;5;17.0;2.601;8879.2856;3.1038;0.0332;2.423;611.552423564407
612;28;46;8.44264317;-49.3792725;74;624.75559458;6.533433290000062;18.535685220000005;34.92504329999997;10.881395699999985;-48.7;8.433;73.947718;624.042;26.418;10.58675040000002;-0.713594579999949;17.626028979376553;4.378378378378378;180.07132308660377;0.11624763874381928;1;1;0;4;18.0;215.0;7306.0;200.0;3.0;200.0;615.1032679534386
613;28;47;8.38598919;-45.5015259;75;628.94918925;4.193594670000039;18.680947630000105;36.03137274000005;10.7270279600001;-44.24;8.369;74.952506;627.675;27.975;10.266338300000061;-1.2741892500000631;17.784466522450312;4.8133333333333335;179.2674225462992;0.11547005383792515;1;-1;0;3;19.0;215.0;10230.0;200.0;3.0;200.0;618.2957816367439
614;28;48;8.35903358;-43.7675171;76;635.28655208;6.337362829999961;19.660216579999997;37.18511740000008;10.5309575;-42.19;8.338;75.954707;633.688;30.02;9.646;-1.5985520799999904;17.942201436929967;5.2631578947368425;178.47768797788234;0.11470786693528089;1;1;0;2;20.0;322.0;8791.0;300.0;4.0;300.0;621.1442891421652
615;28;49;8.30361366;-39.7877808;77;639.37825182;4.091699739999967;19.76424949999989;38.260235819999934;10.429062569999928;-37.35;8.272;76.959903;636.944;15.796;9.269;-2.434251819999872;18.099246023352887;5.7272727272727275;177.70168822928295;0.11396057645963795;1;-1;0;1;21.0;429.0;11513.0;400.0;5.0;400.0;623.6623688672742
616;28;50;8.27658653;-37.9119263;78;645.57374934;6.1954975200000035;20.754749149999952;39.37848257999997;10.28719725999997;-34.88;8.238;77.962555;642.564;20.789;8.876;-3.009749339999985;18.25561221028858;6.205128205128205;176.93901065356624;0.11322770341445958;1;1;0;0;22.0;429.0;9910.0;400.0;5.0;400.0;625.8629009347818
617;28;51;8.18655777;-31.0048828;79;646.73806383;1.164314490000038;20.710210469999993;40.222806789999936;7.3598120100000415;-28.16;8.15;78.969769;643.85;-7.372;6.906;-2.8880638299999646;18.41131157020244;6.69620253164557;176.18926008953227;0.1125087900926024;1;-1;0;1;23.0;537.0;14248.0;511.0;6.0;500.0;627.758111413641
618;28;52;8.12118053;-25.8898926;80;649.6944424000001;2.9563785700000835;21.61816384000008;41.14055854000003;4.1206930600001215;-23.24;8.088;79.975051;647.04;-6.053;4.476;-2.6544424000001072;18.566355334451114;7.2;175.45205791056307;0.11180339887498948;1;1;0;2;24.0;644.0;13440.0;671.0;7.0;600.0;629.3596132237449
619;28;53;8.0284729;-18.4303589;81;650.3063049000001;0.6118625000000293;21.562332100000162;42.01035049000018;3.568241070000113;-16.09;8.0;80.982727;648.0;-21.2;4.15;-2.3063049000001;18.720754407467133;7.716049382716049;174.72704113636;0.1111111111111111;1;-1;0;3;25.0;751.0;15820.0;761.0;9.0;700.0;630.6784440107554
620;28;54;7.95956326;-12.7368774;82;652.68418732;2.377882419999878;22.50633301000005;42.950911320000046;2.9897449199999073;-10.72;7.935;81.988492;650.67;-17.418;3.63;-2.014187320000019;18.874519380186243;8.24390243902439;174.01386160269274;0.11043152607484655;1;1;0;4;26.0;859.0;15010.0;894.0;10.0;800.0;631.7251012496314
621;29;23;7.66406727;-1.50787354;52;398.53149804000003;17.404555740000035;-3.097830839999972;-0.8572444599999471;38.34453954000003;-1.88;7.671;51.997982;398.892;-34.037151200000025;-249.108;0.36050195999996504;13.93163953576523;0.6923076923076923;217.5479096738725;0.1386750490563073;-1;-1;1;3;-6.0;644.0;0.0;0.0;12.0;600.0;397.68657314069134
622;29;24;7.89079332;-13.1170654;53;418.21204596;19.68054791999998;-2.600965359999975;0.5456564099999923;37.085103660000016;-13.14;7.891;52.985894;418.223;-31.09286340000003;-232.447;0.010954040000001442;14.109682667364165;0.4716981132075472;216.17098728112651;0.13736056394868904;-1;1;1;4;-5.0;537.0;0.0;0.0;9.0;500.0;416.2054989403325
623;29;25;8.04447746;-21.2354431;54;434.40178283999995;16.18973687999994;-1.8046201300000462;2.0608327599999825;35.87028479999992;-21.24;8.045;53.977198;434.43;-28.30787459999998;35.538;0.02821716000005381;14.286609467713793;0.2962962962962963;214.82827569969635;0.13608276348795434;-1;-1;1;3;-4.0;429.0;-15538.0;454.0;7.0;400.0;433.6671514493437
624;29;26;8.23767281;-31.834259;55;453.07200455;18.67022171000002;-1.2873191500000303;3.3937101900000357;34.85995858999996;-31.635403;8.233996999999999;54.966038;452.86983499999997;-23.95928700000001;34.64683499999996;-0.20216955000006465;14.462447418811122;0.16363636363636364;213.5183146195388;0.13483997249264842;-1;1;1;2;-3.0;167.0;-17366.0;429.0;2.8284;155.56;450.1294929567931
625;29;27;8.36205578;-38.9660034;56;468.27512368000004;15.203119130000061;-0.6022682699999677;4.839153280000005;33.87334084000008;-38.629733;8.3559907;55.958529278;467.9354792;-18.975482399999922;33.5054792;-0.33964448000006087;14.637222840091884;0.07142857142857142;212.23973118133236;0.1336306209562122;-1;-1;1;1;-2.0;6.864;-13240.0;400.0;0.1142;6.395;465.64634354611405
626;29;28;8.52865696;-48.7529297;57;486.13344671999994;17.858323039999902;-0.07335576000008359;7.817668669999989;33.061442169999964;-47.309014000000005;8.5032646;56.949211686;484.6860822;-13.601334299999987;31.816247200000042;-1.447364519999951;14.810960957438846;0.017543859649122806;210.9912332884271;0.13245323570650439;-1;1;1;0;-1.0;0.537;-14759.0;200.0;0.0088;0.501;480.2677443293653
627;29;29;8.58835697;-52.6728516;58;498.12470426;11.99125754000005;2.305384339999989;10.719850659999963;29.84958057999995;-51.667851;8.5709696;57.944532283;497.1162368;-9.744133399999992;29.18075760000001;-1.0084674600000199;14.983685966957935;0.0;209.77160353741112;0.13130643285972254;-1;-1;1;1;0.0;0.604;-9368.9796;50.002;0.0097;0.564;494.0402831237392
628;29;30;8.66049671;-57.4460449;59;510.96930589000004;12.844601630000057;3.0362042300000667;12.126024819999998;24.835859170000106;-56.358453999999995;8.642002699999999;58.939496713;509.87815929999994;-7.436076800000039;25.19207709999994;-1.0911465900001076;15.155421094002051;0.01694915254237288;208.57969370050284;0.13018891098082386;-1;1;1;2;1.0;0.566;-9142.776;0.6018;0.009;0.528;507.007387024145
629;29;31;8.67081738;-58.6543884;60;520.2490428000001;9.279736910000054;3.7701493500001106;13.334366040000077;22.12433854000011;-58.345262000000005;8.6656047;59.937363787;519.936282;-4.869869999999995;22.820045199999992;-0.3127608000000919;15.32618864787106;0.06666666666666667;207.4144197011884;0.12909944487358058;-1;-1;1;3;2.0;1.731;-4170.7922;1.6286;0.0269;1.613;519.2095857321201
630;29;32;8.71998024;-62.2528076;61;531.91879464;11.66975183999989;4.424612040000056;14.716985990000012;20.949488749999944;-61.984063;8.715514800000001;60.933457375;531.6464028;-2.4788081999999703;21.7682435000001;-0.27239183999995475;15.496010072571343;0.14754098360655737;206.27475703160545;0.12803687993289598;-1;1;1;4;3.0;1.02;-5635.1565;15.9028;0.0156;0.951;530.6847489952881
631;29;33;8.7152729;-62.6095276;62;540.3469198;8.428125160000036;5.183230159999994;15.904247199999986;20.097876999999926;-62.787543;8.7180839;61.932594803;540.5212018;-0.20154960000002756;20.584919799999916;0.1742819999999483;15.664905993978548;0.25806451612903225;205.15973656629976;0.1270001270001905;-1;-1;1;5;4.0;0.683;-1619.4548;0.6507;0.0103;0.637;541.4683010789742
632;29;34;8.74650383;-65.2209473;63;551.02974129;10.682821489999924;5.766757789999929;17.26362691999998;19.11094664999996;-65.579868;8.7521404;62.929597119;551.3848452;2.163621599999955;19.738442399999943;0.3551039100000253;15.832896263712227;0.3968253968253968;204.06844073229098;0.12598815766974242;-1;1;1;6;5.0;0.457;-3366.4392;1.545;0.0068;0.426;551.5934148207522
