Z,N,BE/A_DZ10,MassExcess_DZ10,A,BE,S1n,S1p,S2p,S2n,MassExcess_AME,BE/A_AME,Atomic_Mass,diff
58,67,8.22598553,-64.7020264,125,1028.2481912500002,10.187137290000237,3.250971610000306,4.784299300000271,22.896656920000282,-66.658,8.242,124.92844,-0.016014470000000003
59,66,8.14845943,-55.7936401,125,1018.5574287500001,13.06339907000006,0.4963747900001181,3.4905967400002282,24.218318120000163,-58.07,8.167,124.937659,-0.01854056999999898
48,77,8.35776138,-73.3505859,125,1044.7201725,4.9963445799999135,14.047865940000065,26.831289990000073,12.017696430000115,-73.34809,8.3576815,124.92125759,7.987999999947704e-05
51,74,8.45472908,-87.8185425,125,1056.841135,8.135438999999906,7.325742559999753,19.24763772999995,14.77984107999987,-88.255094,8.458161200000001,124.905254264,-0.0034321200000011487
56,69,8.35176945,-78.8603516,125,1043.9711812500002,9.036824810000098,4.99295541000015,8.363488230000257,20.507289300000252,-79.668976,8.3581784,124.91447184,-0.006408949999999081
47,78,8.29431152,-64.6369019,125,1036.7889400000001,6.116633440000214,12.878372040000158,28.91201272000012,11.033554360000153,-64.519939,8.2933151,124.930735,0.0009964200000016632
45,80,8.13599205,-43.2822876,125,1016.9990062500001,5.086889090000113,14.918070370000123,33.02668986000003,9.122078970000075,-41.83,8.124,124.955094,0.01199204999999992
55,70,8.39586067,-83.5892944,125,1049.48258375,10.504357909999953,3.5930269499999667,10.199469920000183,19.33248067999989,-84.089742,8.3998033,124.909725953,-0.003942630000000946
60,65,8.06062317,-45.5964966,125,1007.57789625,11.477501449999977,2.083866569999941,2.226361920000045,25.62035798999989,-48.07,8.08,124.948395,-0.019376830000000567
50,75,8.44361115,-85.6464844,125,1055.45139375,5.936001309999938,12.045086990000073,22.748917680000204,13.964996910000082,-85.893657,8.4455285,124.90778937,-0.0019173499999993737
44,81,8.04190731,-30.7394409,125,1005.2384137499998,3.157477869999866,18.08157226999981,35.05382540999983,8.201828249999721,-28.37,8.023,124.969544,0.018907309999999455
49,76,8.40455151,-79.9816284,125,1050.56893875,7.162631989999909,10.84511082999984,24.81355310999993,12.975441479999972,-80.41230800000001,8.4079365,124.913673841,-0.0033849900000006983
53,72,8.44861698,-88.6192017,125,1056.0771225,9.085304899999983,5.476852820000204,14.015828580000061,16.794008670000267,-88.83602400000001,8.450291100000001,124.90463061,-0.0016741200000005563
46,79,8.22379971,-55.0406494,125,1027.97496375,4.064395789999935,16.062846589999936,30.9383782499998,10.086081239999999,-53.96,8.215,124.942072,0.008799709999999905
55,71,8.39658737,-84.0053711,126,1057.97000862,8.48742487000004,4.147609869999997,10.97819101999994,18.991782779999994,-84.350683,8.3992673,125.909445821,-0.002679929999999331
45,81,8.10227585,-39.0986328,126,1020.8867571,3.887750849999861,15.648343350000118,33.72991561999993,8.974639939999975,-37.2,8.087,125.960064,0.01527585000000009
58,68,8.25755882,-68.8348389,126,1040.45241132,12.204220069999792,3.7131813200001034,5.518054879999909,22.39135736000003,-70.820565,8.2732581,125.923971,-0.01569927999999976
48,78,8.34552765,-72.095459,126,1051.5364839,6.816311399999904,14.747543899999755,27.625915939999913,11.812655979999818,-72.255727,8.3467393,125.92243029,-0.0012116500000001196
56,70,8.37276554,-81.7862549,126,1054.9684580399999,10.99727678999966,5.485874289999856,9.078901239999823,20.034101599999758,-82.669913,8.3797187,125.911250202,-0.006953160000000125
49,77,8.38276005,-77.5690918,126,1056.2277663,5.658827550000069,11.507593799999995,25.55545974000006,12.821459539999978,-77.809377,8.3846067,125.916468202,-0.001846650000000949
50,76,8.43867683,-85.3969727,126,1063.2732805800001,7.8218868300000395,12.704341830000203,23.549452660000043,13.757888139999977,-86.015135,8.443522699999999,125.907658958,-0.004845869999998698
46,80,8.20474529,-52.7921143,126,1033.79790654,5.82294279000007,16.798900289999892,31.716970660000015,9.887338580000005,-51.79,8.197,125.944401,0.007745290000000793
59,67,8.16808701,-58.34375,126,1029.17896326,10.621534509999947,0.9307720099998278,4.181743620000134,23.684933580000006,-60.324,8.184,125.93524,-0.015912989999998572
53,73,8.43916798,-87.8059082,126,1063.3351654800001,7.2580429800000275,5.992874230000325,14.629469480000125,16.34334788000001,-87.910496,8.4399379,125.905624205,-0.0007699199999997575
47,79,8.26628685,-61.3287354,126,1041.5521431,4.763203099999828,13.577179350000051,29.640025939999987,10.879836540000042,-60.72,8.261,125.934814,0.005286850000000953
51,75,8.43900394,-86.220459,126,1063.3144964399999,6.473361439999962,7.863102689999778,19.90818967999985,14.608800439999868,-86.393135,8.4403136,125.907253158,-0.0013096600000004344
52,74,8.46047688,-89.7084961,126,1066.02008688,8.677795630000219,9.178951880000113,16.504694439999867,15.419817200000125,-90.06416800000001,8.4632397,125.903312144,-0.002762820000000943
60,66,8.10383701,-51.0305786,126,1021.0834632599999,13.505567009999936,2.5260345099998176,3.0224092999999357,24.983068459999913,-53.38,8.122,125.942694,-0.018162990000000434
57,69,8.30351067,-73.8424072,126,1046.2423444199999,9.503114419999974,2.2711631699996815,7.264118579999831,21.24512477999997,-74.97347599999999,8.312426799999999,125.919512667,-0.008916129999999356
50,77,8.41764832,-83.0936279,127,1069.04133664,5.768056059999935,12.81357034000007,24.321164140000064,13.589942889999975,-83.469578,8.420548199999999,126.910391726,-0.0028998799999992997
51,76,8.43473053,-86.0454102,127,1071.21077731,7.896280870000055,7.937496729999793,20.641838559999997,14.369642310000017,-86.69829399999999,8.439810999999999,126.906925557,-0.0050804699999993375
46,81,8.17084312,-48.619873,127,1037.6970762400001,3.8991697000001295,16.81031914000016,32.45866249000028,9.7221124900002,-47.22,8.16,126.949307,0.010843120000000539
57,70,8.32663536,-77.0113525,127,1057.48269072,11.240346300000056,2.5142326800000774,8.000106969999933,20.74346072000003,-77.89611599999999,8.333541199999999,126.916375083,-0.006905839999999941
56,71,8.3755188,-82.4373169,127,1063.6908876,8.722429560000137,5.720878979999952,9.868488849999949,19.719706349999797,-82.817955,8.378456,126.911091272,-0.002937199999999862
60,67,8.1258831,-53.8629761,127,1031.9871537,10.903690439999991,2.808190439999862,3.73896244999969,24.409257449999927,-55.91,8.142,126.939978,-0.0161169000000001
52,75,8.44534874,-88.1762695,127,1072.55928998,6.539203099999895,9.244793540000046,17.107896229999824,15.216998730000114,-88.280497,8.446109,126.905226993,-0.0007602599999998461
45,82,8.07690811,-35.9078369,127,1025.76732997,4.880572870000037,15.671207829999958,34.520033720000015,8.768323719999898,-33.73,8.06,126.963789,0.016908109999999255
47,80,8.24765778,-59.1577148,127,1047.45253806,5.900394960000085,13.654631520000066,30.45353180999996,10.663598059999913,-58.65,8.244,126.937037,0.003657780000001054
55,72,8.40756798,-85.7250977,127,1067.7611334599999,9.791124839999839,4.335966179999787,11.684010959999796,18.27854970999988,-86.240027,8.4115617,126.907417527,-0.0039937200000004225
48,79,8.31782436,-68.8511963,127,1056.36369372,4.827209820000007,14.811550619999934,28.388729969999986,11.643521219999911,-68.741199,8.3168971,126.926203291,0.0009272599999992082
58,69,8.26917458,-70.4962769,127,1050.18517166,9.732760339999913,3.9428272400000424,6.213990409999724,21.936980409999705,-71.979344,8.2807922,126.922727,-0.011617620000000883
59,68,8.20189095,-62.7335205,127,1041.64015065,12.46118738999985,1.1877393299998857,4.900920649999989,23.082721899999797,-64.543,8.216,126.93071,-0.014109050000000067
53,74,8.44209194,-88.5449219,127,1072.14567638,8.810510899999827,6.125589499999933,15.304541380000046,16.068553879999854,-88.98321700000001,8.445482,126.904472592,-0.0033900600000009717
49,78,8.37141705,-76.4398193,127,1063.16996535,6.942199049999999,11.63348145000009,26.381025349999845,12.601026600000068,-76.879897,8.3748212,126.91746604,-0.003404149999999717
50,78,8.41139984,-82.6400146,128,1076.65917952,7.617842879999898,13.489214169999968,25.12269562000006,13.385898939999834,-83.36143,8.4169749,127.910507828,-0.005575059999999965
59,69,8.21682739,-64.776001,128,1051.75390592,10.113755270000183,1.5687342600001557,5.511561500000198,22.574942660000033,-66.330764,8.2289141,127.928791,-0.012086710000000167
46,82,8.15095234,-46.1733398,128,1043.32189952,5.624823279999873,17.554569549999997,33.225777379999954,9.523992980000003,-44.39,8.137,127.952345,0.013952339999999452
58,70,8.29604912,-74.1339722,128,1061.89428736,11.709115699999984,4.411596639999971,6.925829320000048,21.441876039999897,-75.533925,8.3069259,127.918911,-0.010876780000000252
56,72,8.39043903,-84.6511841,128,1073.97619584,10.28530823999995,6.215062380000063,10.55102855999985,19.007737800000086,-85.369156,8.3959878,127.908352446,-0.005548770000000758
62,66,7.98396921,-37.3171387,128,1021.94805888,14.264956139999981,1.3492606099998739,0.8645956200000455,26.495535779999955,-39.15,7.998,127.957971,-0.014030790000000515
51,77,8.41807365,-84.2766724,128,1077.5134272,6.3026498900001116,8.47209055999997,21.28566090000004,14.198930760000167,-84.629852,8.4207724,127.909146121,-0.002698750000000416
45,83,8.02551651,-29.3352661,128,1027.26611328,1.498783309999908,16.335087139999928,35.07697631999986,6.379356179999945,-27.34,8.01,127.970649,0.015516509999999428
49,79,8.34900665,-73.8713989,128,1068.6728512,5.502885849999984,12.309157480000067,27.1207081,12.445084899999983,-74.190117,8.3514361,127.920353637,-0.0024294500000010544
53,75,8.43125248,-87.5282593,128,1079.20031744,7.0546410599999945,6.641027460000032,15.885821000000078,15.865151959999821,-87.73803,8.4328309,127.905809355,-0.0015784200000013016
47,81,8.21922493,-55.6946411,128,1052.06079104,4.608252979999861,14.363714799999798,31.17403393999996,10.508647939999946,-54.71,8.211,127.941266,0.00822492999999902
57,71,8.33379269,-78.1828613,128,1066.72546432,9.242773599999964,3.0345767199999045,8.755455699999857,20.48311990000002,-78.625439,8.337190399999999,127.915592123,-0.003397709999999776
55,73,8.40340614,-85.5286255,128,1075.63598592,7.8748524600000565,4.829617249999956,12.300820439999825,17.665977299999895,-85.931773,8.406495300000001,127.907748452,-0.0030891600000018116
48,80,8.30450058,-67.3922119,128,1062.97607424,6.612380519999988,15.523536179999837,29.178167699999904,11.439590339999995,-67.23824499999999,8.3032367,127.927816778,0.001263879999999773
60,68,8.16316891,-58.6900024,128,1044.88562048,12.898466780000035,3.2454698300000473,4.433209159999933,23.802157220000026,-60.53,8.177,127.935018,-0.013831090000000046
52,76,8.4452877,-88.5423584,128,1080.9968256,8.437535620000062,9.786048290000053,17.723545019999847,14.976738719999958,-88.993794,8.4487536,127.904461237,-0.0034659000000001328
58,71,8.30529022,-75.5507812,129,1071.38243838,9.488151020000032,4.656974060000039,7.691550779999943,21.197266720000016,-76.287504,8.3109411,128.918102,-0.005650880000001024
60,69,8.18017578,-60.975708,129,1055.24267562,10.357055140000057,3.4887696999999207,5.057503960000076,23.255521920000092,-62.375,8.191,128.933038,-0.01082421999999994
56,73,8.3875885,-84.6025391,129,1081.9989165,8.022720660000005,6.362930580000011,11.192547829999967,18.308028899999954,-85.06086599999999,8.3910811,128.908683409,-0.0034925999999995128
62,67,8.01213646,-40.8632812,129,1033.56560334,11.61754446000009,1.6459259000000657,1.5784496400001444,25.88250060000007,-42.33,8.023,128.954557,-0.010863539999999006
51,78,8.41218567,-83.8638306,129,1085.17195143,7.658524230000012,8.512771910000083,22.00198608000005,13.961174120000123,-84.629384,8.418059800000002,128.909146623,-0.005874130000002253
61,68,8.10174942,-51.6411133,129,1045.1256751800001,13.205997740000157,0.24005470000020068,3.485524530000248,24.526876910000055,-53.18,8.114,128.942909,-0.0122505799999999
55,74,8.41181087,-86.9448853,129,1085.12360223,9.487616310000021,4.987737909999851,12.97792585000002,17.362468770000078,-87.49905,8.4160465,128.90606591,-0.004235630000000157
53,76,8.4320879,-87.9959106,129,1087.7393391,8.539021660000117,6.742513500000086,16.52856179000014,15.593662720000111,-88.507176,8.435990799999999,128.904983643,-0.003902899999998155
52,77,8.42894363,-86.8079834,129,1087.33372827,6.336902669999972,9.820301069999914,18.292391629999884,14.774438290000035,-87.004884,8.4304098,128.906596419,-0.0014661700000004885
57,72,8.35055637,-80.6077881,129,1077.22177173,10.4963074100001,3.2455758900000546,9.460638270000118,19.739081010000064,-81.32354099999999,8.3560449,128.912695592,-0.005488530000000935
59,70,8.24527931,-68.5916748,129,1063.6410309900002,11.887125070000138,1.74674363000031,6.158340270000281,22.00088034000032,-69.773566,8.254380800000002,128.925095,-0.009101490000000823
48,81,8.27621841,-63.9770508,129,1067.63217489,4.6561006500000985,15.571383850000075,29.935098649999873,11.268481170000086,-63.122142,8.2695311,128.932235597,0.006687310000000224
46,83,8.09865475,-39.5065918,129,1044.7264627499999,1.4045632299998942,17.460349469999983,33.79543660999991,7.029386509999767,-37.88,8.086,128.959334,0.012654749999999382
49,80,8.33640099,-72.5228882,129,1075.3957277099998,6.722876509999878,12.419653469999957,27.943189649999795,12.225762359999862,-72.83488899999999,8.338759,128.921808534,-0.0023580100000000215
47,82,8.19957733,-53.3079224,129,1057.74547557,5.6846845300001405,14.423576050000065,31.97814560000006,10.292937510000002,-51.87,8.188,128.944315,0.01157732999999972
50,79,8.38959312,-80.1671143,129,1082.25751248,5.598332960000107,13.584661280000091,25.89381876000016,13.216175840000005,-80.59059699999999,8.3928161,128.91348244,-0.003222979999998543
59,71,8.25650215,-70.2246094,130,1073.3452794999998,9.704248509999616,1.9628411199998936,6.619815179999932,21.591373579999754,-71.175464,8.2637565,129.92359,-0.007254350000000187
60,70,8.21202183,-65.2244873,130,1067.5628379,12.320162279999977,3.9218069099997592,5.668550540000069,22.677217420000034,-66.596239,8.222513600000001,129.928506,-0.010491770000001566
50,80,8.38208008,-79.5085449,130,1089.6704104,7.412897919999978,14.27468269000019,26.694336160000148,13.011230880000085,-80.132217,8.386816999999999,129.913974531,-0.004736919999999145
48,82,8.26185131,-62.3140869,130,1074.0406703,6.408495410000114,16.29519473000005,30.718770780000114,11.064596060000213,-61.117597,8.2525868,129.934387563,0.00926451000000128
46,84,8.05974388,-34.4754639,130,1047.7667044,3.040241650000098,18.131594319999977,34.40250728000001,4.444804879999992,-32.73,8.046,129.964863,0.01374387999999982
57,73,8.3516674,-81.0313721,130,1085.716762,8.494990270000017,3.7178455000000667,10.080776080000078,18.991297680000116,-81.627374,8.3561919,129.912369413,-0.0045245000000004865
56,74,8.39987183,-86.515625,130,1091.9833379000002,9.984421400000201,6.859735670000191,11.847473580000042,18.007142060000206,-87.256776,8.405513000000001,129.906326002,-0.005641170000000528
47,83,8.15205383,-47.2580566,130,1059.7669979,2.021522329999925,15.040535150000096,32.50088462000008,7.706206860000066,-45.898,8.142,129.950727,0.010053830000000374
49,81,8.31339359,-69.7969971,130,1080.7411667000001,5.345438990000275,13.108991810000134,28.68037566000021,12.068315500000153,-69.90653,8.314176,129.924952257,-0.000782409999999345
61,69,8.12228775,-54.3414307,130,1055.8974075,10.771732319999956,0.6547318800000994,4.14350158000002,23.977730060000113,-55.47,8.131,129.940451,-0.00871225000000031
62,68,8.05526638,-46.4108887,130,1047.1846294000002,13.619026060000124,2.0589542200000324,2.299008920000233,25.236570520000214,-47.7,8.065,129.948792,-0.009733619999998666
51,79,8.39462757,-81.9221191,130,1091.3015841000001,6.129632670000092,9.044071620000068,22.62873290000016,13.788156900000104,-82.28568700000001,8.3973641,129.911662686,-0.0027365299999999593
58,72,8.32577419,-78.4475098,130,1082.3506447,10.968206320000036,5.128872969999975,8.37444886000003,20.456357340000068,-79.422913,8.3332164,129.914736,-0.007442209999998894
53,77,8.4199276,-86.7757568,130,1094.590588,6.851248899999973,7.256859730000087,17.0771608,15.39027056000009,-86.936188,8.4211011,129.906670168,-0.0011735000000001605
52,78,8.42716122,-86.9338379,130,1095.5309586,8.197230330000139,10.35900717000004,18.871779080000124,14.53413300000011,-87.35296000000001,8.4303251,129.906222745,-0.0031638799999988976
55,75,8.40589046,-86.515625,130,1092.7657598,7.6421575700001085,5.48173265000014,13.565442360000134,17.12977388000013,-86.899754,8.4087848,129.906709281,-0.002894339999999218
57,74,8.36552429,-83.1268311,131,1095.88368199,10.166919989999997,3.9003440899998623,10.760079760000053,18.661910260000013,-83.769265,8.3703676,130.91007,-0.004843310000000045
56,75,8.39500046,-86.2059937,131,1099.74506026,7.761722359999794,6.979300459999877,12.461033110000017,17.746143759999995,-86.678958,8.3985511,130.906946315,-0.0035506400000002714
55,76,8.41185188,-87.6311035,131,1101.95259628,9.18683648000001,5.610328479999907,14.213257180000028,16.82899405000012,-88.055574,8.4150317,130.905468457,-0.0031798199999997223
50,81,8.35952759,-76.8648682,131,1095.09811429,5.427703889999975,14.35694758999989,27.465939400000025,12.840601809999953,-77.264579,8.3625183,130.917053067,-0.002990709999998842
46,85,8.00680733,-27.5290527,131,1048.8917602299998,1.1250558299998374,18.029967229999784,34.983852849999835,4.165297479999936,-25.74,7.993,130.972367,0.013807329999998785
59,72,8.2789793,-73.354126,131,1084.5462883,11.201008800000182,2.1956436000000394,7.324516570000014,20.905257309999797,-74.300664,8.286143899999999,130.92023496,-0.00716459999999941
49,82,8.29957867,-68.229126,131,1087.24480577,6.503639069999963,13.204135469999983,29.49933020000003,11.849078060000238,-68.02436900000001,8.2979544,130.926972839,0.0016242700000006494
61,70,8.15639496,-58.8603516,131,1068.48773976,12.590332259999968,0.9249018600000909,4.84670876999985,23.362064579999924,-59.77,8.163,130.935834,-0.006605040000000173
62,69,8.07799244,-49.3720093,131,1058.2170096399998,11.032380239999611,2.319602139999688,2.9743340199997874,24.651406299999735,-50.28,8.085,130.946022,-0.007007560000001689
52,79,8.40964985,-84.9956055,131,1101.6641303499998,6.133171749999747,10.362546249999696,19.406617869999764,14.330402079999885,-85.211022,8.4112339,130.90852221,-0.001584049999999948
60,71,8.22118092,-66.5650024,131,1076.97470052,9.411862619999965,3.629421020000109,5.5922621400000025,21.732024899999942,-67.76804,8.2303045,130.92724802,-0.009123580000000686
51,80,8.38719654,-81.2718506,131,1098.72274674,7.42116263999992,9.05233634000001,23.3270190300002,13.550795310000012,-81.98141199999999,8.392552499999999,130.911989339,-0.005355959999999271
58,73,8.32837296,-79.0424194,131,1091.01685776,8.666213060000018,5.3000957599999765,9.017941260000043,19.634419380000054,-79.708448,8.3333969,130.914429465,-0.005023940000000948
53,78,8.41876888,-86.9725342,131,1102.85872328,8.268135280000024,7.327764679999973,17.686771850000014,15.119384179999997,-87.442727,8.4222977,130.906126375,-0.003528819999999655
48,83,8.21357632,-56.180542,131,1075.9784979199999,1.93782761999978,16.211500019999903,31.25203517,8.346323029999894,-55.211760000000005,8.2061204,130.94072774,0.007455919999999949
47,84,8.11262131,-42.1730957,131,1062.7533916099999,2.986393709999902,14.9866872099999,33.11828152999988,5.007916039999827,-40.75,8.102,130.956253,0.01062130999999944
53,79,8.4053278,-85.5457153,132,1109.5032696,6.644546320000018,7.839139250000244,18.20168549999994,14.912681600000042,-85.70350199999999,8.4064628,131.907993511,-0.001134999999999664
50,82,8.35079956,-76.0008545,132,1102.30554192,7.207427629999984,15.060736149999912,28.264871619999894,12.635131519999959,-76.546554,8.3548726,131.917823898,-0.00407303999999975
48,84,8.17869949,-51.7189941,132,1079.58833268,3.6098347600000125,16.834941070000013,31.821628279999914,5.547662379999792,-50.46542899999999,8.1691421,131.945823136,0.009557389999999444
52,80,8.40622044,-84.8811035,132,1109.6210980800001,7.956967730000315,10.89835134000009,19.9506876800001,14.090139480000062,-85.188197,8.4084859,131.908546713,-0.0022654600000002745
55,77,8.40425682,-86.9690552,132,1109.36190024,7.409303959999988,6.105395459999954,14.771312240000043,16.59614044,-87.152693,8.4055878,131.90643774,-0.0013309799999987604
58,74,8.34590626,-81.6138306,132,1101.65962632,10.642768559999922,5.775944329999902,9.676288419999764,19.30898161999994,-82.468688,8.352322299999999,131.911466226,-0.006416039999999512
59,73,8.28534412,-74.4019775,132,1093.66542384,9.119135539999888,2.6485660799999096,7.948661839999886,20.32014434000007,-75.22746400000001,8.291537700000001,131.91924,-0.006193580000001475
51,81,8.3687582,-79.1538086,132,1104.6760824,5.953335659999993,9.577968110000029,23.93491569999992,13.374498299999914,-79.635282,8.3723452,131.914508013,-0.0035869999999995628
60,72,8.24716759,-70.1449585,132,1088.62612188,11.651421360000086,4.079833580000013,6.275477180000053,21.06328398000005,-71.425815,8.2568104,131.923321237,-0.009642810000000779
62,70,8.11529922,-54.3030396,132,1071.21949704,13.002487400000291,2.7317572800000107,3.6566591400001016,24.034867639999902,-55.14,8.122,131.940805,-0.006700779999999185
49,83,8.25571251,-62.6671143,132,1089.7540513200001,2.5092455500000597,13.775553400000263,29.987053420000166,9.012884620000023,-62.411553999999995,8.253716200000001,131.932998444,0.001996309999999113
61,71,8.16591263,-60.2017822,132,1077.9004671599998,9.412727399999767,0.9257666399998925,4.555187660000001,22.003059659999735,-61.628,8.177,131.93384,-0.011087370000000263
56,76,8.40477371,-87.8196411,132,1109.43012972,9.685069460000022,7.477533439999888,13.087861919999796,17.446791819999817,-88.434903,8.4093747,131.905061231,-0.004600990000000138
47,85,8.06451035,-35.8637695,132,1064.5153662,1.7619745900001362,15.623605970000199,33.65357319999998,4.748368300000038,-34.4,8.053,131.96307,0.011510350000000003
57,75,8.36454868,-83.2923584,132,1104.12042576,8.236743769999975,4.3753655000000435,11.35466595999992,18.403663759999972,-83.72357799999999,8.3677559,131.910119047,-0.003207220000000177
62,71,8.12429333,-55.5432129,133,1080.53101289,9.311515849999978,2.6305457300002217,3.5563123700001142,22.31400325000027,-57.231,8.137,132.93856,-0.012706670000000031
60,73,8.25518322,-71.3868408,133,1097.9393682599998,9.313246379999782,4.273944419999907,6.922510499999817,20.964667739999868,-72.33238,8.262232,132.922348,-0.007048779999999866
61,72,8.19402695,-64.0354004,133,1089.80558435,11.905117190000055,1.1794624699998622,5.259296049999875,21.317844589999822,-65.407653,8.2042841,132.929782,-0.010257150000001047
53,80,8.40225506,-85.4708252,133,1117.49992298,7.996653379999998,7.878824899999927,18.777176240000017,14.641199700000016,-85.85730199999999,8.4050993,132.9078284,-0.0028442399999999424
64,69,7.96153498,-35.4610596,133,1058.88415234,11.704726299999948,1.1877252999997836,0.6671427000001131,26.035887439999897,-36.06,7.966,132.961288,-0.004465020000000486
59,74,8.3046093,-77.1782227,133,1104.5130368999999,10.847613059999958,2.853410579999945,8.629354909999847,19.966748599999846,-77.937591,8.3102588,132.916330558,-0.005649500000000529
47,86,8.02399826,-30.4686279,133,1067.1917685800001,2.676402380000127,15.563125460000265,34.2835358100001,4.438376970000263,-29.08,8.013,132.968781,0.010998260000000926
58,75,8.34617329,-81.9238281,133,1110.0410475699998,8.381421249999903,5.92062180999983,10.295987309999873,19.024189809999825,-82.418223,8.349830099999998,132.911520402,-0.0036568099999989556
57,76,8.37563419,-85.0598145,133,1113.9593472699999,9.838921509999864,4.529217549999885,12.006750989999773,18.07566527999984,-85.494392,8.3788415,132.908218,-0.0032073100000005184
55,78,8.40787411,-87.782959,133,1118.24725663,8.88535638999997,6.203628550000076,15.388533349999989,16.29466034999996,-88.070943,8.4099786,132.905451958,-0.0021044900000006805
48,85,8.12978363,-45.3205566,133,1081.2612227900001,1.6728901100002531,16.74585659000013,32.36946256000033,5.282724870000266,-44.14,8.121,132.952614,0.008783629999999931
49,84,8.22044659,-58.1608887,133,1093.31939647,3.5653451499997573,13.731063790000007,30.56600486000002,6.074590699999817,-57.69,8.217,132.938067,0.003446589999999361
56,77,8.39797401,-87.2486572,133,1116.93054333,7.500413610000123,7.568643090000023,13.674038549999977,17.185483070000146,-87.553512,8.400205900000001,132.906007443,-0.0022318900000009023
51,82,8.35984135,-78.2651367,133,1111.85889955,7.182817149999892,9.553357629999937,24.61409377999985,13.136152809999885,-78.923513,8.3647302,132.915272128,-0.004888850000000389
50,83,8.30631733,-70.3642578,133,1104.74020489,2.4346629700000904,14.986153569999942,28.761706970000205,9.642090600000074,-70.87389,8.310089,132.923913753,-0.0037716699999990055
52,81,8.38756657,-82.7351074,133,1115.54635381,5.92525572999989,10.870271409999987,20.448239520000016,13.882223460000205,-82.937133,8.389025499999999,132.91096333,-0.001458929999998304
51,83,8.32074833,-73.3151855,134,1114.9802762200002,3.121376670000245,10.240071330000092,25.226224900000034,10.304193820000137,-74.019004,8.3259398,133.920537334,-0.005191469999999754
49,85,8.1760006,-52.3543701,134,1095.5840804,2.2646839300000465,14.3228576099998,31.06871419999993,5.830029079999804,-51.97,8.173,133.944208,0.00300060000000002
52,82,8.38254547,-82.378418,134,1123.26109298,7.71473917000003,11.402193430000125,20.95555106000006,13.63999489999992,-82.53375199999999,8.3836442,133.911396376,-0.0010987300000007139
53,81,8.38757133,-83.8342285,134,1123.93455822,6.434635240000034,8.388204410000071,19.258475820000058,14.431288620000032,-84.04344,8.389072200000001,133.90977566,-0.0015008700000009867
62,72,8.1557188,-59.8071289,134,1092.8663192000001,12.335306310000078,3.0607348500002445,4.240197320000107,21.646822160000056,-61.376,8.167,133.93411,-0.011281199999999103
59,75,8.30858517,-77.9442139,134,1113.3504127800002,8.837375880000309,3.309365210000351,9.22998702000018,19.684988940000267,-78.528,8.3128817,133.915696729,-0.004296529999999521
55,79,8.39865971,-86.8847656,134,1125.42040114,7.173144509999929,6.698007329999882,15.9171315399999,16.0585008999999,-86.89116499999999,8.398647,133.906718501,1.2710000000026866e-05
50,84,8.27525234,-66.4364014,134,1108.88381356,4.143608669999821,15.564417090000006,29.295480880000014,6.578271639999912,-66.43375900000001,8.2751719,133.92868043,8.043999999962637e-05
57,77,8.37265682,-84.9650879,134,1121.93601388,7.976666610000166,5.005470549999927,12.57411363999995,17.81558812000003,-85.218659,8.3744888,133.908514011,-0.0018319800000003994
48,86,8.09389019,-40.5692139,134,1084.58128546,3.320062669999743,17.389516879999746,32.95264234000001,4.992952779999996,-39.46,8.086,133.957638,0.007890189999999464
64,70,8.00424385,-41.0742188,134,1072.5686759,13.684523560000116,1.5797373699999753,1.3491788599999381,25.389249860000064,-41.53,8.008,133.955416,-0.003756149999999181
60,74,8.27793217,-74.6190186,134,1109.2429107799999,11.303542520000065,4.729873880000014,7.583284459999959,20.616788899999847,-75.646443,8.2855391,133.918790207,-0.007606929999999679
61,73,8.20561409,-65.7106934,134,1099.55228806,9.74670371000002,1.6129198000000997,5.886864220000007,21.651820900000075,-66.763908,8.2134131,133.928326,-0.007799010000001161
58,76,8.36088562,-84.1700439,134,1120.35867308,10.317625510000198,6.399325810000164,10.928543360000049,18.6990467600001,-84.832898,8.3657716,133.908928142,-0.004885980000000956
56,78,8.4053421,-88.5625,134,1126.3158414,9.385298069999862,8.068584769999916,14.272213319999992,16.885711679999986,-88.950002,8.4081731,133.904508249,-0.002831000000000472
52,83,8.34427452,-77.5229492,135,1126.4770602,3.2159672200000387,11.496783979999918,21.73685531000001,10.930706390000068,-77.72878999999999,8.3457384,134.916554715,-0.0014638799999993068
56,79,8.39667606,-87.7265625,135,1133.5512681,7.235426700000062,8.130866960000048,14.82887428999993,16.620724769999924,-87.850655,8.397534499999999,134.905688447,-0.0008584399999982395
53,82,8.38264561,-83.4853516,135,1131.65715735,7.722599129999935,8.396064369999976,19.7982578000001,14.15723436999997,-83.77918,8.3847609,134.910059355,-0.0021152899999989927
61,74,8.23024559,-69.170166,135,1111.08315465,11.530866590000187,1.8402438700002222,6.570117750000236,21.277570300000207,-70.06232899999999,8.236793299999999,134.924785,-0.006547709999997764
58,77,8.35891247,-84.1931152,135,1128.45318345,8.09451037000008,6.517169570000078,11.522640120000005,18.412135880000278,-84.616308,8.3619861,134.909160662,-0.0030736299999993832
59,76,8.32478905,-80.3688965,135,1123.84652175,10.496108969999796,3.4878486699999485,9.887174480000112,19.333484850000104,-80.935872,8.3289284,134.913111772,-0.004139350000000874
50,85,8.2301445,-60.5506592,135,1111.0695074999999,2.1856939399999646,15.485427099999924,29.808284709999725,6.329302609999786,-60.632252,8.2306877,134.934908603,-0.0005432000000009651
