;N-Z;N;Z;A;Mass_excess;ME_unc;BE/A;BE/A_unc;Beta_decay_Energy;BDE_unc;Atomic_Mass;AM_unc;S2n;S2z
189;3.0;17.0;14.0;31.0;-22949.037;0.043;8458.2916;0.0014;1491.5071;0.0434;30.975363196;0.046;299.32050000002346;10687.556900000029
190;1.0;16.0;15.0;31.0;-24440.54442;0.00075;8481.1677;0.0002;-5398.013;0.2292;30.97376199768;0.0008;7127.857899999981;4113.792999999985
191;-1.0;15.0;16.0;31.0;-19042.531;0.229;8281.8013;0.0074;-12007.979;3.4541;30.979557002;0.246;16597.979699999978;-5171.878800000017
192;-3.0;14.0;17.0;31.0;-7034.552;3.447;7869.2101;0.1112;-18360.0;200.0;30.992448097;3.7;22946.513100000007;-11842.82770000001
193;-5.0;13.0;18.0;31.0;11325.0;200.0;7252.0;6.0;-22935.0;361.0;31.012158;215.0;30256.0;-15325.860599999996
194;-7.0;12.0;19.0;31.0;34260.0;300.0;6487.0;10.0;0.0;0.0;31.03678;322.0;0.0;-19902.0
195;10.0;21.0;11.0;32.0;18640.152;37.26;7219.8815;1.1644;19469.0523;37.4021;32.020011024;40.0;-9026.783999999985;32476.208000000013
196;8.0;20.0;12.0;32.0;-828.901;3.26;7803.8411;0.1019;10270.4677;7.8787;31.999110138;3.5;-8018.684800000017;24617.900800000003
197;6.0;19.0;13.0;32.0;-11099.368;7.173;8100.3449;0.2241;12978.3208;7.1787;31.988084338;7.7;-5144.320000000007;19148.044800000003
198;4.0;18.0;14.0;32.0;-24077.689;0.298;8481.469;0.0093;227.1872;0.3008;31.974151538;0.32;-1253.9488000000129;13665.407999999967
199;2.0;17.0;15.0;32.0;-24304.876;0.04;8464.1203;0.0013;1710.6608;0.04;31.973907643;0.042;3539.644800000009;6496.492800000007
200;0.0;16.0;16.0;32.0;-26015.53714;0.00131;8493.1301;0.0002;-12680.8313;0.5617;31.97207117354;0.00141;11853.504000000015;-880.7935999999754
201;-2.0;15.0;17.0;32.0;-13334.706;0.562;8072.4058;0.0176;-11134.3536;1.8568;31.985684605;0.603;19207.552000000025;-8995.219199999992
202;-4.0;14.0;18.0;32.0;-2200.352;1.77;7700.0089;0.0553;-24190.0;400.0;31.997637824;1.9;26688.284799999994;-13526.3744
203;-6.0;13.0;19.0;32.0;21990.0;400.0;6920.0;12.0;0.0;0.0;32.023607;429.0;0.0;-17669.43359999999
204;11.0;22.0;11.0;33.0;23780.113;449.912;7089.9262;13.6337;18817.24;449.9195;33.025529;483.0;-10188.802800000016;35604.5646
205;9.0;21.0;12.0;33.0;4962.873;2.663;7636.4382;0.0807;13460.255;7.4767;33.005327862;2.859;-7680.763200000027;27170.483999999997
206;7.0;20.0;13.0;33.0;-8497.382;6.986;8020.6172;0.2117;12016.946;7.0211;32.990877685;7.5;-6761.726400000011;20524.000199999977
207;5.0;19.0;14.0;33.0;-20514.328;0.699;8361.0596;0.0212;5823.0223;1.2947;32.977976964;0.75;-3208.655999999999;16231.743000000002
208;3.0;18.0;15.0;33.0;-26337.35;1.09;8513.8073;0.033;248.5079;1.09;32.971725692;1.17;1077.1068000000141;9513.546900000012
209;1.0;17.0;16.0;33.0;-26585.8583;0.00134;8497.6304;0.0002;-5582.5182;0.3908;32.97145890862;0.00144;7122.360300000028;1298.1803999999847
210;-1.0;16.0;17.0;33.0;-21003.34;0.391;8304.7557;0.0118;-11619.0452;0.5596;32.977451988;0.419;14373.004799999982;-5821.596000000009
211;-3.0;15.0;18.0;33.0;-9384.295;0.401;7928.9559;0.0121;-16925.0;200.0;32.989925545;0.43;22339.5447;-11643.898199999974
212;-5.0;14.0;19.0;33.0;7540.0;200.0;7392.0;6.0;-23489.0;447.0;33.008095;215.0;29865.0;-15747.933300000008
213;-7.0;13.0;20.0;33.0;31030.0;400.0;6657.0;12.0;0.0;0.0;33.033312;429.0;0.0;-19635.0
214;12.0;23.0;11.0;34.0;31680.114;599.416;6886.4377;17.6299;23356.7903;599.4561;34.03401;643.5;-11337.0892;0.0
215;10.0;22.0;12.0;34.0;8323.324;6.893;7550.3919;0.2027;11320.9428;7.2072;34.008935455;7.4;-8617.2728;29899.324599999985
216;8.0;21.0;13.0;34.0;-2997.619;2.105;7860.3506;0.0619;16994.0653;2.2519;33.996781924;2.259;-8159.80620000001;21775.949399999976
217;6.0;20.0;14.0;34.0;-19991.684;0.801;8337.1659;0.0236;4557.0175;1.1395;33.978538045;0.86;-4906.305399999972;18133.04320000001
218;4.0;19.0;15.0;34.0;-24548.702;0.81;8448.1856;0.0238;5382.9879;0.8116;33.973645886;0.87;-541.779799999993;11826.583800000022
219;2.0;18.0;16.0;34.0;-29931.689;0.045;8583.4986;0.0013;-5491.6037;0.0378;33.967867011;0.047;3072.529000000017;3469.0064000000566
220;0.0;17.0;17.0;34.0;-24440.086;0.049;8398.9706;0.0014;-6061.793;0.0631;33.97376249;0.052;11103.203200000004;-2215.089799999998
221;-2.0;16.0;18.0;34.0;-18378.293;0.078;8197.6724;0.0023;-17158.0;196.0;33.980270092;0.083;16920.558999999987;-10045.561800000029
222;-4.0;15.0;19.0;34.0;-1220.0;196.0;7670.0;6.0;-16110.0;358.0;33.99869;210.0;25500.0;-13681.797200000015
223;-6.0;14.0;20.0;34.0;14890.0;300.0;7173.0;9.0;0.0;0.0;34.015985;322.0;0.0;-17918.302599999995
224;13.0;24.0;11.0;35.0;37831.0;670.0;6745.0;19.0;22192.0;723.0;35.040614;720.0;-12072.416999999996;0.0
225;11.0;23.0;12.0;35.0;15639.786;269.668;7356.2338;7.7048;15863.5156;269.7679;35.01679;289.5;-9807.153999999988;32208.182999999997
226;9.0;22.0;13.0;35.0;-223.73;7.359;7787.1243;0.2103;14167.7504;36.6047;34.999759816;7.9;-8172.251499999975;24401.933500000017
227;7.0;21.0;14.0;35.0;-14391.48;35.857;8169.5644;1.0245;10466.3291;35.9049;34.984550111;38.494;-6702.33200000001;18659.417000000023
228;5.0;20.0;15.0;35.0;-24857.809;1.866;8446.2496;0.0533;3988.4006;1.8667;34.973314045;2.003;-2364.519500000042;14897.133999999984
229;3.0;19.0;16.0;35.0;-28846.21;0.04;8537.8511;0.0012;167.3218;0.0257;34.969032321;0.043;1407.7244999999948;6187.702499999978
230;1.0;18.0;17.0;35.0;-29013.532;0.035;8520.279;0.001;-5966.2429;0.6794;34.968852694;0.038;7543.315500000026;226.50950000000194
231;-1.0;17.0;18.0;35.0;-23047.289;0.68;8327.4621;0.0194;-11874.3955;0.8516;34.975257719;0.73;13947.717000000026;-5955.890499999978
232;-3.0;16.0;19.0;35.0;-11172.893;0.512;7965.8409;0.0146;-16363.0;200.0;34.988005406;0.55;20084.431500000006;-11862.017999999985
233;-5.0;15.0;20.0;35.0;5190.0;200.0;7476.0;6.0;-21910.0;447.0;35.005572;215.0;28665.0;-15853.456499999997
234;-7.0;14.0;21.0;35.0;27100.0;400.0;6828.0;11.0;0.0;0.0;35.029093;429.0;0.0;-19740.0
235;14.0;25.0;11.0;36.0;45903.0;687.0;6557.0;19.0;25523.0;974.0;36.049279;737.0;-11859.757200000015;0.0
236;12.0;24.0;12.0;36.0;20380.159;690.237;7244.4202;19.1733;14429.7751;706.2429;36.021879;741.0;-11014.981200000002;34467.12719999999
237;10.0;23.0;13.0;36.0;5950.384;149.505;7623.5154;4.1529;18386.5096;165.851;36.006388;160.5;-8526.067199999983;26534.797199999994
238;8.0;22.0;14.0;36.0;-12436.125;71.797;8112.5199;1.9944;7814.9194;72.9852;35.986649271;77.077;-8087.25599999999;20236.608000000022
239;6.0;21.0;15.0;36.0;-20251.045;13.114;8307.8692;0.3643;10413.0962;13.1124;35.97825961;14.078;-5051.390400000055;16110.66959999998
240;4.0;20.0;16.0;36.0;-30664.141;0.188;8575.39;0.0052;-1142.1329;0.1893;35.967080692;0.201;-291.90960000005;8576.06759999998
241;2.0;19.0;17.0;36.0;-29522.008;0.036;8521.9322;0.001;709.5343;0.0449;35.968306822;0.038;4426.617599999954;2654.877599999949
242;0.0;18.0;18.0;36.0;-30231.542;0.027;8519.9096;0.0008;-12814.3607;0.3259;35.967545106;0.028;11600.53920000005;-2289.203999999998
243;-2.0;17.0;19.0;36.0;-17417.182;0.325;8142.2233;0.009;-10966.0155;40.0013;35.981301887;0.349;17000.038799999988;-9242.902800000033
244;-4.0;16.0;20.0;36.0;-6451.166;40.0;7815.8799;1.1111;-22601.0;303.0;35.993074388;42.941;23143.676399999997;-13744.529999999984
245;-6.0;15.0;21.0;36.0;16150.0;300.0;7166.0;8.0;0.0;0.0;36.017338;322.0;0.0;-18144.0
246;15.0;26.0;11.0;37.0;53134.0;687.0;6403.0;19.0;24923.0;980.0;37.057042;737.0;-12654.0;0.0
247;13.0;25.0;12.0;37.0;28211.478;698.947;7055.1115;18.8905;18401.9132;721.8139;37.030286265;750.35;-11141.525099999999;0.0
248;11.0;24.0;13.0;37.0;9809.564;180.244;7531.316;4.8715;16381.0765;213.1678;37.010531;193.5;-9464.907100000022;29093.691999999992
249;9.0;23.0;14.0;37.0;-6571.512;113.809;7952.9033;3.0759;12424.5003;119.9691;36.992945191;122.179;-8016.46070000001;22076.7715
250;7.0;22.0;15.0;37.0;-18996.012;37.948;8267.5561;1.0256;7900.4135;37.9474;36.979606942;40.738;-6611.659499999978;17775.976599999976
251;5.0;21.0;16.0;37.0;-26896.426;0.198;8459.9363;0.0054;4865.1258;0.1965;36.9711255;0.212;-2882.8476000000173;10743.760299999969
252;3.0;20.0;17.0;37.0;-31761.552;0.052;8570.2816;0.0014;-813.8729;0.2;36.965902573;0.055;1850.0961999999927;4589.184000000039
253;1.0;19.0;18.0;37.0;-30947.679;0.207;8527.1406;0.0056;-6147.4775;0.227;36.966776301;0.221;7388.1044999999995;-396.28849999997146
254;-1.0;18.0;19.0;37.0;-24800.201;0.094;8339.848;0.0025;-11664.1314;0.6412;36.97337589;0.1;13838.262699999992;-6675.947000000018
255;-3.0;17.0;20.0;37.0;-13136.07;0.634;8003.4567;0.0171;-16916.0;300.0;36.985897849;0.68;19515.89789999999;-11988.199800000035
256;-5.0;16.0;21.0;37.0;3780.0;300.0;7525.0;8.0;-21390.0;500.0;37.004058;322.0;25789.0;-16311.113300000005
257;-7.0;15.0;22.0;37.0;25170.0;400.0;6926.0;11.0;0.0;0.0;37.027021;429.0;0.0;-20350.0
258;16.0;27.0;11.0;38.0;61905.0;715.0;6216.0;19.0;27831.0;875.0;38.066458;768.0;-12958.0;0.0
259;14.0;26.0;12.0;38.0;34074.0;503.0;6928.0;13.0;17604.0;525.0;38.03658;540.0;-12023.967599999984;0.0
260;12.0;25.0;13.0;38.0;16470.0;150.0;7370.0;4.0;20640.0;183.0;38.017681;161.0;-9633.585200000009;30894.0
261;10.0;24.0;14.0;38.0;-4170.299;104.793;7892.8297;2.7577;10451.2656;127.4736;37.995523;112.5;-8348.2276;24639.561000000023
262;8.0;23.0;15.0;38.0;-14621.565;72.581;8147.2749;1.91;12239.6512;72.934;37.984303105;77.918;-6102.583399999956;19902.861000000004
263;6.0;22.0;16.0;38.0;-26861.216;7.172;8448.7829;0.1887;2936.9;7.1714;37.9711633;7.699;-4811.069799999972;12777.993999999997
264;4.0;21.0;17.0;38.0;-29798.116;0.098;8505.4817;0.0026;4916.7109;0.2182;37.968010408;0.105;-625.1189999999624;7509.2750000000415
265;2.0;20.0;18.0;38.0;-34714.827;0.195;8614.2807;0.0051;-5914.0671;0.0448;37.962732102;0.209;3586.101799999942;1477.8465999999971
266;0.0;19.0;19.0;38.0;-28800.76;0.195;8438.0593;0.0051;-6742.2563;0.0626;37.969081114;0.209;11241.768000000044;-3187.1701999999423
267;-2.0;18.0;20.0;38.0;-22058.503;0.194;8240.0434;0.0051;-17809.0;200.0;37.976319223;0.208;16118.213000000022;-10634.915600000015
268;-4.0;17.0;21.0;38.0;-4249.0;200.0;7751.0;5.0;-15619.0;361.0;37.995438;215.0;22230.0;-14866.485399999987
269;-6.0;16.0;22.0;38.0;11370.0;300.0;7319.0;8.0;0.0;0.0;38.012206;322.0;0.0;-18881.436199999996
270;17.0;28.0;11.0;39.0;69977.0;743.0;6056.0;19.0;27201.0;903.0;39.075123;797.0;-13533.0;0.0
271;15.0;27.0;12.0;39.0;42775.0;513.0;6734.0;13.0;21286.0;594.0;39.045921;551.0;-12523.3485;0.0
272;13.0;26.0;13.0;39.0;21490.0;300.0;7260.0;8.0;19169.0;329.0;39.02307;322.0;-10581.323999999993;33423.0
273;11.0;25.0;14.0;39.0;2320.352;135.532;7730.9793;3.4752;15094.9874;176.2324;39.002491;145.5;-8655.036;26358.8442
274;9.0;24.0;15.0;39.0;-12774.636;112.645;8097.9701;2.8883;10388.0361;123.243;38.986285865;120.929;-6613.854000000009;22099.50989999999
275;7.0;23.0;16.0;39.0;-23162.672;50.0;8344.2698;1.2821;6637.5463;50.03;38.97513385;53.677;-4510.993499999975;15263.293500000003
276;5.0;22.0;17.0;39.0;-29800.218;1.732;8494.4032;0.0444;3441.9774;5.2915;38.968008151;1.859;-2959.2575999999844;8847.036900000034
277;3.0;21.0;18.0;39.0;-33242.195;5.0;8562.5988;0.1282;565.0;5.0;38.964313037;5.367;1382.8697999999658;4003.837500000014
278;1.0;20.0;19.0;39.0;-33807.19535;0.00456;8557.0258;0.0003;-6524.4888;0.5962;38.96370648482;0.00489;8469.93419999998;-516.9762000000319
279;-1.0;19.0;20.0;39.0;-27282.707;0.596;8369.6711;0.0153;-13109.9804;24.0074;38.970710811;0.64;14282.361599999993;-6141.310500000041
280;-3.0;18.0;21.0;39.0;-14172.726;24.0;8013.4575;0.6154;-16673.0;202.0;38.984784953;25.765;19049.842500000017;-12729.229499999981
281;-5.0;17.0;22.0;39.0;2500.0;200.0;7566.0;5.0;-20070.0;447.0;39.002684;215.0;24960.0;-17060.81129999999
282;-7.0;16.0;23.0;39.0;22570.0;400.0;7031.0;10.0;0.0;0.0;39.02423;429.0;0.0;-19266.0
283;16.0;28.0;12.0;40.0;49550.0;500.0;6598.0;13.0;20729.0;583.0;40.053194;537.0;-13200.0;0.0
284;14.0;27.0;13.0;40.0;28820.0;300.0;7097.0;7.0;23154.0;324.0;40.03094;322.0;-10920.0;35240.0
285;12.0;26.0;14.0;40.0;5666.876;121.991;7655.8247;3.0498;13806.0653;147.8912;40.006083641;130.962;-9480.200000000004;29112.988000000005
286;10.0;25.0;15.0;40.0;-8139.189;83.607;7981.4177;2.0902;14698.6603;83.7017;39.991262221;89.755;-6634.288000000015;24456.708
287;8.0;24.0;16.0;40.0;-22837.85;3.982;8329.3255;0.0996;4719.9687;32.3118;39.975482561;4.274;-4778.295999999973;17459.832000000024
288;6.0;23.0;17.0;40.0;-27557.818;32.066;8427.766;0.8016;7482.0816;32.0655;39.970415466;34.423;-3108.628000000026;11219.643999999971
289;4.0;22.0;18.0;40.0;-35039.89997;0.00218;8595.2594;0.0002;-1504.4031;0.0559;39.96238312204;0.00234;-760.8519999999407;5859.060000000027
290;2.0;21.0;19.0;40.0;-33535.497;0.056;8538.0907;0.0014;1310.9051;0.0596;39.963998165;0.06;4001.255999999994;1304.3600000000151
291;0.0;20.0;20.0;40.0;-34846.402;0.02;8551.3046;0.0006;-14323.0493;2.8281;39.96259085;0.022;12450.44799999996;-2519.0439999999944
292;-2.0;19.0;21.0;40.0;-20523.353;2.828;8173.6697;0.0707;-11529.9139;68.3023;39.977967275;3.036;16906.788000000015;-10575.584000000017
293;-4.0;18.0;22.0;40.0;-8993.439;68.244;7865.8632;1.7061;-21463.0;308.0;39.990345146;73.262;21874.52799999999;-14967.208000000028
294;-6.0;17.0;23.0;40.0;12470.0;300.0;7310.0;7.0;0.0;0.0;40.013387;322.0;0.0;-17640.0
295;17.0;29.0;12.0;41.0;58100.0;500.0;6425.0;12.0;23510.0;640.0;41.062373;537.0;-12669.0;0.0
296;15.0;28.0;13.0;41.0;34590.0;400.0;6980.0;10.0;21390.0;500.0;41.037134;429.0;-11480.0;37884.0
297;13.0;27.0;14.0;41.0;13200.0;300.0;7482.0;7.0;18180.0;323.0;41.014171;322.0;-10208.151299999998;30668.0
298;11.0;26.0;15.0;41.0;-4979.767;120.163;7906.5513;2.9308;14028.8125;120.2326;40.994654;129.0;-7848.170799999978;26508.603300000002
299;9.0;25.0;16.0;41.0;-19008.58;4.099;8229.6358;0.1;8298.6116;68.8456;40.979593451;4.4;-4699.994000000001;20444.916500000003
300;7.0;24.0;17.0;41.0;-27307.192;68.723;8412.9593;1.6762;5760.318;68.7243;40.970684525;73.777;-3339.1999000000087;12914.557200000036
301;5.0;23.0;18.0;41.0;-33067.51;0.347;8534.3733;0.0085;2492.0392;0.3473;40.96450057;0.372;-1157.245500000019;7794.24349999997
302;3.0;22.0;19.0;41.0;-35559.5488;0.00376;8576.0731;0.0003;-421.6406;0.1377;40.96182525611;0.00403;780.9393000000073;3348.4658999999574
303;1.0;21.0;20.0;41.0;-35137.908;0.138;8546.7075;0.0034;-6495.5482;0.1553;40.962277905;0.147;7258.492400000036;-651.5432999999721
304;-1.0;20.0;21.0;41.0;-28642.36;0.077;8369.1979;0.0019;-12944.8214;27.9449;40.969251163;0.083;14585.35639999995;-7700.943900000009
305;-3.0;19.0;22.0;41.0;-15697.539;27.945;8034.3889;0.6816;-16008.0;202.0;40.983148;30.0;19203.944899999995;-13746.570199999986
306;-5.0;18.0;23.0;41.0;310.0;200.0;7625.0;5.0;-20100.0;447.0;41.000333;215.0;24354.0;-15926.757500000018
307;-7.0;17.0;24.0;41.0;20410.0;400.0;7116.0;10.0;0.0;0.0;41.021911;429.0;0.0;-18450.0
308;16.0;29.0;13.0;42.0;41990.0;500.0;6829.0;12.0;25150.0;583.0;42.045078;537.0;-11256.0;0.0
309;14.0;28.0;14.0;42.0;16840.0;300.0;7410.0;7.0;15748.0;315.0;42.018078;322.0;-10324.637400000005;34104.0
310;12.0;27.0;15.0;42.0;1091.842;95.009;7765.9122;2.2621;18729.5899;95.0504;42.00117214;101.996;-9051.231000000009;28094.312399999988
311;10.0;26.0;16.0;42.0;-17637.748;2.794;8193.2275;0.0665;7194.0221;59.6811;41.9810651;3.0;-5716.115999999998;22570.91760000003
312;8.0;25.0;17.0;42.0;-24831.77;59.616;8345.8864;1.4194;9590.9082;59.8947;41.973342;64.0;-3438.943200000009;15307.685399999977
313;6.0;24.0;18.0;42.0;-34422.678;5.775;8555.6141;0.1375;599.3527;5.7763;41.963045737;6.2;-1665.1026000000056;9504.121199999994
314;4.0;23.0;19.0;42.0;-35022.031;0.106;8551.2571;0.0025;3525.2626;0.1825;41.962402305;0.113;552.9888000000028;5186.626200000046
315;2.0;22.0;20.0;42.0;-38547.293;0.148;8616.5646;0.0035;-6426.2904;0.0485;41.95861778;0.159;2740.920000000009;894.8183999999528
316;0.0;21.0;21.0;42.0;-32121.003;0.154;8444.9303;0.0037;-7016.6496;0.2239;41.965516686;0.165;11392.945199999984;-3912.736800000028
317;-2.0;20.0;22.0;42.0;-25104.353;0.269;8259.24;0.0064;-17485.0;196.0;41.973049369;0.289;16521.8256;-12266.713199999987
318;-4.0;19.0;23.0;42.0;-7620.0;196.0;7824.0;5.0;-14679.0;358.0;41.99182;210.0;21588.0;-14686.127400000016
319;-6.0;18.0;24.0;42.0;7060.0;300.0;7456.0;7.0;0.0;0.0;42.007579;322.0;0.0;-17214.25439999999
320;17.0;30.0;13.0;43.0;48270.0;600.0;6712.0;14.0;23940.0;721.0;43.05182;644.0;-11524.0;0.0
321;15.0;29.0;14.0;43.0;24330.0;400.0;7251.0;9.0;19289.0;500.0;43.026119;429.0;-9933.0;35518.0
322;13.0;28.0;15.0;43.0;5040.0;300.0;7681.0;7.0;17236.0;300.0;43.005411;322.0;-9698.705900000004;30143.0
323;11.0;27.0;16.0;43.0;-12195.461;4.97;8063.8276;0.1156;11964.05;62.0579;42.986907635;5.335;-7129.752600000017;25018.586799999983
324;9.0;26.0;17.0;43.0;-24159.51;61.859;8323.8672;1.4386;7850.3002;62.086;42.9740637;66.407;-3830.9602999999934;17944.58370000002
325;7.0;25.0;18.0;43.0;-32009.811;5.31;8488.2382;0.1235;4565.5836;5.3254;42.965636056;5.7;-1983.809299999979;11119.90319999999
326;5.0;24.0;19.0;43.0;-36575.394;0.41;8576.2204;0.0095;1833.4783;0.4687;42.960734701;0.44;6.333900000023277;7020.227299999988
327;3.0;23.0;20.0;43.0;-38408.873;0.227;8600.6653;0.0053;-2220.7227;1.865;42.958766381;0.244;2320.1854000000058;2850.556000000055
328;1.0;22.0;21.0;43.0;-36188.15;1.863;8530.8265;0.0433;-6872.5591;6.0147;42.961150425;1.999;6950.0298;-1945.6038000000171
329;-1.0;21.0;22.0;43.0;-29315.591;5.719;8352.8054;0.133;-11399.2333;43.2287;42.96852842;6.139;13691.909499999972;-8337.79030000005
330;-3.0;20.0;23.0;43.0;-17916.358;42.849;8069.5129;0.9965;-15946.0;205.0;42.980766;46.0;19114.054699999986;-12886.454999999978
331;-5.0;19.0;24.0;43.0;-1970.0;200.0;7680.0;5.0;-19340.0;447.0;42.997885;215.0;24252.0;-15238.722699999997
332;-7.0;18.0;25.0;43.0;17370.0;400.0;7213.0;9.0;0.0;0.0;43.018647;429.0;0.0;-17716.0
333;16.0;30.0;14.0;44.0;29310.0;500.0;7156.0;11.0;18200.0;640.0;44.031466;537.0;-11176.0;0.0
334;14.0;29.0;15.0;44.0;11110.0;400.0;7552.0;9.0;20314.0;400.0;44.011927;429.0;-9412.13679999999;31812.0
335;12.0;28.0;16.0;44.0;-9204.236;5.216;7996.0154;0.1186;11274.7373;85.7253;43.990118846;5.6;-8677.332400000028;25784.67760000001
336;10.0;27.0;17.0;44.0;-20478.973;85.566;8234.4788;1.9447;12194.2869;85.5811;43.978014918;91.859;-4901.93439999994;20616.930400000045
337;8.0;26.0;18.0;44.0;-32673.26;1.584;8493.8411;0.036;3108.2375;1.6381;43.964923814;1.7;-2718.012000000046;13226.998399999946
338;6.0;25.0;19.0;44.0;-35781.498;0.419;8546.7023;0.0095;5687.2319;0.5303;43.961586984;0.45;-200.411199999995;8835.899600000062
339;4.0;24.0;20.0;44.0;-41468.73;0.325;8658.1769;0.0074;-3652.6948;1.7565;43.955481489;0.348;1830.9412000000302;4512.763199999987
340;2.0;23.0;21.0;44.0;-37816.035;1.756;8557.3805;0.0399;-267.4488;1.8899;43.959402818;1.884;4947.80879999997;269.42959999993764
341;0.0;22.0;22.0;44.0;-37548.586;0.7;8533.5215;0.0159;-13740.5071;7.2986;43.959689936;0.751;12068.386000000042;-3653.896399999954
342;-2.0;21.0;23.0;44.0;-23808.079;7.265;8203.4567;0.1651;-10386.1805;51.7447;43.974440977;7.799;16696.094800000028;-10624.838399999971
343;-4.0;20.0;24.0;44.0;-13421.899;51.232;7949.6265;1.1644;-20882.0;304.0;43.985591;55.0;21719.566000000013;-13622.993999999977
344;-6.0;19.0;25.0;44.0;7460.0;300.0;7457.0;7.0;0.0;0.0;44.008009;322.0;0.0;-16148.0
345;17.0;31.0;14.0;45.0;37090.0;600.0;7004.0;13.0;21130.0;781.0;45.039818;644.0;-11115.0;0.0
346;15.0;30.0;15.0;45.0;15960.0;500.0;7456.0;11.0;19301.0;583.0;45.017134;537.0;-10125.0;33480.0
347;13.0;29.0;16.0;45.0;-3340.0;300.0;7867.0;7.0;14922.0;329.0;44.996414;322.0;-8857.241999999984;27720.0
348;11.0;28.0;17.0;45.0;-18262.544;136.163;8181.5991;3.0259;11508.2568;136.1643;44.980394353;146.177;-6402.06450000001;22526.959500000015
349;9.0;27.0;18.0;45.0;-29770.801;0.512;8419.9526;0.0114;6844.8422;0.7311;44.968039731;0.55;-3072.851999999966;16025.62500000004
350;7.0;26.0;19.0;45.0;-36615.643;0.522;8554.6747;0.0116;4196.5868;0.6369;44.960691491;0.56;-969.5565000000261;10386.337499999954
351;5.0;25.0;20.0;45.0;-40812.23;0.365;8630.5467;0.0081;260.091;0.7377;44.95618627;0.392;1344.6630000000096;6403.882500000045
352;3.0;24.0;21.0;45.0;-41072.321;0.663;8618.941;0.0147;-2062.0551;0.5086;44.955907051;0.712;3965.1525000000674;1922.4270000000251
353;1.0;23.0;22.0;45.0;-39010.266;0.836;8555.7321;0.0186;-7123.8247;0.2142;44.958120758;0.897;9131.7015;-2021.9940000000588
354;-1.0;22.0;23.0;45.0;-31886.441;0.863;8380.0394;0.0192;-12371.64;35.4073;44.965768498;0.926;13973.692499999997;-6785.41949999998
355;-3.0;21.0;24.0;45.0;-19514.801;35.397;8087.7286;0.7866;-14535.0;302.0;44.97905;38.0;18347.78700000002;-11928.455999999951
356;-5.0;20.0;25.0;45.0;-4980.0;300.0;7747.0;7.0;-19388.0;412.0;44.994654;322.0;24030.0;-14513.080499999987
357;-7.0;19.0;26.0;45.0;14408.0;283.0;7299.0;6.0;0.0;0.0;45.015467;304.0;0.0;-17145.0
358;16.0;31.0;15.0;46.0;22840.0;500.0;7320.0;11.0;22200.0;640.0;46.02452;537.0;-10672.0;0.0
359;14.0;30.0;16.0;46.0;640.0;400.0;7785.0;9.0;14375.0;411.0;46.000687;429.0;-9706.70840000001;28934.0
360;12.0;29.0;17.0;46.0;-13734.949;97.249;8080.7757;2.1141;16036.3062;97.2766;45.985254926;104.4;-7070.342600000029;24323.682200000007
361;10.0;28.0;18.0;46.0;-29771.255;2.329;8412.3835;0.0506;5642.6746;2.4394;45.968039244;2.5;-3747.0495999999875;19152.932599999986
362;8.0;27.0;19.0;46.0;-35413.929;0.727;8518.0428;0.0158;7725.6802;2.349;45.961981584;0.78;-1318.3370000000723;13043.94399999993
363;6.0;26.0;20.0;46.0;-43139.61;2.234;8668.9848;0.0486;-1377.9665;2.3305;45.953687726;2.398;497.16339999999036;8056.610200000025
364;4.0;25.0;21.0;46.0;-41761.643;0.671;8622.0215;0.0146;2366.626;0.6666;45.955167034;0.72;2973.4860000000663;3464.683199999996
365;2.0;24.0;22.0;46.0;-44128.269;0.09;8656.4623;0.002;-7052.3723;0.0923;45.952626356;0.097;5655.2767999999305;-78.87160000005315
366;0.0;23.0;23.0;46.0;-37075.897;0.134;8486.1423;0.0029;-7604.3264;11.4538;45.960197389;0.143;13003.537599999949;-3276.95719999999
367;-2.0;22.0;24.0;46.0;-29471.57;11.453;8303.8233;0.249;-17053.8226;87.3828;45.968360969;12.295;16293.052799999987;-10566.117200000033
368;-4.0;21.0;25.0;46.0;-12417.748;86.629;7916.0805;1.8832;-13628.0;312.0;45.986669;93.0;21117.703;-13219.305200000028
369;-6.0;20.0;26.0;46.0;1210.0;300.0;7603.0;7.0;0.0;0.0;46.001299;322.0;0.0;-15944.819000000014
370;17.0;32.0;15.0;47.0;28810.0;600.0;7209.0;13.0;21610.0;721.0;47.030929;644.0;-11609.0;0.0
371;15.0;31.0;16.0;47.0;7200.0;400.0;7652.0;9.0;16781.0;447.0;47.00773;429.0;-10105.0;30456.0
372;13.0;30.0;17.0;47.0;-9580.0;200.0;7992.0;4.0;15787.0;200.0;46.989715;215.0;-8911.157700000018;25192.0
373;11.0;29.0;18.0;47.0;-25367.274;1.211;8311.425;0.0258;10344.7078;1.849;46.972767112;1.3;-5100.797200000059;20887.974999999966
374;9.0;28.0;19.0;47.0;-35711.982;1.397;8514.8795;0.0297;6632.6837;2.6237;46.961661612;1.5;-1870.3744000000224;15664.17879999994
375;7.0;27.0;20.0;47.0;-42344.665;2.221;8639.3548;0.0473;1992.177;1.1849;46.954541134;2.384;413.9806999999237;10311.903399999936
376;5.0;26.0;21.0;47.0;-44336.842;1.931;8665.0958;0.0411;600.7694;1.9292;46.952402444;2.072;2169.2755999999263;5189.79169999998
377;3.0;25.0;22.0;47.0;-44937.612;0.08;8661.2325;0.0017;-2930.5422;0.0879;46.951757491;0.085;4958.518800000038;1442.2325999999666
