Z;N;dz_BE/A;dz_ME;A;dz_BE;dz_S1n;dz_S1p;dz_S2p;dz_S2n;N-Z;ame_ME;ame_ME_unc;ame_BE/A;ame_BE/A_unc;ame_BDE;ame_BDE_unc;ame_AM;ame_AM_unc;ame_BE;ame_S2p;ame_S1p;ame_S2n;ame_S1n;Difference_BE_DZ_AME;Surf;Asym;Coul;Pair;Z_parity;N_parity;ldm_BE;Z_distance;N_distance;rescaled_ame_BE;rescaled_N;rescaled_Z;rescaled_Surf;rescaled_Asym;rescaled_Coul;rescaled_Pair;rescaled_Z_parity;rescaled_N_parity;rescaled_Z_distance;rescaled_N_distance;rescaled_ame_S1p;rescaled_ame_S1n;rescaled_ame_S2p;rescaled_ame_S2n
33;47;8.65117455;-72.2011719;80;692.093964;6.770380469999964;9.927363460000038;23.01494274000004;15.627237479999962;14;-72.214601;3.333;8.6512824;0.0417;5544.8861;3.4412;79.92247444;3.578;692.102592;23.08845659999992;9.976388899999904;15.540263999999969;6.649833199999877;0.0086279999999305;18.566355334451117;2.45;245.07589041475475;0.1118033988749894;-1;-1;691.4355519683232;5;3;0.3337296264338864;0.2655367231638418;0.2796610169491525;0.40555162979853737;0.1597673082447573;0.1179022048947686;0.05689362267949451;0.0;0.0;0.2272727272727273;0.10344827586206896;0.9150528873775017;0.9409571906634947;0.8847179180182372;0.9257653969151781
33;48;8.64901066;-72.6056519;81;700.56986346;8.475899459999937;10.160698659999866;24.021010589999943;15.2462799299999;15;-72.533314;2.644;8.6480571;0.0326;3855.705;2.8072;80.922132288;2.838;700.4926250999999;24.56289759999991;10.286969099999988;15.039866299999876;8.3900331;-0.0772383600000239;18.720754407467133;2.7777777777777777;244.06316857142343;0.1111111111111111;-1;1;697.3388175095037;5;2;0.3377359051886119;0.2711864406779661;0.2796610169491525;0.40911621644777957;0.18114207283986086;0.11741500014332698;0.056158536546280766;0.0;1.0;0.2272727272727273;0.06896551724137931;0.9162475338732827;0.9458352126569143;0.8898451172583973;0.9244046443644349
33;49;8.62326622;-71.0722656;82;707.10783004;6.537966579999988;10.88105940999992;24.850292439999976;15.013866039999924;16;-70.10542699999999;3.729;8.6114153;0.0455;7488.4677;3.7579;81.924738731;4.003;706.1360546000001;25.459694600000045;11.102699900000006;14.033462600000089;5.643429500000086;-0.971775439999874;18.874519380186243;3.1219512195121952;243.06698128630097;0.1104315260748465;-1;-1;702.8597109764979;5;1;0.34043066830100555;0.2768361581920904;0.2796610169491525;0.4126661637251105;0.2035860174746534;0.11693574991106097;0.05543693844421539;0.0;0.0;0.2272727272727273;0.034482758620689655;0.9193852417558857;0.9381361013260815;0.8929636258301059;0.9216678883764442
33;50;8.61746502;-71.1426392;83;715.24959666;8.141766619999999;11.057971159999964;25.797365519999857;14.679733199999989;17;-69.669331;2.799;8.599654000000001;0.0337;5671.2117;4.129;82.9252069;3.004;713.771282;26.61931640000001;11.543232599999987;13.27865690000006;7.635227399999974;-1.47831465999991;19.02766054276645;3.4819277108433737;242.08686184531783;0.1097642599896903;-1;1;708.0121793949595;5;0;0.34407652391987287;0.2824858757062147;0.2796610169491525;0.4162017091977586;0.22706049708745935;0.11646422966907968;0.054728420871097666;0.0;1.0;0.2272727272727273;0.0;0.9210797504410233;0.9437193874546727;0.8969960774587794;0.9196153134313748
33;51;8.56334019;-67.1422119;84;719.32057596;4.07097930000009;11.866318550000074;26.76326954000001;12.212745920000089;18;-65.853568;3.171;8.5479385;0.0377;10094.1624;3.7219;83.92930329;3.403;718.026834;27.500783200000065;12.166099400000064;11.8907794;4.2555520000000255;-1.293741960000034;19.180187896644355;3.857142857142857;241.12236212924336;0.1091089451179962;-1;-1;712.8095047081637;5;1;0.3461085692484222;0.288135593220339;0.2796610169491525;0.4197230837672874;0.2515287068576354;0.11600022383418052;0.054032593355134564;0.0;0.0;0.2272727272727273;0.034482758620689655;0.923475607098847;0.9342456879493356;0.9000612770206383;0.915841199664977
33;52;8.525877;-64.4497681;85;724.699545;5.378969039999902;12.09071184000004;27.8704180499999;9.449948339999992;19;-63.189152;3.078;8.5109851;0.0362;9224.4929;4.0313;84.932163658;3.304;723.4337335;28.50995869999996;12.329683899999946;9.662451499999966;5.406899499999941;-1.265811499999927;19.3321111659706;4.247058823529412;240.17305166194063;0.108465228909328;-1;1;717.2643428960718;5;2;0.3486903882159524;0.2937853107344633;0.2796610169491525;0.423230511933604;0.2769555739560979;0.11554352531097915;0.05334908155064151;0.0;1.0;0.2272727272727273;0.06896551724137931;0.9241048347498334;0.9374730748875073;0.9035705689195938;0.9097816137120106
33;53;8.46766281;-59.8978882;86;728.21900166;3.51945666000006;12.919038010000008;28.82761386000004;8.898425699999962;20;-58.96215;3.45;8.4567215;0.0401;11541.0256;4.2666;85.936701532;3.703;727.278049;29.445949000000024;13.12769250000012;9.251214999999968;3.844315500000026;-0.9409526599999936;19.483439808463515;4.651162790697675;239.23851671787764;0.1078327732034384;-1;-1;721.3887603664176;5;3;0.3505260662556626;0.2994350282485876;0.2796610169491525;0.4267242120455356;0.30330765684813915;0.11509393506254727;0.052677526391747956;0.0;0.0;0.2272727272727273;0.10344827586206896;0.9271743742040326;0.9330929349285495;0.9068253676907603;0.908663320969391
33;54;8.42491817;-56.5754395;87;732.96788079;4.7488791299999775;13.11360806999994;29.92470123999999;8.268335790000037;21;-55.617914;2.985;8.4138521;0.0343;10808.2192;3.726;86.940291716;3.204;732.0051327;30.451793199999955;13.506952700000024;8.571399199999986;4.727083699999959;-0.962748089999991;19.63418302571681;5.068965517241379;238.3183594845627;0.1072112534837794;-1;1;725.1942678371938;5;4;0.3527832701037761;0.3050847457627119;0.2796610169491525;0.4302043965388011;0.3305530515408771;0.11465126170747306;0.05201758329975863;0.0;1.0;0.2272727272727273;0.13793103448275862;0.9286331982659624;0.9355674567893373;0.9103230753765607;0.9068146692192224
33;55;8.36353493;-51.5272217;88;735.99107384;3.023193050000032;13.960088330000076;30.871630040000014;7.772072180000009;22;-50.45;200.0;8.351;2.0;13434.0;200.0;87.94584;215.0;734.888;31.236;14.093;7.609951000000001;2.8828673000000418;-1.103073839999979;19.7843497729948;5.5;237.41219727593767;0.1066003581778052;-1;-1;728.6918519099711;5;5;0.35415985227920077;0.3107344632768362;0.2796610169491525;0.43367127216215234;0.3586613042229245;0.11421532114143697;0.05136892144019996;0.0;0.0;0.2272727272727273;0.1724137931034483;0.930887428745905;0.9303978621009201;0.9130500644585847;0.9042001626166597
33;56;8.31647301;-47.6308594;89;740.16609789;4.175024049999934;14.125059089999922;31.957111229999896;7.198217099999965;23;-46.53;300.0;8.304;3.0;12462.0;300.0;88.950048;322.0;739.056;32.268;14.288;7.050867300000042;4.168;-1.1100978899999063;19.93394876854618;5.943820224719101;236.5196617930873;0.105999788000636;-1;1;731.8920045155834;5;6;0.3561500911317383;0.3163841807909604;0.2796610169491525;0.43712504019239934;0.387603329793518;0.11378593618155051;0.05073122302590817;0.0;1.0;0.2272727272727273;0.20689655172413793;0.9316374960930097;0.9340002675343775;0.9166387259349309;0.9026798227532796
33;57;8.25267029;-42.133728;90;742.7403261;2.574228210000001;14.98834069999998;32.89246386000002;6.749252259999935;24;-40.99;400.0;8.24;4.0;14810.0;518.0;89.955995;429.0;741.6;33.2;15.271;6.712;2.544;-1.1403260999999247;20.08298850246508;6.4;235.6403984289237;0.1054092553389459;-1;-1;734.8047503975667;5;7;0.35736486263866135;0.3220338983050847;0.2796610169491525;0.44056589663898443;0.41735133582303946;0.1133629362318507;0.050104182662828026;0.0;0.0;0.2272727272727273;0.24137931034482757;0.9354186048222604;0.9294479699981504;0.9198796488961273;0.9017583266256227
33;58;8.20209885;-37.7130127;91;746.39099535;3.650669250000078;15.12434445000008;33.96457321000014;6.224897460000079;25;-36.5;400.0;8.189;4.0;14080.0;589.0;90.960816;429.0;745.199;-162.756;15.389;6.143;3.599;-1.1919953500000702;20.231477245126285;6.868131868131868;234.7740656137732;0.1048284836721918;-1;1;737.4396727842237;5;8;0.35908340141751993;0.327683615819209;0.2796610169491525;0.44399403243872454;0.4478787515271285;0.11294615696847202;0.049487506735461165;0.0;1.0;0.2272727272727273;0.27586206896551724;0.9358724917297391;0.9324052815133719;0.23846516414914198;0.9002110209498118
33;59;8.13649273;-31.8079834;92;748.5573311600001;2.166335810000078;16.002193300000044;34.886872760000074;5.817005060000156;26;-30.38;500.0;8.121;5.0;16344.0;640.0;91.967386;537.0;747.132;-173.66239899999997;-175.09226099999995;5.532;1.933;-1.4253311600001553;20.3794230552194;7.3478260869565215;233.9203341990401;0.1042572070285373;-1;-1;739.8059373870561;5;9;0.3600064176607913;0.3333333333333333;0.2796610169491525;0.4474096336412948;0.4791601613729189;0.1125354400431367;0.048880912829154397;0.0;0.0;0.2272727272727273;0.3103448275862069;0.2031864706455332;0.9277352521443112;0.20053941421022703;0.8985495029042574
