;Z;N;dz_BE/A;dz_ME;A;dz_BE;dz_S1n;dz_S1p;dz_S2p;dz_S2n;ame_ME;ame_BE/A;ame_AM;ame_BE;ame_S1p;ame_S1n;ame_S2p;ame_S2n;BE_diff_dz_ame;Surf;Asym;Coul;Pair;Z_parity;N_parity;Z_distance;N_distance;Difference_BE_DZ_AME;N-Z;ame_AM_unc;ame_BDE;ame_BDE_unc;ame_BE/A_unc;ame_ME_unc;ldm_BE;rescaled_Asym;rescaled_Coul;rescaled_N;rescaled_N_distance;rescaled_N_parity;rescaled_Pair;rescaled_Surf;rescaled_Z;rescaled_Z_distance;rescaled_Z_parity;rescaled_ame_BE;rescaled_ame_S1n;rescaled_ame_S1p;rescaled_ame_S2n;rescaled_ame_S2p
1362;59.0;66.0;8.14845943;-55.7936401;125.0;1018.55742875;13.06339907000006;0.4963747900001181;3.490596740000228;24.218318120000163;-58.07;8.167;124.937659;1020.875;0.479;13.003;4.034;24.083;;25.0;0.392;684.4000000000001;0.0894427190999915;-1.0;1.0;9.0;16.0;2.317571249999901;7.0;322.0;-10001.0;500.0;2.0;300.0;1019.34548;0.02556276931916117;0.3292542113931317;0.3728813559322034;0.5517241379310345;1.0;0.03315056886650876;0.554084152907694;0.5;0.4090909090909091;0.0;0.49071993834461597;0.9587659995125594;0.8785211884203521;0.9489960188831117;0.8184582335675301
1363;59.0;67.0;8.16808701;-58.34375;126.0;1029.17896326;10.621534509999949;0.9307720099998278;4.181743620000134;23.684933580000006;-60.324;8.184;125.93524;1031.184;0.934;10.309;4.675717599999858;23.312;;25.133156184720164;0.5079365079365079;682.584606858035;0.0890870806374748;-1.0;-1.0;9.0;15.0;2.005036739999923;8.0;210.0;-6943.0;358.0;2.0;196.0;1031.1069463699191;0.033123121890717415;0.3283808539452559;0.3785310734463277;0.5172413793103449;0.0;0.03277294424872129;0.5571583083999895;0.5;0.4090909090909091;0.0;0.49564253247388884;0.9512143433779559;0.8802713455635963;0.9468994060956772;0.8206897328212247
1364;59.0;68.0;8.20189095;-62.7335205;127.0;1041.64015065;12.46118738999985;1.1877393299998855;4.900920649999989;23.0827218999998;-64.543;8.216;126.93071;1043.432;1.0014794000000693;12.248;5.351525000000024;22.557;;25.26596056564665;0.6377952755905512;680.7883232727784;0.0887356509416113;-1.0;1.0;9.0;14.0;1.7918493500001205;9.0;210.0;-8633.0;358.0;2.0;196.0;1042.5369751406558;0.04159136097645939;0.3275166898083446;0.384180790960452;0.48275862068965514;1.0;0.03239978859047078;0.560224341854493;0.5;0.4090909090909091;0.0;0.501491007873572;0.956649629660434;0.8805309050227874;0.9448463027824308;0.8230397754392579
1365;59.0;69.0;8.21682739;-64.776001;128.0;1051.75390592;10.113755270000183;1.5687342600001557;5.511561500000198;22.574942660000037;-66.330764;8.2289141;127.928791;1053.3010048;1.6403954000000376;9.869004799999995;5.935228000000119;22.1170048;;25.398416831491183;0.78125;679.0107999793975;0.0883883476483184;-1.0;-1.0;9.0;13.0;1.5470988800000214;10.0;32.0;-5800.0;202.0;0.2329;29.808;1053.643344157767;0.05094620798621087;0.3266615509565108;0.3898305084745763;0.4482758620689655;0.0;0.03203101443579143;0.5632823384319006;0.5;0.4090909090909091;0.0;0.5062035023046757;0.9499809757271481;0.8829884949158269;0.943649805295103;0.8250695355843433
1366;59.0;70.0;8.24527931;-68.5916748;129.0;1063.6410309900002;11.887125070000138;1.74674363000031;6.158340270000281;22.00088034000032;-69.773566;8.254380800000002;128.925095;1064.8151232;1.5286080000000075;11.514118400000037;6.455390800000169;21.383123200000032;;25.530528603808893;0.937984496124031;677.2516967615044;0.0880450906325623;-1.0;1.0;9.0;12.0;1.1740922099997988;11.0;32.0;-7399.0;204.0;0.2311;29.808;1064.4335905213563;0.06116704413104139;0.32581527371693375;0.3954802259887006;0.41379310344827586;1.0;0.03166653670618794;0.5663323817424754;0.5;0.4090909090909091;0.0;0.5117015459208938;0.9545924576163686;0.8825585047693769;0.9416541301368373;0.8268783419814252
1367;59.0;71.0;8.25650215;-70.2246094;130.0;1073.3452794999998;9.704248509999616;1.9628411199998936;6.619815179999932;21.591373579999757;-71.175464;8.2637565;129.92359;1074.288345;2.176943100000033;9.47322179999994;7.127973800000036;20.987340199999977;;25.66229943873142;1.1076923076923078;675.510682148761;0.0877058019307029;-1.0;-1.0;9.0;11.0;0.9430655000001024;12.0;69.0;-4579.225;70.0853;0.4944;64.273;1074.9150198283558;0.0722338850462953;0.3249776986243816;0.4011299435028249;0.3793103448275862;0.0;0.031306272618179615;0.5693745538860582;0.5;0.4090909090909091;0.0;0.5162250521793068;0.9488715410129973;0.8850523252231812;0.9405778607479277;0.8292171721187748
1368;59.0;72.0;8.2789793;-73.354126;131.0;1084.5462883;11.201008800000182;2.1956436000000394;7.324516570000014;20.9052573099998;-74.300664;8.286143899999999;130.92023496;1085.4848509;2.166718899999978;11.19650589999999;7.555058799999766;20.66972769999993;;25.79373282864238;1.2900763358778626;673.7874331268263;0.0873704056661038;-1.0;1.0;9.0;10.0;0.938562599999841;13.0;50.451;-6532.6235;53.0809;0.3587;46.995;1085.094714992178;0.0841273565769247;0.324148670281671;0.4067796610169492;0.3448275862068966;1.0;0.030950141604311462;0.5724089354907499;0.5;0.4090909090909091;0.0;0.5215714343901623;0.9537021456698014;0.8850129978458976;0.939714163693519;0.8307023111562015
1369;59.0;73.0;8.28534412;-74.4019775;132.0;1093.66542384;9.119135539999888;2.6485660799999096;7.948661839999886;20.32014434000007;-75.22746400000001;8.291537700000001;131.91924;1094.4829764;2.807982500000158;8.998125500000082;8.178029400000115;20.19463140000007;;25.92483220379743;1.4848484848484849;672.0816348590517;0.0870388279778489;-1.0;-1.0;9.0;9.0;0.8175525600001947;14.0;31.0;-3801.6487;37.6795;0.2188;28.876;1094.9795446621142;0.09682867166348927;0.3233280372257799;0.4124293785310734;0.3103448275862069;0.0;0.030598065237463973;0.5754356057503129;0.5;0.4090909090909091;0.0;0.5258680800163881;0.947539780104155;0.8874796177804972;0.9384222143059152;0.8328686198704627
1370;59.0;74.0;8.3046093;-77.1782227;133.0;1104.5130369;10.847613059999958;2.853410579999945;8.629354909999847;19.96674859999985;-77.937591;8.3102588;132.916330558;1105.2644203999998;2.757876799999969;10.7814439999999;8.746264800000004;19.779569499999983;;26.055600933891245;1.6917293233082706;670.3929804193674;0.086710996952412;-1.0;1.0;9.0;8.0;0.7513834999999744;15.0;13.416;-5605.2112;48.2223;0.094;12.497;1104.576171263522;0.11031960827089271;0.32251565179934244;0.4180790960451977;0.27586206896551724;1.0;0.030249967158298335;0.5784546424603482;0.5;0.4090909090909091;0.0;0.5310162682926013;0.952538669521555;0.8872868862447333;0.9372935189918854;0.8348445932129779
1371;59.0;75.0;8.30858517;-77.9442139;134.0;1113.3504127800002;8.837375880000309;3.309365210000351;9.22998702000018;19.684988940000267;-78.528;8.3128817;133.915696729;1113.9261478;3.3987445000000296;8.661727399999974;9.382368999999947;19.44317139999988;;26.18604232957348;1.9104477611940296;668.7211705358245;0.086386842558136;-1.0;-1.0;9.0;7.0;0.5757350199996836;16.0;21.81;-2881.5569;23.5032;0.1516;20.316;1113.891058678576;0.12458248830538489;0.3217113700272718;0.423728813559322;0.24137931034482757;0.0;0.02990577300568513;0.5814661220532935;0.5;0.4090909090909091;0.0;0.5351522823044942;0.9465968095119001;0.8897519833502928;0.9363787374638324;0.8370565725128634
1372;59.0;76.0;8.32478905;-80.3688965;135.0;1123.84652175;10.496108969999796;3.4878486699999485;9.887174480000112;19.333484850000104;-80.935872;8.3289284;134.913111772;1124.405334;3.391939599999925;10.479186200000113;10.019414499999955;19.140913600000086;;26.31615964391579;2.140740740740741;667.0659133442953;0.086066296582387;-1.0;1.0;9.0;6.0;0.5588122500000736;17.0;12.686;-4722.2522;22.4837;0.0875;11.817;1122.9304795862092;0.13960015746858612;0.32091505149826866;0.4293785310734463;0.20689655172413793;1.0;0.029565410349973092;0.5844701196322928;0.5;0.4090909090909091;0.0;0.5401561411140468;0.9516913989315029;0.889725808307778;0.9355567950921315;0.8392718250753921
1373;59.0;77.0;8.32647324;-80.8514404;136.0;1132.40036064;8.55383889000018;3.947177190000048;10.464346760000126;19.04994785999997;-81.340421;8.330008900000001;135.91267747;1132.8812104000003;4.013086900000228;8.475876400000184;10.699711200000252;18.955062600000296;;26.445956073831777;2.3823529411764706;665.4269241518556;0.0857492925712544;-1.0;-1.0;9.0;5.0;0.4808497600001828;18.0;12.296;-2141.1234;16.4578;0.0842;11.455;1131.7005224787408;0.1553559660003042;0.3201265592509884;0.4350282485875706;0.1724137931034483;0.0;0.02922880862896149;0.5874667090039779;0.5;0.4090909090909091;0.0;0.5442034104328055;0.9460758433484737;0.8921150509102008;0.9350514026366749;0.8416374787185864
1374;59.0;78.0;8.33973408;-82.9232178;137.0;1142.54356896;10.143208319999758;4.098553679999895;11.09678345999987;18.697047209999937;-83.201814;8.341707399999999;136.910679183;1142.8139138;3.9822273999999744;9.932703399999763;11.136291799999771;18.40857979999995;;26.575434761451795;2.6350364963503647;663.803925209402;0.0854357657716761;-1.0;1.0;9.0;4.0;0.270344840000007;19.0;8.733;-3617.8447;14.2706;0.0594;8.135;1140.2070983717142;0.17183375026473224;0.3193457596646508;0.4406779661016949;0.13793103448275862;1.0;0.028895899086447296;0.5904559627102087;0.5;0.4090909090909091;0.0;0.5489463212335278;0.9501595317492171;0.8919963498676461;0.9335653289316247;0.8431556376144569
1375;59.0;79.0;8.33920288;-83.1182861;138.0;1150.80999744;8.266428480000059;4.560445589999972;11.64942903999986;18.409636799999817;-83.128867;8.339219499999999;137.910757495;1150.812291;4.4990821;7.998377199999988;11.669327800000088;17.931080599999753;;26.70459879545431;2.898550724637681;662.1966454930774;0.0851256530758748;-1.0;-1.0;9.0;3.0;0.0022935599999982;20.0;10.748;-1111.6847;15.3256;0.0726;10.012;1148.4559472224587;0.18901781513724614;0.31857252235388717;0.4463276836158192;0.10344827586206896;0.0;0.02856661471322655;0.5934379520588097;0.5;0.4090909090909091;0.0;0.5527655825244805;0.9447373467772229;0.8939844310659415;0.9322668452367996;0.845009209086072
1376;59.0;80.0;8.34962845;-84.8352051;139.0;1160.59835455;9.788357110000106;4.685424850000118;12.257956650000096;18.054785590000165;-84.828652;8.3495208;138.9089327;1160.5833912;4.551760799999815;9.771100199999989;12.265735300000058;17.769477399999975;;26.83345121235545;3.172661870503597;660.6048204941035;0.084818892967997;-1.0;1.0;9.0;2.0;-0.0149633500000163;21.0;3.917;-2811.7226;27.6166;0.0263;3.649;1156.4526440720497;0.20689291715148425;0.317806720067632;0.4519774011299435;0.06896551724137931;1.0;0.028240890190434353;0.596412747153342;0.5;0.4090909090909091;0.0;0.5574313270662457;0.9497065355366522;0.8941870596441865;0.9318273908456065;0.8470831476708142
1377;59.0;81.0;8.34693241;-84.736084;140.0;1168.5705374;7.972182850000081;5.148905200000172;12.785398460000124;17.760539960000187;-84.686227;8.3465163;139.9090856;1168.512282;5.017452400000067;7.928890799999936;12.750758999999846;17.699990999999923;;26.9619949977585;3.4571428571428573;659.0281920166401;0.0845154254728516;-1.0;-1.0;9.0;1.0;-0.0582554000002346;22.0;6.593;-428.9806;6.9536;0.0439;6.142;1164.2026049244512;0.22544424836869542;0.31704822859187637;0.4576271186440678;0.034482758620689655;0.0;0.027918661835114614;0.5993804169219502;0.5;0.4090909090909091;0.0;0.5612174082869;0.9445425667479608;0.8959783420184486;0.9316384335501553;0.8487697618833181
1378;59.0;82.0;8.35461044;-86.0942383;141.0;1178.00007204;9.429534639999927;5.247596039999962;13.36855743000001;17.40171749000001;-86.014533;8.353985199999999;140.907659604;1177.9119131999998;5.229283199999714;9.399631199999943;13.370093899999745;17.328521999999882;;27.09023308756464;3.75177304964539;657.4665079833067;0.0842151921066518;-1.0;1.0;9.0;0.0;-0.0881588400002328;23.0;1.607;-1823.0137;2.809;0.0106;1.498;1171.7110923759035;0.24465742093349718;0.31629692665610715;0.4632768361581921;0.0;1.0;0.027599867547916504;0.6023410291453143;0.5;0.4090909090909091;0.0;0.5657057747009508;0.9486652563411565;0.8967931490245553;0.9306282822459587;0.8509234278683824
1379;59.0;83.0;8.33761692;-83.9643555;142.0;1183.9416026400002;5.941530600000078;5.789715900000147;14.036322040000186;15.371065240000007;-83.786367;8.3363032;141.91005164;1183.7550544;5.644274800000014;5.843141200000187;14.05224040000001;15.242772400000131;;27.218168369146653;4.056338028169014;655.9195222480273;0.0839181358296689;-1.0;-1.0;9.0;1.0;-0.1865482400000928;24.0;1.607;2163.6885;1.3656;0.0106;1.498;1178.9832210068128;0.2645184522822081;0.3155526958432699;0.4689265536723164;0.034482758620689655;0.0;0.02728444676282138;0.6052946504837466;0.5;0.4090909090909091;0.0;0.5684959010534227;0.9386959209565411;0.8983894138885704;0.9249564154719693;0.8532955139786298
1380;59.0;84.0;8.33066845;-83.2369385;143.0;1191.28558835;7.3439857099997425;5.943588809999937;14.76708508999991;13.28551630999982;-83.06819999999999;8.329428;142.910822624;1191.108204;5.824263999999967;7.353149599999888;14.716298999999882;13.196290800000074;;27.34580368248674;4.370629370629371;654.3869944158716;0.083624201000709;-1.0;1.0;9.0;2.0;-0.1773843500000111;25.0;1.949;934.1107;1.3673;0.0127;1.816;1186.0239625477864;0.2850137509718091;0.31481542050309685;0.4745762711864407;0.06896551724137931;1.0;0.026972340398805167;0.6082413465034612;0.5;0.4090909090909091;0.0;0.5720070632469065;0.9429286842071574;0.8990817422052445;0.919391331825005;0.855604701493994
1381;59.0;85.0;8.31210136;-80.8226318;144.0;1196.94259584;5.657007490000069;6.494625699999915;15.426667019999968;13.000993199999812;-80.75058800000001;8.311541100000001;143.913310682;1196.8619184;6.433178900000174;5.753714400000172;15.304583799999904;13.10686400000006;;27.47314182127996;4.694444444444445;652.8686896695837;0.0833333333333333;-1.0;-1.0;9.0;3.0;-0.0806774399998175;26.0;2.907;2997.44;2.4;0.0188;2.708;1192.8381508307575;0.3061301030993649;0.3140849876686528;0.480225988700565;0.10344827586206896;0.0;0.02666349081335201;0.611181181702048;0.5;0.4090909090909091;0.0;0.5747544878978866;0.9384452452168164;0.9014239328906581;0.9191481497596102;0.8576503943223662
1382;59.0;86.0;8.30309772;-79.7578125;145.0;1203.9491694;7.006573560000106;6.631390200000169;16.149064480000106;12.663581050000175;-79.62599;8.3021285;144.914517987;1203.8086325000002;6.48301969999983;6.946714099999983;16.032457200000064;12.700428500000154;;27.600185534004485;5.027586206896552;651.364378602506;0.0830454798537399;-1.0;1.0;9.0;4.0;-0.1405368999999154;27.0;7.674;1806.014;7.037;0.0493;7.149;1199.43048653557;0.32785465928340063;0.3133612869759576;0.4858757062146893;0.13793103448275862;1.0;0.02635784175773237;0.6141142195331821;0.5;0.4090909090909091;0.0;0.5780715753017471;0.94178938905612;0.9016156454887777;0.9180429125785894;0.8601814904756973
1383;59.0;87.0;8.28309155;-77.0686035;146.0;1209.3313663;5.382196899999826;7.1919027499998265;16.80005493999988;12.388770459999932;-76.67348600000001;8.280325000000001;145.91768763;1208.92745;6.895401000000071;5.118817500000121;16.401774800000247;12.065531600000105;;27.7269375249599;5.36986301369863;649.8738370576219;0.0827605888602368;-1.0;-1.0;9.0;5.0;-0.4039162999997643;28.0;36.882;4252.43;34.3686;0.2353;34.356;1205.805541741806;0.35017492218028995;0.3126442105865515;0.4915254237288136;0.1724137931034483;0.0;0.026055338333970515;0.6170405224305944;0.5;0.4090909090909091;0.0;0.5805158338112357;0.9366655410335476;0.9032018698358892;0.9163164106859271;0.8614657500141248
1384;59.0;88.0;8.27217484;-75.6755371;147.0;1216.00970148;6.678335179999976;7.311164879999978;17.513712379999788;12.060532079999804;-75.444093;8.27054;146.919007438;1215.7693800000002;7.107197400000179;6.841929999999935;17.186721500000218;11.960747500000055;;27.853400455274738;5.72108843537415;648.3968459724501;0.0824786098842322;-1.0;1.0;9.0;6.0;-0.2403214799996931;29.0;17.02;2702.7013;15.8571;0.1079;15.855;1211.9677642951317;0.37307873451017876;0.3119336531128769;0.4971751412429378;0.20689655172413793;1.0;0.02575592695342324;0.6199601518313328;0.5;0.4090909090909091;0.0;0.5837828863333909;0.9414956646717197;0.9040165445224246;0.9160314668675354;0.8641953120134224
1385;59.0;89.0;8.25082874;-72.7171631;148.0;1221.12265352;5.112952039999982;7.8790436899998895;18.15620393999984;11.791287219999958;-72.535452;8.2495409;147.922129992;1220.9320532;7.810525399999926;5.162673199999845;17.89222840000014;12.00460319999978;;27.97957694388431;6.081081081081081;646.9331912295414;0.0821994936526786;-1.0;-1.0;9.0;7.0;-0.1906003199999304;30.0;16.147;4872.6133;15.0858;0.1016;15.041;1217.9214819969102;0.39655426756834405;0.31122951154635403;0.5028248587570622;0.24137931034482757;0.0;0.02545955529690211;0.622873168198337;0.5;0.4090909090909091;0.0;0.586248086137996;0.9367884746511943;0.9067218951229591;0.9161507255204814;0.8666486312317616
1386;59.0;90.0;8.23812962;-71.0043945;149.0;1227.48131338;6.358659860000216;7.982378220000099;18.86047282000004;11.471611900000198;-71.03937300000001;8.238304;148.9237361;1227.507296;7.929931199999991;6.575242800000123;18.93891680000024;11.737915999999968;;28.105469568479982;6.449664429530201;645.4826635123392;0.081923192051904;-1.0;1.0;9.0;8.0;0.0259826199999224;31.0;10.6;3336.1617;10.0853;0.0663;9.874;1223.670906625379;0.42059001019918296;0.3105316851880383;0.5084745762711864;0.27586206896551724;1.0;0.02516617227626869;0.6257796310423546;0.5;0.4090909090909091;0.0;0.5893877943158817;0.9407481034134054;0.9071811894390358;0.9154255117801899;0.8702883699321674
1387;59.0;91.0;8.21553135;-67.7813721;150.0;1232.3297025;4.848389119999865;8.55727625999998;19.494165419999945;11.20704898000008;-68.300509;8.2189316;149.926676391;1232.83974;8.91955939999991;5.332443999999901;20.16969799999986;11.907686800000024;;28.23108086643085;6.826666666666667;644.045058166176;0.0816496580927726;-1.0;-1.0;9.0;9.0;0.5100374999999531;32.0;9.677;5379.4422;9.0682;0.0601;9.015;1229.2201377962383;0.4451747582112421;0.30984007558174737;0.5141242937853108;0.3103448275862069;0.0;0.02487572799744145;0.6286795989432188;0.5;0.4090909090909091;0.0;0.5919340604453875;0.9372643657808517;0.9109877935343892;0.9158871766702199;0.8745682702017892
1388;59.0;92.0;8.2017765;-65.8485107;151.0;1238.4682515;6.138549000000012;8.738647499999843;20.28409260999979;10.986938119999875;-66.779681;8.2078824;150.928309066;1239.3902424;9.221792400000153;6.550502400000114;21.1377089000002;11.882946400000016;;28.35641333567881;7.211920529801325;642.6201750641914;0.0813788458771159;-1.0;1.0;9.0;10.0;0.9219909000000824;33.0;12.506;4163.5021;11.6789;0.0772;11.65;1234.573166670089;0.47029760421284145;0.3091545864495566;0.519774011299435;0.3448275862068966;1.0;0.02458817372475157;0.631573129570514;0.5;0.4090909090909091;0.0;0.5950619549703685;0.9406787526363332;0.9121503325319157;0.9158198990580199;0.8779344169319389
1389;59.0;93.0;8.17967701;-62.619873;152.0;1243.31090552;4.842654020000055;9.576812060000066;21.16415551999989;10.981203020000066;-63.75807;8.1871049;151.9315529;1244.4399448;9.821981900000011;5.049702399999835;22.024859799999977;11.600204799999949;;28.48146943560797;7.605263157894737;641.2078184779639;0.0811107105653812;-1.0;-1.0;9.0;11.0;1.1290392799999154;34.0;19.9;6391.5934;30.7035;0.122;18.537;1239.733879513755;0.4959479278489244;0.30847512362956214;0.5254237288135594;0.3793103448275862;0.0;0.024303461846591365;0.6344602797036468;0.5;0.4090909090909091;0.0;0.5974732107069884;0.93647180180975;0.9144589609730693;0.9150510279113275;0.8810193822987363
1390;59.0;94.0;8.16502953;-60.4870605;153.0;1249.24951809;5.938612570000032;9.743482650000033;22.05626746999997;10.781266590000088;-61.56849;8.172037099999999;152.933903511;1250.3216763;9.849676299999931;5.881731499999995;22.83609269999992;10.93143389999983;;28.60625158788936;8.006535947712418;639.8077969526628;0.0808452083454443;-1.0;1.0;9.0;12.0;1.0721582099999978;35.0;12.755;5761.8901;12.1896;0.0777;11.882;1244.706061122177;0.5221153864207755;0.3078015950158181;0.5310734463276836;0.41379310344827586;1.0;0.024021545842298972;0.6373411052513482;0.5;0.4090909090909091;0.0;0.6002817641022605;0.9388040949267451;0.9145654874609545;0.9132324110231248;0.8838403515396029
1391;59.0;95.0;8.14114571;-56.9025879;154.0;1253.73643934;4.486921250000023;10.377687469999955;22.831516940000256;10.425533820000055;-57.859602;8.1472994;153.937885165;1254.6841076;10.182107599999988;4.362431300000055;23.18010759999999;10.24416280000005;;28.730762177301624;8.415584415584416;638.4199231865338;0.080582296402538;-1.0;-1.0;9.0;13.0;0.9476682600000004;36.0;107.36;7720.0;100.0;0.6494;100.005;1249.493398107196;0.5487899058712045;0.30713391050035926;0.536723163841808;0.4482758620689655;0.0;0.023742380250227818;0.6402156612706205;0.5;0.4090909090909091;0.0;0.6023648447799922;0.9345452854703108;0.9158441841957523;0.9113634857615246;0.8850366238447573
1392;59.0;96.0;8.12436485;-54.3713379;155.0;1259.27655175;5.540112409999892;10.472603050000089;23.624881119999827;10.027033659999915;-55.415335;8.1310398;154.940509193;1260.311169;10.447168999999995;5.627061400000006;23.918168999999995;9.98949270000006;;28.855003552528785;8.832258064516129;637.0440139145388;0.0803219328902498;-1.0;1.0;9.0;14.0;1.0346172500001105;37.0;18.462;6868.4609;19.4725;0.111;17.198;1254.0994820592373;0.5759616721186905;0.3064719819172219;0.5423728813559322;0.48275862068965514;1.0;0.02346592063695127;0.6430840019851549;0.5;0.4090909090909091;0.0;0.6050517920506002;0.9380902192686289;0.9168637426630234;0.9106709506276243;0.8876031475980114
1393;59.0;97.0;8.09884071;-50.442627;156.0;1263.41915076;4.142599009999913;11.103272359999892;24.305850719999853;9.682711419999803;-51.449307;8.1052337;155.9447669;1264.4164572;10.931457200000064;4.105288200000068;24.56245720000006;9.732349600000074;;28.978978026935597;9.256410256410255;635.6798897959849;0.0800640769025435;-1.0;-1.0;9.0;15.0;0.9973064400001022;38.0;1.1;8752.8229;1.6585;0.0066;1.025;1258.5278125875857;0.6036211227248286;0.3058157229883838;0.5480225988700564;0.5172413793103449;0.0;0.02319212356755461;0.6459461808032331;0.5;0.4090909090909091;0.0;0.6070120857349821;0.9338244776497518;0.9187265568446036;0.9099716905606197;0.8898435858179771
1394;59.0;98.0;8.08008003;-47.5245361;157.0;1268.5725647099998;5.153413949999958;11.172478949999686;25.01070500999981;9.29601295999987;-48.434806;8.085817;156.9480031;1269.473269;10.865269000000088;5.056811800000025;25.133269000000087;9.162100000000091;;29.102687879321483;9.687898089171975;634.3273753059754;0.0798086884467622;-1.0;1.0;9.0;16.0;0.9007042900002489;39.0;3.4;8059.3109;3.8207;0.0202;3.167;1262.7818002446566;0.6317589388802181;0.3051650492715429;0.5536723163841808;0.5517241379310345;1.0;0.02292094657696908;0.6488022503351317;0.5;0.4090909090909091;0.0;0.6094267362422591;0.9364917304452826;0.9184719639852005;0.9084209867948748;0.8918285182955972
1395;59.0;99.0;8.0530529;-43.2629395;158.0;1272.3823582000002;3.809793490000402;11.799967800000104;25.611224800000173;8.96320744000036;-44.15;8.059;157.952603;1273.322;11.513;3.848730999999912;25.79;8.905542799999937;;29.22613535465364;10.126582278481012;632.9862986305365;0.079555728417573;-1.0;-1.0;9.0;17.0;0.9396417999996628;40.0;322.0;9685.0;300.0;2.0;300.0;1266.8647693394037;0.6603660376946826;0.30451987810966485;0.559322033898305;0.5862068965517241;0.0;0.022652348142305698;0.6516522624100489;0.5;0.4090909090909091;0.0;0.6112645227031913;0.9331053121882604;0.9209634607688281;0.9077233199904277;0.8941122249235255
1396;59.0;100.0;8.03246117;-39.9707031;159.0;1277.1613260299998;4.778967829999601;11.845734289999882;26.24080982999976;8.588761320000003;-40.77;8.037;158.956232;1277.883;11.513;4.561;26.279;8.409730999999912;;29.34932266478004;10.572327044025156;631.6564915652663;0.0793051585718144;-1.0;1.0;9.0;18.0;0.7216739700002108;41.0;429.0;8954.0;401.0;3.0;400.0;1270.7799606447236;0.6894335647784289;0.30388012858222396;0.5649717514124294;0.6206896551724138;1.0;0.022386287656147766;0.6544962680925641;0.5;0.4090909090909091;0.0;0.6134424208333313;0.9351019011130335;0.9209634607688281;0.9063750380707896;0.895812666262608
1397;60.0;66.0;8.10383701;-51.0305786;126.0;1021.08346326;13.505567009999936;2.5260345099998176;3.022409299999936;24.983068459999917;-53.38;8.122;125.942694;1023.372;2.497;13.372;2.976;24.676;;25.133156184720164;0.2857142857142857;706.1220070945191;0.0890870806374748;1.0;1.0;10.0;16.0;2.2885367400000405;6.0;322.0;-13631.0;583.0;2.0;300.0;1019.8758228495346;0.018631756063528546;0.33970433166750613;0.3728813559322034;0.5517241379310345;1.0;0.03277294424872129;0.5571583083999895;0.5084745762711864;0.4545454545454546;1.0;0.4919122671389505;0.9598003577581676;0.8862834238380813;0.9506085887702046;0.814779160077245
1398;60.0;67.0;8.1258831;-53.8629761;127.0;1031.9871537;10.903690439999991;2.808190439999862;3.73896244999969;24.409257449999927;-55.91;8.142;126.939978;1034.034;2.85;10.662;3.784;24.034;;25.26596056564665;0.3858267716535433;704.2637826959776;0.0887356509416113;1.0;-1.0;10.0;15.0;2.046846300000197;7.0;322.0;-10600.0;500.0;2.0;300.0;1032.041666536859;0.025160206022796422;0.338810368767253;0.3785310734463277;0.5172413793103449;0.0;0.03239978859047078;0.560224341854493;0.5084745762711864;0.4545454545454546;1.0;0.4970034203648995;0.9522038514015323;0.8876412380613016;0.948862771118411;0.8175888872796556
1399;60.0;68.0;8.16316891;-58.6900024;128.0;1044.88562048;12.898466780000035;3.2454698300000477;4.433209159999933;23.802157220000023;-60.53;8.177;127.935018;1046.656;3.224;12.622;4.2254794000000695;23.284;;25.398416831491183;0.5;702.4249654959284;0.0883883476483184;1.0;1.0;10.0;14.0;1.770379520000006;8.0;215.0;-12311.0;361.0;2.0;200.0;1043.872577042745;0.03260557311117496;0.33792574236880424;0.384180790960452;0.48275862068965514;1.0;0.03203101443579143;0.5632823384319006;0.5084745762711864;0.4545454545454546;1.0;0.503030482456245;0.9576980036004272;0.8890798287680561;0.9468232645158483;0.8191240811899082
1400;60.0;69.0;8.18017578;-60.975708;129.0;1055.24267562;10.357055140000057;3.4887696999999207;5.057503960000076;23.25552192000009;-62.375;8.191;128.933038;1056.639;3.337995200000005;9.983;4.978390600000043;22.605;;25.530528603808893;0.627906976744186;700.6052035463839;0.0880450906325623;1.0;-1.0;10.0;13.0;1.3963243799998963;9.0;217.0;-9195.0;362.0;2.0;202.0;1055.376351331055;0.04094653367449878;0.33705028315544877;0.3898305084745763;0.4482758620689655;0.0;0.03166653670618794;0.5663323817424754;0.5084745762711864;0.4545454545454546;1.0;0.5077974101109672;0.9503005201040581;0.889518311215475;0.9449768312049949;0.8217422434171848
1401;60.0;70.0;8.21202183;-65.2244873;130.0;1067.5628379;12.320162279999977;3.9218069099997592;5.668550540000069;22.677217420000037;-66.596239;8.222513600000001;129.928506;1068.9267679999998;4.111644799999893;12.287767999999923;5.6402527999999;22.27076799999992;;25.66229943873142;0.7692307692307693;698.8041539469942;0.0877058019307029;1.0;1.0;10.0;12.0;1.363930099999834;10.0;30.0;-11127.0;202.0;0.215;27.945;1066.5605469080642;0.0501624201710384;0.3361838261631534;0.3954802259887006;0.41379310344827586;1.0;0.031306272618179615;0.5693745538860582;0.5084745762711864;0.4545454545454546;1.0;0.5136648749105275;0.9567611048872938;0.8924941537952724;0.9440679400439442;0.8240437932038023
