Z,N,dz_BE/A,dz_ME,A,dz_BE,dz_S1n,dz_S1p,dz_S2p,dz_S2n,ame_ME,ame_BE/A,ame_AM,ame_BE,ame_S2p,ame_S2n,BE_diff_dz_ame
12,15,8.24809265,-14.1594391,27,222.69850155,5.642478990000029,14.673557150000022,27.164045800000025,17.607382799999982,-14.586594,8.2638525,26.984340647,223.1240175,20.072809800000016,17.53644750000001,0.42551595000000475
9,18,6.86918116,25.4182129,27,185.46789132,2.228895640000019,19.33497398,45.98861181999999,3.447584820000003,25.133478,6.8796662,27.026981897,185.75098739999999,16.100987399999983,2.3433248999999776,0.28309607999997866
13,14,8.36168766,-18.0088501,27,225.76556681999998,13.281815599999987,8.709544260000001,22.59409906999997,25.898258569999967,-17.196864,8.3315533,26.981538408,224.95193909999998,10.114378199999978,24.42352409999998,-0.8136277199999995
14,13,8.15627289,-13.2450104,27,220.21936803,13.947715689999995,7.7356168100000104,15.128249279999977,32.77052078,-12.384504999999999,8.124342,26.986704687,219.357234,-3.7667835000000194,32.354461500000006,-0.8621340299999929
10,17,7.51750088,7.13124084,27,202.97252376,1.6898192799999947,19.733528080000013,38.44188876000001,7.438068010000023,7.05091,7.5204151,27.007569462,203.0512077,36.0562077,7.056222700000013,0.07868393999999057
11,16,7.95282555,-5.40487671,27,214.72628985,6.701345450000019,13.443585369999994,32.70598335,11.554822099999996,-5.517791,7.9569467000000005,26.994076408,214.8375609,29.08657350000003,12.302613400000002,0.11127104999999915
14,14,8.4878664,-22.6145172,28,237.66025919999998,17.440891169999986,11.89469238000001,20.60423664000001,31.38860685999998,-21.492797109999998,8.4477445,27.97692653442,236.53684600000003,4.908159199999995,30.494430200000004,-1.123413199999959
16,12,7.42848682,5.48339844,28,207.99763095999998,21.23634432999998,1.9842805299999782,1.725978619999978,39.46252239999998,4.073203,7.4787911000000005,28.004372762,209.4061508,-27.130695200000016,39.7561508,1.4085198400000252
9,19,6.63463974,33.1875763,28,185.76991272,0.302021400000001,21.224796870000006,47.920366340000015,2.53091704000002,33.403796,6.6268567,28.035860448,185.5519876,-2.3680124000000067,1.4134953999999853,-0.21792511999998965
15,13,7.90149593,-6.97850037,28,221.24188604,15.228535609999994,1.0225180099999989,8.75813482000001,34.88355050000001,-7.147856,7.9074842,27.99232646,221.4095576,-11.267555599999993,34.2615576,0.16767156000000227
13,15,8.30934143,-16.8334656,28,232.66156003999998,6.895993220000008,9.96305848999998,24.636615640000002,20.177808819999996,-16.850719,8.3098969,27.981910009,232.67711319999998,14.297709999999991,20.783215399999985,0.01555316000002449
10,18,7.39659834,11.0703888,28,207.10475352,4.132229760000001,21.636862199999996,40.97183618,5.822049039999996,11.299738,7.3883463,28.012130767,206.87369640000003,39.20969640000001,5.324010400000028,-0.23105712000000267
11,17,7.78549242,-0.600997925,28,217.99378776,3.267497910000003,15.021264000000002,34.754792080000016,9.968843360000022,-0.988315,7.7992644,27.998939,218.3794032,32.82741560000001,10.270169400000013,0.38561544000000936
12,16,8.24736309,-14.3157196,28,230.92616652,8.227664970000006,16.19987667000001,29.643462040000003,13.870143960000036,-15.019946,8.2724531,27.983875426,231.62868680000003,24.75499040000001,14.94803820000001,0.7025202799999875
14,15,8.46337032,-22.3206329,29,245.43773928,7.777480080000004,12.776179240000005,22.739237729999985,25.21837124999999,-21.89508154,8.4486361,28.97649466434,245.01044689999998,9.718027600000001,25.653212899999986,-0.42729237999998304
16,13,7.7351985,-2.76834106,29,224.32075650000002,16.323125540000035,3.0788704600000187,4.101388470000018,37.559469870000015,-3.094423,7.7463826,28.996678,224.6450954,-20.36535149999999,36.725095399999994,0.32433889999995813
13,16,8.34291363,-18.0450287,29,241.94449527,9.282935230000021,11.018328749999995,27.218205420000004,16.17892845000003,-18.207762,8.348464700000001,28.980453164,242.10547630000002,19.3230625,17.15353720000002,0.1609810300000163
9,20,6.44596386,40.0959167,29,186.93295194,1.1630392200000017,21.694069740000003,50.661404489999995,1.4650606200000027,40.15019,6.4440314,29.043103,186.8769106,-22.5292402,1.1259232000000192,-0.05604134000000727
12,17,8.09810257,-10.163147,29,234.84497453,3.9188080099999922,16.851186769999998,31.87245077,12.146472979999999,-10.61236,8.1135317,28.988607163,235.29241929999998,27.447467599999975,12.168401799999963,0.44744476999997573
11,18,7.68705606,2.53955078,29,222.92462573999998,4.930837979999978,15.81987221999998,37.456734419999975,8.198335889999981,2.679994,7.682152200000001,29.002877091,222.7824138,35.905503200000005,7.944852899999998,-0.14221193999995307
15,14,8.26128864,-17.2425995,29,239.57737056,18.335484519999994,1.917111360000007,13.811803740000016,33.56402012999999,-16.952848999999997,8.251236800000001,28.981800368,239.2858672,-2.8196091000000014,32.4364534,-0.29150335999995036
10,19,7.16374159,18.4980164,29,207.74850611,0.6437525899999912,21.978593389999986,43.20339025999999,4.7759823499999925,18.399803,7.167067299999999,29.019753,207.8449517,23.408951700000006,4.7937440000000064,0.09644558999997344
12,18,8.04648304,-8.64128113,30,241.3944912,6.549516670000003,18.469865460000022,34.28973768,10.468324679999995,-8.881373,8.054425,29.990465454,241.63275,30.596799,10.004063199999974,0.2382588000000112
11,19,7.50709057,8.3228302,30,225.2127171,2.28809136000001,17.464210989999998,39.442804379999984,7.218929339999988,8.47467,7.5019685,30.009097931,225.059055,38.909054999999995,6.679651799999992,-0.15366209999999114
13,17,8.24034023,-15.2393494,30,247.21020689999997,5.26571162999997,12.365232369999973,29.21641913999997,14.548646859999991,-15.864116,8.2611049,29.982969171,247.833147,22.774092000000003,15.156033800000005,0.6229401000000223
15,15,8.37594509,-20.8722229,30,251.2783527,11.700982140000008,5.840613420000011,18.616792660000016,30.036466660000002,-20.200855999999998,8.3535064,29.97831349,250.60519200000002,2.7720450000000127,29.19563440000001,-0.6731606999999826
16,14,8.13127327,-14.3143921,30,243.9381981,19.617441599999978,4.3608275400000025,6.277938900000009,35.94056714000001,-14.059254000000001,8.1227081,29.98490677,243.681243,-11.93840400000001,34.27509219999998,-0.25695509999997057
14,16,8.53258991,-24.7892151,30,255.97769730000002,10.539958020000029,14.033202030000012,25.051530780000007,18.317438100000032,-24.432962,8.5206549,29.973770137,255.619647,13.986896999999997,19.08280099999998,-0.35805030000000215
10,20,7.02898312,23.44841,30,210.8694936,3.1209874900000045,23.93654165999999,45.63061139999999,3.7647400799999957,23.28012,7.0345317,30.024992235,211.035951,29.031951,4.162254599999986,0.16645739999998455
15,16,8.48441315,-24.5392914,31,263.01680765,11.738454949999976,7.039110349999959,21.07231237999997,23.439437089999984,-24.44054442,8.4811677,30.97376199768,262.9161987,7.925140700000018,23.6303315,-0.10060894999998027
13,18,8.21495724,-14.6214447,31,254.66367444000002,7.453467540000048,13.269183240000018,31.73904870000004,12.719179170000018,-14.950709000000002,8.225518,30.983949754,254.99105799999998,25.632046199999984,12.88558169999998,0.3273835599999586
14,17,8.45145798,-22.7353363,31,261.99519738000004,6.017500080000019,14.784990480000062,27.150222850000034,16.557458100000048,-22.949037,8.4582916,30.975363196,262.20703960000003,18.262193,17.19659270000004,0.21184221999999409
16,15,8.28547287,-19.1544952,31,256.84965897,12.911460870000013,5.571306270000008,11.411919690000019,32.52890246999999,-19.042531,8.2818013,30.979557002,256.7358403,-5.471199300000037,32.09074489999999,-0.11381867000000057
11,20,7.3865695,12.6232758,31,228.9836545,3.770937400000008,18.1141609,42.05070255999999,6.059028760000018,12.246031,7.398677800000001,31.013146654,229.35901180000002,43.01801180000001,6.576597999999998,0.37535730000001877
12,19,7.87761831,-3.38157654,31,244.20616761,2.81167640999999,18.993450510000002,36.4576615,9.361193079999993,-3.1221520000000003,7.8691886,30.996648232,243.9448466,32.73905040000004,8.65242730000004,-0.261321009999989
18,14,7.67005348,-1.23985291,32,245.44171136,21.810291180000007,1.9871024800000043,1.5035132600000054,40.49483576,-2.2003519999999996,7.700008899999999,31.997637824,246.40028479999998,-25.379878400000017,40.4202848,0.9585734399999808
11,21,7.18588686,19.7299347,32,229.94837952,0.964725020000003,19.764751590000003,43.87733172,4.735662420000011,18.640151999999997,7.2198815000000005,32.020011024,231.03620800000002,29.939208000000015,5.97715300000002,1.087828480000013
10,22,6.61890697,38.6556396,32,211.80502304,1.6213951100000088,26.055148400000007,49.905499340000006,0.9355294400000105,36.999,6.671,32.03972,213.472,-11.34,2.4360489999999992,1.6669769599999995
14,18,8.46273899,-23.4763947,32,270.80764768,8.812450299999966,16.14397323999998,29.413156479999998,14.829950379999985,-24.077689,8.481468999999999,31.974151538,271.40700799999996,21.684092799999984,15.787360999999976,0.5993603199999598
16,16,8.51217461,-26.6230316,32,272.38958752,15.539928550000013,9.372779870000045,16.411890220000004,28.451389420000027,-26.01553714,8.4931301,31.97207117354,271.7801632,0.37315520000003743,28.098920200000023,-0.6094243200000165
12,20,7.80186415,-0.763687134,32,249.6596528,5.453485190000009,20.675998300000003,38.790159200000005,8.265161599999999,-0.828901,7.8038411,31.999110138,249.7229152,36.25091519999999,8.090165199999989,0.06326239999998506
17,15,8.0497961,-12.6092682,32,257.5934752,14.138866320000005,0.7438162299999931,6.315122500000001,34.54407760000001,-13.334706,8.0724058,31.985684605,258.3169856,-12.534864,34.151891600000035,0.7235104000000092
15,17,8.44496059,-23.6898346,32,270.23873888,7.221931230000052,8.243541499999992,23.028531980000054,18.96038618000003,-24.304876,8.464120300000001,31.973907643,270.85184960000004,11.640812800000015,20.246657600000006,0.6131107200000088
13,19,8.09046841,-10.7813721,32,258.89498912,4.231314679999969,14.688821509999997,33.68227202,11.684782220000017,-11.099368,8.1003449,31.988084338,259.2110368,28.17482879999999,11.377889800000004,0.31604767999999694
17,16,8.30492592,-21.0069733,33,274.06255536000003,16.469080160000033,1.6729678400000125,11.045747710000057,30.607946480000038,-21.00334,8.3047557,32.977451988,274.05693809999997,-6.898702800000028,30.111424999999958,-0.005617260000065016
14,19,8.3537035,-20.269577,33,275.6722155,4.864567819999991,16.777226380000002,31.46604789,13.677018119999957,-20.514328000000003,8.3610596,32.977976964,275.9149668,23.912506200000003,13.707927199999977,0.242751300000009
18,15,7.89810848,-8.36433411,33,260.63757984,15.195868480000001,3.0441046400000005,3.7879208699999936,37.00615966000001,-9.384295,7.9289559,32.989925545,261.6555447,-18.766258500000024,36.843544699999995,1.0179648600000064
11,22,7.03160954,25.7065735,33,232.04311482,2.0947352999999964,20.23809177999999,46.29324018,3.0594603199999995,23.780113,7.0899262,33.025529,233.96756459999997,12.527564599999984,4.608552799999976,1.9244497800000033
12,21,7.60557318,5.98342896,33,250.98391494,1.3242621400000019,21.035535420000002,40.800287010000005,6.777747330000011,4.962872999999999,7.6364382,33.005327862,252.00246059999998,39.614460599999994,8.057613999999973,1.0185456599999725
13,20,8.03371429,-8.92758179,33,265.11257157,6.217582450000009,15.452918769999997,36.12891707,10.448897129999978,-8.497382,8.0206172,32.990877685,264.6803676,30.712803000000015,9.689309600000009,-0.4322039699999891
15,18,8.48712349,-25.4547882,33,280.07507517,9.836336289999963,9.267427489999989,25.41140072999997,17.058267520000015,-26.337349999999997,8.5138073,32.971725692,280.9556409,16.275273300000002,18.03944219999999,0.8805657300000007
16,17,8.50089931,-26.6917267,33,280.52967723,8.140089709999984,10.290938349999976,18.53447984999997,23.680018259999997,-26.585858299999998,8.4976304,32.97145890862,280.4218032,4.506836400000029,23.685962900000042,-0.10787403000000495
16,18,8.57588863,-29.6708984,34,291.58021342,11.050536190000003,11.505138250000016,20.772565740000005,19.190625899999986,-29.931689,8.5834986,33.967867011,291.8389524,8.375311800000025,20.0587892,0.25873898000003237
14,20,8.33309555,-19.8512573,34,283.3252487,7.653033199999982,18.212677129999975,33.66559589999997,12.517601019999972,-19.991684,8.3371659,33.978538045,283.46364059999996,26.75031599999999,12.056632600000011,0.13839190000004464
11,23,6.84124517,33.2187347,34,232.60233577999998,0.5592209599999762,21.900082039999972,47.97150697999999,2.6539562599999726,31.680114,6.8864377,34.03401,234.1388818,14.457881800000003,3.1026737999999896,1.5365460200000314
12,22,7.49345112,10.2613831,34,254.77733808,3.7934231399999874,22.734223259999993,42.972315039999984,5.117685279999989,8.323324000000001,7.550391899999999,34.008935455,256.71332459999996,42.95532459999999,6.990409400000004,1.9359865199999717
15,19,8.41750526,-23.50354,34,286.19517884000004,6.120103670000049,10.522963340000047,27.30018972000005,15.956439960000012,-24.548702000000002,8.4481856,33.973645886,287.2383104,19.986390000000014,16.386460800000002,1.0431315599999493
18,16,8.18653107,-17.9974365,34,278.34205638,17.704476539999973,4.279501019999941,5.952468859999954,32.900345019999975,-18.378293000000003,8.1976724,33.980270092,278.7208616,-13.118090800000006,32.32057680000001,0.37880522000000383
13,21,7.87837124,-3.60824585,34,267.86462216,2.7520505900000103,16.880707220000005,37.91624264000001,8.96963304000002,-2.9976190000000003,7.860350599999999,33.996781924,267.2519204,33.1130386,8.0408836,-0.6127017600000499
