;Unnamed: 0;Z;N;dz_BE/A;dz_ME;A;dz_BE;dz_S1n;dz_S1p;dz_S2p;dz_S2n;ame_ME;ame_BE/A;ame_AM;ame_BE;ame_S1p;ame_S1n;ame_S2p;ame_S2n;BE_diff_dz_ame;Surf;Asym;Coul;Pair;Z_parity;N_parity;Z_distance;N_distance;Difference_BE_DZ_AME;N-Z;ame_AM_unc;ame_BDE;ame_BDE_unc;ame_BE/A_unc;ame_ME_unc;ldm_BE;rescaled_Asym;rescaled_Coul;rescaled_N;rescaled_N_distance;rescaled_N_parity;rescaled_Pair;rescaled_Surf;rescaled_Z;rescaled_Z_distance;rescaled_Z_parity;rescaled_ame_BE;rescaled_ame_S1n;rescaled_ame_S1p;rescaled_ame_S2n;rescaled_ame_S2p;BE_Predictions;Difference_BE_AME_ANN;Difference_BE_DZ_ANN;Prediction_S2p;Prediction_S2n;Prediction_S1n;Difference_S2n_AME_Predictions;Difference_S2p_AME_Predictions;Difference_S2n_DZ_Predictions;Difference_S2p_DZ_Predictions
602;638;35.0;55.0;8.48400402;-64.5184326;90.0;763.5603618;3.940368010000043;12.323755049999932;27.56928796;9.74573276000001;-64.000306;8.4781865;89.931292848;763.036785;12.296873900000122;3.7973472000000768;28.148785000000032;9.426969799999965;;20.08298850246508;4.444444444444445;265.5417368659273;0.1054092553389459;-1.0;-1.0;7.0;5.0;-0.5235768000000007;20.0;3.604;10958.9533;3.8396;0.0373;3.357;759.4986286180863;0.2898273165437774;0.1277480057915742;0.3107344632768362;0.1724137931034483;0.0;0.050104182662828;0.4405658966389844;0.2966101694915254;0.3181818181818182;0.0;0.367601024438204;0.9329612762608336;0.9239786311105596;0.909141258402767;0.9023146288581024;764.9332197122872;-1.8964347122871459;0.5235768000000007;27.622902431637044;-12.552868934482376;-7.26302242252234;21.979838734482342;0.525882568362988;22.298601694482386;-0.05361447163704369
579;615;34.0;56.0;8.40296555;-56.442627;90.0;756.2668994999999;5.0302927499998304;16.100801609999962;30.225860699999885;8.183983259999877;-55.800223;8.3957672;89.940096;755.619048;16.56304800000007;4.879136900000158;30.85104800000007;8.058652000000118;;20.08298850246508;5.377777777777778;250.36792333073143;0.1054092553389459;1.0;1.0;6.0;6.0;-0.6478514999998879;22.0;354.0;8200.0834;329.766;3.6639;329.749;748.3421099854511;0.3506910530179706;0.1204481197463413;0.3163841807909604;0.2068965517241379;1.0;0.050104182662828;0.4405658966389844;0.288135593220339;0.2727272727272727;1.0;0.3640590214690808;0.935993683025628;0.9403884664411934;0.905420334152762;0.9117114380897454;755.6969589665532;-0.07791096655319052;0.6478514999998879;30.14643308454754;-16.499283168256284;-9.236260745733944;24.5579351682564;0.704614915452531;24.68326642825616;0.07942761545234589
553;589;33.0;57.0;8.25267029;-42.133728;90.0;742.7403261;2.574228210000001;14.98834069999998;32.89246386000002;6.749252259999935;-40.99;8.24;89.955995;741.6;15.271;2.544;33.2;6.712;;20.08298850246508;6.4;235.6403984289237;0.1054092553389459;-1.0;-1.0;5.0;7.0;-1.1403260999999247;24.0;429.0;14810.0;518.0;4.0;400.0;734.8047503975667;0.4173513358230394;0.1133629362318507;0.3220338983050847;0.2413793103448275;0.0;0.050104182662828;0.4405658966389844;0.2796610169491525;0.2272727272727273;0.0;0.3573648626386613;0.9294479699981504;0.9354186048222604;0.9017583266256228;0.9198796488961272;744.6966670983732;-3.096667098373132;1.1403260999999247;-150.75557016626;-20.236552613914;-11.000291868180057;26.948552613914;183.95557016625997;26.985804873913935;183.64803402626
855;891;45.0;46.0;8.31878281;-57.7194214;91.0;757.00923571;15.087992410000084;1.009441810000112;5.250635060000036;28.90874499999996;-58.57;8.328;90.937123;757.848;0.9688439999999244;14.988;5.746753799999948;29.027;;20.231477245126285;0.0109890109890109;440.2013730258247;0.1048284836721918;-1.0;1.0;5.0;4.0;0.8387642899999719;1.0;320.0;-12400.0;300.0;3.0;298.0;753.9254109465951;0.0007166060024433;0.211774044315885;0.2598870056497175;0.1379310344827586;1.0;0.0494875067354611;0.4439940324387245;0.3813559322033898;0.2272727272727273;0.0;0.3651233561309909;0.9643302301833788;0.8804053729822756;0.9624404464072052;0.8244141381998221;759.223398482561;-1.3753984825610814;-0.8387642899999719;6.178103338122355;3.5264395160078266;14.526731384187883;25.500560483992174;-0.43134953812240706;25.382305483992134;-0.9274682781223191
823;859;44.0;47.0;8.43591309;-67.5959473;91.0;767.6680911899999;11.668297290000057;4.653183389999867;7.254242319999889;26.249717909999845;-68.239833;8.4429287;90.92674153;768.3065117;4.804111700000009;11.427355699999955;7.802837800000096;26.0130477;;20.231477245126285;0.0989010989010989;420.6368675580103;0.1048284836721918;1.0;-1.0;6.0;3.0;0.63842051000006;3.0;2.384;-9670.0;298.0;0.0244;2.221;765.5148382906289;0.0064494540219906;0.2023618645685123;0.2655367231638418;0.1034482758620689;0.0;0.0494875067354611;0.4439940324387245;0.3728813559322034;0.2727272727272727;1.0;0.3701173427732794;0.954349249718926;0.8951577271831743;0.9542444789196596;0.8315639341716557;768.9487871615886;-0.6422754615886106;-0.63842051000006;7.653039068579687;24.252120063215443;9.72538867902756;1.760927636784558;0.14979873142040834;1.9975978467844016;-0.3987967485797981
791;827;43.0;48.0;8.53282166;-75.6322632;91.0;776.48677106;13.471863259999964;3.036052760000075;9.33232919000011;24.728170410000075;-75.98665700000001;8.5366558;90.918424972;776.8356778000001;3.1031128000000026;13.33327780000004;9.938840200000094;24.73443160000001;;20.231477245126285;0.2747252747252747;401.5170099417371;0.1048284836721918;-1.0;1.0;7.0;2.0;0.3489067400000749;5.0;2.536;-7746.8246;3.2422;0.026;2.363;774.7473131151054;0.0179151500610851;0.1931635979972163;0.2711864406779661;0.0689655172413793;1.0;0.0494875067354611;0.4439940324387245;0.3644067796610169;0.3181818181818182;0.0;0.374190058164826;0.9596918140539452;0.8886148362480413;0.9507674842822024;0.8389916372009802;777.3054664394259;-0.46978863942581484;-0.34890674000007493;9.157683220148101;18.082067956864876;8.356679277837316;6.652363643135136;0.7811569798519926;6.6461024531351995;0.17464596985200842
761;797;42.0;49.0;8.61229229;-82.0817871;91.0;783.7185983899999;10.267880089999949;6.633637789999852;11.418997099999956;23.30474951999986;-82.208834;8.6136286;90.91174519;783.8402026;6.836272599999909;10.1076375999999;11.90880409999995;23.336528700000024;;20.231477245126285;0.5384615384615384;382.8418001770052;0.1048284836721918;1.0;-1.0;8.0;1.0;0.1216042100001004;7.0;6.696;-6222.1768;6.6706;0.0686;6.238;781.6228354200246;0.0351136941197268;0.184179244601997;0.2768361581920904;0.0344827586206896;0.0;0.0494875067354611;0.4439940324387245;0.3559322033898305;0.3636363636363636;1.0;0.3775347504394236;0.9506498966061522;0.90297443249165;0.9469661080231472;0.8458419604158273;784.2936235540211;-0.45342095402111227;-0.12160421000010047;11.84748117104175;15.344836392432512;6.988157114595197;7.9916923075675115;0.061322928958199796;7.959913127567347;-0.42848407104179387
732;768;41.0;50.0;8.67061901;-86.6071777;91.0;789.02632991;11.941369309999914;5.074484510000048;14.099785040000029;21.871888040000044;-86.638028;8.670898300000001;90.906990256;789.0517453000001;5.1544543000001;12.047815300000016;13.504766300000018;22.1549077000001;;20.231477245126285;0.8901098901098901;364.6112382638144;0.1048284836721918;-1.0;1.0;9.0;0.0;0.0254153900001483;9.0;3.14;-4429.1934;6.7439;0.0322;2.926;786.1414052053867;0.0580450861979158;0.1754088043828542;0.2824858757062147;0.0;1.0;0.0494875067354611;0.4439940324387245;0.3474576271186441;0.4090909090909091;0.0;0.3800232856513234;0.956088484145286;0.8965053197193785;0.9437528762481784;0.85139173567246;789.4268767286538;-0.37513142865373084;-0.025415390000148363;15.398448858261077;12.121410289227924;5.133253174632728;10.033497410772174;-1.8936825582610588;9.75047775077212;-1.2986638182610477
704;740;40.0;51.0;8.69216061;-87.7850342;91.0;790.98661551;7.034770110000068;9.281560709999894;16.818192220000014;18.68701422000004;-87.89559200000001;8.693314899999999;90.905640205;791.0916558999999;8.687653899999917;7.194364899999928;16.264508899999782;19.160257399999885;;20.231477245126285;1.3296703296703296;346.8253242021649;0.1048284836721918;1.0;-1.0;10.0;1.0;0.1050403899998855;11.0;0.101;-1257.5644;2.9243;0.0011;0.095;788.3030224711915;0.086709326295652;0.1668522773397882;0.288135593220339;0.0344827586206896;0.0;0.0494875067354611;0.4439940324387245;0.3389830508474576;0.4545454545454546;1.0;0.3809973521896685;0.9424835886415168;0.9100957692104712;0.9356093975025558;0.8609884236116563;790.6294436571598;0.46221224284010987;-0.10504038999988552;26.449170147150767;6.335820103138644;1.2025669285059166;12.824437296861241;-10.184661247150984;12.351194116861397;-9.630977927150752
676;712;39.0;52.0;8.68311787;-86.1798706;91.0;790.16372617;8.458671369999934;7.828244769999969;19.046715940000126;15.237181300000088;-86.351321;8.6849421;90.907298048;790.3297311;7.689344099999871;7.925729099999997;19.216865599999903;14.782752099999923;;20.231477245126285;1.8571428571428568;329.4840579920567;0.1048284836721918;-1.0;1.0;11.0;2.0;0.1660049299999855;13.0;1.978;1544.271;1.8403;0.0203;1.843;788.1076872174392;0.1211064144129355;0.1585096634727988;0.2937853107344633;0.0689655172413793;1.0;0.0494875067354611;0.4439940324387245;0.3305084745762712;0.5;0.0;0.3806335296513596;0.9445337040637736;0.9062557713475246;0.9237054628864184;0.871254904962163;789.8799301505983;0.44980094940171966;-0.1660049299999855;29.391676915437074;0.4530534219444462;-0.7495135065614704;14.329698678055477;-10.174811315437172;14.784127878055642;-10.344960975436948
653;689;37.0;54.0;8.60748386;-77.7324219;91.0;783.2810312600001;6.823234759999991;10.091238259999956;23.66103747000011;12.164021030000184;-77.745049;8.607562099999999;90.916537261;783.2881510999999;10.074760099999956;6.450793099999894;24.048713299999942;12.175285599999828;;20.231477245126285;3.175824175824176;296.1354691264639;0.1048284836721918;-1.0;1.0;9.0;4.0;0.0071198399998593;17.0;8.375;5906.901;8.8732;0.0857;7.801;780.6461591512629;0.2070991347061442;0.1424661752670499;0.3050847457627119;0.1379310344827586;1.0;0.0494875067354611;0.4439940324387245;0.3135593220338983;0.4090909090909091;0.0;0.3772711433511553;0.9403992536211052;0.9154312721211711;0.9166148693628032;0.8880571004084439;783.6108291696607;-0.32267806966081025;-0.007119839999859323;23.59229353383182;-7.018614487499008;-6.269100980937537;19.193900087498836;0.4564197661681213;19.182635517499193;0.06874393616828911
629;665;36.0;55.0;8.54162025;-70.9564819;91.0;777.28744275;4.097649749999846;13.72708094999996;26.05083599999989;10.678250479999974;-70.973974;8.5417519;90.923806309;777.2994228999999;14.262637899999856;4.086031899999943;26.55951179999997;10.58081669999985;;20.231477245126285;3.967032967032967;280.12814647097935;0.1048284836721918;1.0;-1.0;8.0;5.0;0.0119801499998857;19.0;2.4;6771.0748;8.1153;0.0246;2.236;773.3799663388388;0.2586947668820694;0.1347653009282904;0.3107344632768362;0.1724137931034483;0.0;0.0494875067354611;0.4439940324387245;0.3050847457627119;0.3636363636363636;1.0;0.3744114985476699;0.9337704995665946;0.931539940795245;0.9122789628972954;0.8967881138307481;777.548251645565;-0.24882874556510615;-0.011980149999885725;26.019209405481774;-12.331678505033324;-6.062577524095786;22.912495205033174;0.5403023945181964;23.009928985033298;0.03162659451811578
603;639;35.0;56.0;8.44815063;-61.668396;91.0;768.78170733;5.221345530000008;12.514807830000109;28.61560944000007;9.16171354000005;-61.107301;8.441924199999999;90.934398617;768.2151021999999;12.596054199999896;5.178317199999932;29.159102199999964;8.975664400000008;;20.231477245126285;4.846153846153846;264.5654716670361;0.1048284836721918;-1.0;1.0;7.0;6.0;-0.5666051300000845;21.0;3.804;9866.6724;4.1898;0.0389;3.543;763.7568210068576;0.3160232470775418;0.1272783397656076;0.3163841807909604;0.2068965517241379;1.0;0.0494875067354611;0.4439940324387245;0.2966101694915254;0.3181818181818182;0.0;0.3700736943235694;0.9368323269557862;0.925129427899928;0.9079140046120042;0.9058278908876852;769.5337185117006;-1.31861631170068;0.5666051300000845;28.489127592563705;-14.077110657960134;-8.014533133864347;23.05277505796014;0.6699746074362594;23.238824197960184;0.12648184743636648
580;616;34.0;57.0;8.34004116;-51.0480957;91.0;758.94374556;2.6768460600001163;16.203419460000077;31.19176016000005;7.707138809999947;-50.58013;8.3348382;90.9457;758.4702762;16.870276199999964;2.851228199999896;32.141276199999965;7.730365100000053;;20.231477245126285;5.813186813186813;249.447444714634;0.1048284836721918;1.0;-1.0;6.0;7.0;-0.473469360000081;23.0;465.0;10527.1716;433.1593;4.7598;433.145;751.7767231553192;0.3790845752925615;0.1200052917790015;0.3220338983050847;0.2413793103448275;0.0;0.0494875067354611;0.4439940324387245;0.288135593220339;0.2727272727272727;1.0;0.3654204958311468;0.9303091733096768;0.941570219471602;0.9045276097526488;0.9161980584744692;759.5672297680676;-1.0969535680676472;0.473469360000081;-137.97439576029774;-17.98102187749737;-9.966488743633022;25.711386977497423;170.1156719602977;25.688160687497316;169.1661559202978
889;925;46.0;46.0;8.26305008;-53.6217651;92.0;760.2006073599999;16.719839330000013;3.191371649999951;4.200813460000063;31.04994015999989;-54.779095;8.2755695;91.941192225;761.352394;3.504393999999971;16.69939399999997;4.473237999999896;31.18239399999997;;20.3794230552194;0.0;458.5370187424365;0.1042572070285373;1.0;1.0;4.0;4.0;1.1517866400000685;0.0;370.402;-17249.0;528.0;3.7503;345.028;754.3422386950915;0.0;0.2205950387209213;0.2598870056497175;0.1379310344827586;1.0;0.0488809128291543;0.4474096336412948;0.3898305084745763;0.1818181818181818;1.0;0.3667967201169313;0.9691275052386216;0.8901583640692051;0.9683017001327038;0.8199856332667036;761.6981848562956;-0.3457908562955936;-1.1517866400000685;5.355005317926498;-7.8355336554050155;2.1309550882280064;39.01792765540499;-0.8817673179266015;38.88547381540491;-1.1541918579264347
856;892;45.0;47.0;8.36074257;-61.8270874;92.0;769.1883164399999;12.179080729999896;1.5202252499999531;6.1734086399998205;27.26707313999998;-62.999095;8.3734211;91.932367692;770.3547411999999;2.0482294999999;12.506741199999931;6.852341199999908;27.49474119999993;;20.3794230552194;0.0434782608695652;438.6006266232002;0.1042572070285373;-1.0;-1.0;5.0;3.0;1.1664247600000408;2.0;4.7;-8220.0;345.0;0.0476;4.378;767.2255126978514;0.0028352672270586;0.2110039500808813;0.2655367231638418;0.1034482758620689;0.0;0.0488809128291543;0.4474096336412948;0.3813559322033898;0.2272727272727273;0.0;0.3710953816240024;0.957374917177232;0.8845572284617024;0.9582737104879584;0.8282586914082655;772.1384480214715;-1.7837068214715828;-1.1664247600000408;6.799733326077558;12.571218253403913;10.440263165175907;14.923522946596016;0.052607873922350556;14.695854886596067;-0.6263246860777372
824;860;44.0;48.0;8.49660397;-73.5440063;92.0;781.68756524;14.0194740500001;5.200794180000003;8.236846940000078;25.68777134000016;-74.301211;8.504774;91.920234373;782.439208;5.603530199999921;14.132696299999951;8.706642999999923;25.56005199999991;;20.3794230552194;0.1739130434782608;419.1072654399469;0.1042572070285373;1.0;1.0;6.0;2.0;0.7516427599999815;4.0;2.917;-11302.1155;5.1531;0.0295;2.718;777.7752115295355;0.0113410689082347;0.2016259967439533;0.2711864406779661;0.0689655172413793;1.0;0.0488809128291543;0.4474096336412948;0.3728813559322034;0.2727272727272727;1.0;0.3768657691809985;0.9619326951302778;0.898232689816617;0.9530126286248828;0.834706812953982;781.2242318695187;1.2149761304813183;-0.7516427599999815;8.273171152949317;19.526047013223092;9.085783848047186;6.034004986776818;0.4334718470506065;6.161724326777069;-0.036324212949239154
792;828;43.0;49.0;8.557724;-78.3847046;92.0;787.310608;10.823836939999978;3.5920096100001047;10.225647399999955;24.295700199999946;-78.925703;8.563544;91.915269777;787.846048;4.005845399999991;11.010370199999889;10.8421179999999;24.343647999999927;;20.3794230552194;0.391304347826087;400.0569351926765;0.1042572070285373;-1.0;-1.0;7.0;1.0;0.5354399999999941;6.0;3.33;-4624.4922;4.1246;0.0337;3.102;785.9913351901438;0.0255174050435282;0.1924611787101371;0.2768361581920904;0.0344827586206896;0.0;0.0488809128291543;0.4474096336412948;0.3644067796610169;0.3181818181818182;0.0;0.3794475597370096;0.953180381452736;0.8920871964861278;0.9497048099723712;0.8421326820103776;788.9558484636843;-1.109800463684337;-0.5354399999999941;9.77575568708778;16.81740044221283;7.731616594165644;7.526247557787098;1.0663623129121191;7.478299757787116;0.44989171291217467
762;798;42.0;50.0;8.65492153;-86.5445557;92.0;796.25278076;12.534182370000051;7.226450849999992;12.30093536000004;22.80206246;-86.808587;8.6577312;91.906807153;796.5112704000001;7.45952509999997;12.671067800000078;12.61397940000007;22.77870539999998;;20.3794230552194;0.6956521739130435;381.44963588138927;0.1042572070285373;1.0;1.0;8.0;0.0;0.2584896400001071;8.0;0.168;-7882.8841;3.1063;0.0017;0.157;791.8738836796763;0.045364275632939;0.1835094959794331;0.2824858757062147;0.0;1.0;0.0488809128291543;0.4474096336412948;0.3559322033898305;0.3636363636363636;1.0;0.3835852426272108;0.9578355474582156;0.9053717727442212;0.945449195618596;0.848294126533251;795.3332978039681;1.1779725960319638;-0.2584896400001071;13.27361020967362;14.109065934449404;6.377449340283761;8.669639465550574;-0.6596308096735513;8.692996525550594;-0.9726748496735809
733;769;41.0;51.0;8.65988159;-86.2185059;92.0;796.7091062799999;7.682776369999942;5.722490769999922;15.004051479999816;19.624145679999856;-86.45329;8.6623731;91.90718858;796.9383252000001;5.846669300000183;7.886579900000012;14.5343232000001;19.93439520000003;;20.3794230552194;1.0869565217391304;363.285367506085;0.1042572070285373;-1.0;-1.0;9.0;1.0;0.2292189200002212;10.0;1.915;355.2968;1.7911;0.0194;1.784;795.4228569981328;0.0708816806764672;0.174770948551841;0.288135593220339;0.0344827586206896;0.0;0.0488809128291543;0.4474096336412948;0.3474576271186441;0.4090909090909091;0.0;0.3837891632258487;0.9444239634192508;0.8991679241741278;0.9377145430417474;0.8549719015491428;798.445317328006;-1.5069921280058907;-0.22921892000022126;16.298938563704496;9.48946886432168;3.112019524037919;10.44492633567835;-1.7646153637043955;10.134676815678176;-1.2948870837046798
705;741;40.0;52.0;8.69658184;-88.8126221;92.0;800.0855292800001;9.09891377000008;9.921803110000042;17.75004788000001;16.13368388000015;-88.459024;8.692678299999999;91.905035336;799.7264035999999;9.396672499999989;8.634747700000066;17.08601659999986;15.829112599999991;;20.3794230552194;1.565217391304348;345.56413006676377;0.1042572070285373;1.0;1.0;10.0;2.0;-0.3591256800001474;12.0;0.101;-2005.7335;1.7823;0.0011;0.094;796.6382551455137;0.1020696201741129;0.166245536427361;0.2937853107344633;0.0689655172413793;1.0;0.0488809128291543;0.4474096336412948;0.3389830508474576;0.4545454545454546;1.0;0.3851204832727777;0.9465211816659408;0.9128230086994452;0.9265508750842996;0.863845122289478;798.8089958360194;0.9174077639804636;0.35912568000014744;27.795910295754652;3.475698032051355;0.36367850801343593;12.353414567948636;-10.709893695754793;12.657985847948794;-10.045862415754641
677;713;39.0;53.0;8.65619278;-84.3144531;92.0;796.3697357599999;6.206009589999894;8.485314799999855;19.911939259999823;14.664680959999828;-84.816494;8.6615894;91.908945752;796.8662248;8.45351790000021;6.536493700000109;20.02886680000008;14.462222800000106;;20.3794230552194;2.130434782608696;328.2859235634256;0.1042572070285373;-1.0;-1.0;11.0;3.0;0.4964890400001422;14.0;9.798;3642.5294;9.1271;0.0992;9.127;795.5200781218186;0.1389280941258759;0.157933259605993;0.2994350282485876;0.1034482758620689;0.0;0.0488809128291543;0.4474096336412948;0.3305084745762712;0.5;0.0;0.3837547349587269;0.9406394843047472;0.9091951652700536;0.9228338340548656;0.8740785458780423;797.2415021465122;-0.37527734651212086;-0.49648904000014227;30.72824380218981;-1.2038151814938374;-1.5674936895072733;15.666037981493943;-10.699377002189728;15.868496141493665;-10.816304542189986
654;690;37.0;55.0;8.56640244;-74.4890137;92.0;788.1090244799999;4.827993219999826;10.821581729999934;24.548662679999893;11.651227979999817;-74.77244999999999;8.5694225;91.919728477;788.3868700000002;11.087447100000222;5.098718900000211;25.35008500000008;11.549512000000105;;20.3794230552194;3.5217391304347827;295.05860336469834;0.1042572070285373;-1.0;-1.0;9.0;5.0;0.2778455200002554;18.0;6.573;8094.9212;6.4187;0.0666;6.123;786.2829985612011;0.229656645391754;0.1419481118725929;0.3107344632768362;0.1724137931034483;0.0;0.0488809128291543;0.4474096336412948;0.3135593220338983;0.4090909090909091;0.0;0.379705804688235;0.9366092018665148;0.919326571872646;0.914913176844258;0.8925824710346044;789.3983541478813;-1.0114841478811059;-0.2778455200002554;24.46513443559411;-9.410641688138185;-7.843147998630911;20.96015368813829;0.8849505644059725;21.061869668138;0.08352824440578388
630;666;36.0;56.0;8.51416302;-68.9006958;92.0;783.30299784;6.015555090000021;14.521290509999972;27.03609834000008;10.113204839999868;-68.769329;8.512675;91.926173092;783.1661;14.950997800000012;5.866677100000088;27.54705199999991;9.952709000000032;;20.3794230552194;4.3478260869565215;279.1094896693092;0.1042572070285373;1.0;1.0;8.0;6.0;-0.1368978399999605;20.0;2.9;6003.121;6.6924;0.0294;2.701;778.1640960242786;0.2835267227058691;0.1342752409605608;0.3163841807909604;0.2068965517241379;1.0;0.0488809128291543;0.4474096336412948;0.3050847457627119;0.3636363636363636;1.0;0.3772128633988486;0.9387618953528356;0.9341877166108672;0.9105709231622686;0.9002221714587354;782.5797722016871;0.5863277983129365;0.13689783999996052;26.88281323513388;-14.661729944825083;-6.818581946194172;24.614438944825118;0.6642387648660275;24.77493478482495;0.15328510486619962
604;640;35.0;57.0;8.39416218;-57.0782471;92.0;772.26292056;3.4812132299999803;13.319174999999971;29.52259446000005;8.702558759999988;-56.232812;8.3849123;91.939631595;771.4119316;12.941655400000046;3.196829400000046;29.81193160000001;8.375146599999978;;20.3794230552194;5.260869565217392;263.6034069099032;0.1042572070285373;-1.0;-1.0;7.0;7.0;-0.8509889599999951;22.0;7.202;12536.5161;7.2322;0.0729;6.709;767.7116183162804;0.3430673344741017;0.1268155053516408;0.3220338983050847;0.2413793103448275;0.0;0.0488809128291543;0.4474096336412948;0.2966101694915254;0.3181818181818182;0.0;0.3716001948218455;0.9312779414693308;0.92645878264475;0.9062809912545956;0.9080980301497068;773.8300804706215;-2.4181488706215077;0.8509889599999951;29.133413372248356;-15.568273677259754;-8.749691731065582;23.943420277259733;0.6785182277516526;24.27083243725974;0.3891810877516946
581;617;34.0;58.0;8.29854584;-47.4992065;92.0;763.4662172799999;4.522471719999885;17.075221929999884;32.199566379999965;7.199317780000001;-46.724;8.29;91.94984;762.68;17.481;4.209723800000036;32.87;7.060951999999932;;20.3794230552194;6.260869565217392;248.5403550864801;0.1042572070285373;1.0;1.0;6.0;8.0;-0.7862172799999598;24.0;429.0;9509.0;400.0;4.0;400.0;754.9255654372062;0.4082784806964517;0.1195689050458327;0.327683615819209;0.2758620689655172;1.0;0.0488809128291543;0.4474096336412948;0.288135593220339;0.2727272727272727;1.0;0.3674306579869077;0.9341172251402532;0.9439193680894464;0.9027072465029258;0.9187321117961328;763.7284683410525;-1.0484683410525122;0.7862172799999598;-144.95986913096908;-18.85130386063463;-10.101612129569048;25.912255860634563;177.8298691309691;26.05062164063463;177.15943551096905
890;926;46.0;47.0;8.30992889;-58.1730957;93.0;772.82338677;12.62277941000002;3.635070330000076;5.155295580000029;29.342618740000034;-58.98181;8.3185637;92.936680426;773.6264241;3.27168290000013;12.274030100000092;5.31991240000003;28.973424100000063;;20.526833787405323;0.010752688172043;456.887590751925;0.1036951694730425;1.0;-1.0;4.0;3.0;0.803037330000052;1.0;397.221;-12582.0;545.0;3.9786;370.009;768.1916267448285;0.0007011951206704;0.2198015245300014;0.2655367231638418;0.1034482758620689;0.0;0.0482841291866484;0.4508128815859923;0.3898305084745763;0.1818181818181818;1.0;0.3726576250071029;0.9567225956457162;0.8892632410055195;0.962294755204821;0.8229298462534177;774.9195556784272;-1.2931315784271646;-0.803037330000052;5.970768516838575;1.0894752078056626;11.19108733737471;27.8839488921944;-0.6508561168385452;28.253143532194372;-0.815472936838546
857;893;45.0;48.0;8.42661953;-68.243103;93.0;783.67561629;14.487299850000111;1.9880510499999675;7.18884522999997;26.66638058000001;-69.01181;8.4348255;92.925912778;784.4387715;1.999563500000048;14.0840303000001;7.603093699999968;26.59077150000003;;20.526833787405323;0.0967741935483871;437.0229128931457;0.1036951694730425;-1.0;1.0;5.0;2.0;0.7631552100000363;3.0;2.821;-10030.0;370.0;0.0283;2.629;780.0342964597095;0.0063107560860338;0.2102449365069578;0.2711864406779661;0.0689655172413793;1.0;0.0482841291866484;0.4508128815859923;0.3813559322033898;0.2272727272727273;0.0;0.3778205697965974;0.9617962775736908;0.8843700347308608;0.9558155075924032;0.8308693470042159;784.7199019493759;-0.2811304493758371;-0.7631552100000363;7.4144355099499535;20.991433608323405;9.800346270948694;5.599337891676626;0.18865819005001416;5.674946971676604;-0.2255902799499836
825;861;44.0;49.0;8.52565289;-76.6707764;93.0;792.88571877;11.198153530000011;5.5751107700000375;9.167120380000142;25.217627580000112;-77.216723;8.5314627;92.917104442;793.4260311;5.579983100000071;10.986823100000038;9.585828500000062;25.11951939999999;;20.526833787405323;0.2688172043010752;417.599672320117;0.1036951694730425;1.0;-1.0;6.0;1.0;0.5403123300000061;5.0;2.216;-8204.9136;3.3425;0.0222;2.065;789.5662736337341;0.0175298780167607;0.2009007171066486;0.2768361581920904;0.0344827586206896;0.0;0.0482841291866484;0.4508128815859923;0.3728813559322034;0.2727272727272727;1.0;0.3821120269064249;0.953114375661286;0.8981421159149303;0.9518146697630908;0.837764079557095;793.1799989872575;0.24603211274256864;-0.5403123300000061;8.886375433236367;18.260443308830304;8.46009703788161;6.859076091169687;0.6994530667636951;6.957184271169808;0.28074494676377526
793;829;43.0;50.0;8.60472012;-83.2416992;93.0;800.23897116;12.928363160000004;3.986190400000055;11.212641250000049;23.752200099999985;-83.606116;8.6085782;92.910245147;800.5977726;4.086502199999988;12.751724600000074;11.546027299999958;23.762094799999964;;20.526833787405323;0.5268817204301075;398.6178690328389;0.1036951694730425;-1.0;1.0;7.0;0.0;0.3588014399999792;7.0;1.086;-6389.3929;2.2995;0.0109;1.012;796.7875582669025;0.034358560912851;0.1917688663290736;0.2824858757062147;0.0;1.0;0.0482841291866484;0.4508128815859923;0.3644067796610169;0.3181818181818182;0.0;0.3855365659116206;0.958061639669989;0.8923974428040865;0.9481233678508494;0.8445804457581992;800.2999716173708;0.29780098262915544;-0.35880143999997927;10.873094888716992;15.580069667994962;7.119972630113352;8.182025132005002;0.6729324112829662;8.172130432005023;0.33954636128305715
763;799;42.0;51.0;8.64737415;-86.4262085;93.0;804.2057959499999;7.953015189999974;7.496689670000023;13.219180439999946;20.487197560000027;-86.807079;8.6514095;92.906808772;804.5810835;7.64275829999987;8.069813099999912;13.489427600000054;20.74088089999999;;20.526833787405323;0.8709677419354839;380.0775030313116;0.1036951694730425;1.0;-1.0;8.0;1.0;0.3752875500000527;9.0;0.193;-3200.9629;1.004;0.002;0.181;801.6981503592143;0.0567968047743047;0.182849384174233;0.288135593220339;0.0344827586206896;0.0;0.0482841291866484;0.4508128815859923;0.3559322033898305;0.3636363636363636;1.0;0.3874386148835295;0.9449375915257252;0.9060765791043516;0.9399076535884436;0.8513383971048368;805.335798646301;-0.7547151463010096;-0.37528755000005276;14.706354989141232;12.15579965904351;5.035827028930157;8.58508124095648;-1.216927389141178;8.331397900956517;-1.4871745491412867
